ZIP Code,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors
63021,98.0,58.8,98.1,59.2,88.2,34.4,97.1,50.0,95.8,84.1,100.0,100.0,84.1,36.9
63023,83.8,15.8,83.8,15.8,-,-,100.0,0.0,-,-,-,-,-,-
63025,97.0,50.0,97.4,50.0,100.0,18.2,100.0,100.0,94.3,88.2,-,-,88.3,19.5
63026,92.0,38.7,92.1,38.9,98.3,31.0,100.0,5.9,94.6,78.0,100.0,76.0,93.7,46.8
63028,90.9,23.2,90.9,23.3,99.6,48.4,87.5,37.5,90.4,46.3,-,-,100.0,44.3
63030,81.3,9.7,81.3,9.7,-,-,-,-,-,-,-,-,-,-
63031,92.7,26.0,92.6,26.0,91.4,32.4,100.0,30.0,92.0,47.5,100.0,0.0,92.1,10.2
63033,95.4,30.5,95.5,30.4,91.1,25.6,100.0,0.0,31.6,21.9,-,-,100.0,27.7
63034,90.7,43.8,91.6,44.1,96.1,35.6,100.0,0.0,70.8,0.0,100.0,0.0,100.0,44.2
63036,94.1,14.7,94.1,14.7,-,-,-,-,-,-,-,-,100.0,0.0
63037,86.8,12.1,86.8,12.1,100.0,0.0,-,-,31.1,8.2,-,-,-,-
63038,99.2,62.1,99.2,62.0,100.0,96.8,-,-,89.8,69.4,100.0,0.0,100.0,58.3
63039,95.7,7.7,95.7,7.7,100.0,0.0,-,-,-,-,-,-,-,-
63040,99.7,65.1,99.7,64.6,100.0,100.0,-,-,96.9,89.1,-,-,100.0,0.0
63041,84.8,9.1,84.8,9.1,-,-,-,-,-,-,-,-,-,-
63042,92.4,22.9,92.2,21.8,96.5,28.6,-,-,100.0,30.7,-,-,49.0,14.9
63043,95.2,36.8,95.4,36.7,94.0,36.3,0.0,0.0,96.2,87.5,-,-,62.0,28.2
63044,91.8,36.7,92.0,36.3,95.3,42.0,100.0,0.0,85.4,20.5,-,-,61.8,0.0
63045,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63047,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63048,91.1,20.6,91.1,20.6,100.0,29.9,100.0,0.0,100.0,0.0,-,-,-,-
63049,92.5,26.8,92.4,26.9,100.0,0.0,100.0,76.7,100.0,50.6,100.0,0.0,64.3,64.3
63050,92.2,19.3,92.1,19.1,90.4,0.0,100.0,4.9,0.0,0.0,-,-,100.0,18.1
63051,89.1,21.7,89.1,21.7,100.0,0.0,-,-,86.7,0.0,-,-,100.0,8.3
63052,93.7,24.4,93.6,24.9,100.0,31.6,-,-,100.0,48.8,-,-,100.0,52.8
63053,94.6,8.9,94.6,8.9,-,-,-,-,-,-,-,-,-,-
63055,91.2,28.7,91.1,29.0,100.0,0.0,-,-,-,-,-,-,100.0,0.0
63056,93.1,28.4,92.6,30.6,-,-,-,-,-,-,-,-,48.6,0.0
63060,88.6,12.4,88.4,12.6,0.0,0.0,-,-,-,-,-,-,-,-
63061,100.0,12.8,100.0,12.8,-,-,-,-,-,-,-,-,-,-
63068,94.7,22.4,94.7,22.4,100.0,0.0,60.0,20.0,-,-,-,-,95.9,74.5
63069,90.7,29.4,90.8,29.5,95.7,6.8,95.0,90.0,87.7,61.5,-,-,100.0,15.4
63070,93.8,15.0,94.1,15.0,100.0,0.0,100.0,0.0,77.0,0.0,-,-,100.0,0.0
63071,77.9,5.5,77.8,5.5,-,-,-,-,-,-,-,-,-,-
63072,90.6,6.8,90.5,6.9,100.0,0.0,-,-,-,-,-,-,-,-
63073,100.0,73.6,100.0,73.6,-,-,-,-,-,-,-,-,-,-
63074,93.2,15.6,93.6,16.2,90.6,17.4,100.0,0.0,77.9,34.5,-,-,75.5,24.7
63077,84.3,12.0,84.2,12.0,56.3,0.0,-,-,100.0,12.5,-,-,100.0,42.3
63079,89.8,34.3,89.8,34.3,-,-,100.0,0.0,-,-,-,-,-,-
63080,90.0,19.6,89.9,19.8,0.0,0.0,100.0,0.0,88.9,72.2,-,-,42.3,0.0
63084,90.2,19.4,90.1,19.5,36.1,25.2,0.0,0.0,81.4,72.6,-,-,0.0,0.0
63087,74.3,16.8,74.3,16.8,-,-,0.0,0.0,-,-,-,-,-,-
63088,94.4,46.9,94.4,46.8,75.6,37.8,100.0,0.0,100.0,91.1,-,-,100.0,42.3
63089,94.7,15.7,94.5,15.9,86.3,5.0,-,-,100.0,63.0,-,-,100.0,0.0
63090,93.5,30.3,93.5,30.2,71.8,0.0,0.0,0.0,88.0,78.0,100.0,0.0,100.0,0.0
63091,95.6,14.9,95.6,14.9,-,-,-,-,-,-,-,-,-,-
63101,98.3,73.3,98.3,73.0,100.0,40.9,-,-,100.0,100.0,-,-,100.0,100.0
63102,97.1,69.4,96.9,69.4,78.9,18.5,100.0,0.0,100.0,94.0,-,-,100.0,24.6
63103,96.8,65.7,96.7,64.7,86.4,27.1,100.0,0.0,97.6,85.3,-,-,100.0,46.7
63104,95.5,65.5,95.4,64.8,90.3,22.0,100.0,0.0,100.0,80.9,100.0,0.0,95.4,56.2
63105,98.7,86.0,98.7,85.9,79.8,40.2,100.0,0.0,94.9,88.2,-,-,100.0,81.7
63106,85.1,26.2,90.4,34.7,79.2,19.9,-,-,-,-,-,-,-,-
63107,86.7,35.7,86.1,32.9,81.0,8.5,-,-,-,-,-,-,53.3,7.8
63108,97.5,74.2,97.4,73.9,87.4,30.2,71.4,50.0,98.2,92.4,-,-,92.1,78.2
63109,96.1,52.0,96.4,52.5,97.9,31.6,-,-,72.1,40.2,100.0,100.0,100.0,76.5
63110,97.8,70.7,97.8,70.9,91.7,26.1,100.0,0.0,95.1,84.8,100.0,100.0,93.5,80.4
63111,86.9,23.7,87.8,24.0,86.9,10.5,68.9,0.0,78.3,20.0,100.0,100.0,42.3,0.0
63112,94.8,75.6,94.8,75.3,84.3,20.3,76.9,0.0,100.0,100.0,-,-,100.0,48.0
63113,80.4,24.0,80.0,24.5,84.1,15.1,-,-,-,-,100.0,0.0,88.5,0.0
63114,87.3,22.1,87.3,22.2,89.2,16.2,95.2,40.5,78.6,34.5,100.0,0.0,56.5,3.0
63115,91.4,47.1,91.4,47.1,81.1,11.6,100.0,0.0,-,-,100.0,0.0,69.6,0.0
63116,92.9,44.2,93.2,44.1,93.4,21.3,94.2,52.5,67.1,28.0,60.0,0.0,53.9,14.5
63117,99.4,74.7,99.4,74.7,96.1,53.8,-,-,100.0,93.5,-,-,100.0,100.0
63118,92.1,56.0,93.6,56.7,80.2,11.8,31.0,31.0,86.2,12.7,-,-,83.6,23.3
63119,98.5,67.2,98.5,67.3,89.5,31.9,100.0,100.0,100.0,85.7,-,-,100.0,61.8
63120,75.7,31.8,92.9,39.0,80.2,7.7,-,-,100.0,0.0,-,-,100.0,0.0
63121,90.1,40.1,91.0,40.7,91.1,19.1,100.0,9.1,83.2,72.3,-,-,83.8,30.9
63122,98.6,70.7,98.5,70.7,97.5,23.7,100.0,0.0,81.3,70.7,100.0,0.0,100.0,49.6
63123,94.2,35.4,94.2,35.4,90.6,24.9,100.0,97.1,64.0,25.1,100.0,100.0,82.0,32.0
63124,99.1,79.8,99.1,79.8,86.5,64.0,-,-,94.7,87.9,-,-,100.0,100.0
63125,88.6,22.2,88.9,22.4,90.2,18.7,71.2,0.0,66.5,34.1,100.0,0.0,78.0,23.2
63126,96.8,56.3,97.0,56.1,100.0,82.1,-,-,100.0,42.6,-,-,73.8,34.9
63127,98.0,62.3,98.0,62.3,60.8,49.5,-,-,100.0,87.3,-,-,100.0,0.0
63128,97.3,47.4,97.3,47.5,96.5,47.4,100.0,0.0,89.2,9.1,100.0,0.0,0.0,0.0
63129,95.5,41.8,95.5,41.9,87.2,32.1,100.0,10.0,86.2,63.7,-,-,100.0,23.4
63130,99.3,79.7,99.4,79.5,91.0,35.0,100.0,14.7,100.0,80.8,100.0,0.0,85.9,50.7
63131,98.8,81.8,98.8,81.8,94.7,35.8,100.0,100.0,94.5,89.5,-,-,100.0,84.3
63132,99.2,74.8,99.3,74.7,95.0,24.7,22.2,11.1,97.1,82.0,-,-,100.0,100.0
63133,77.9,14.9,77.4,15.2,81.4,5.9,-,-,100.0,100.0,-,-,100.0,0.0
63134,88.3,25.2,88.1,25.2,94.0,11.4,100.0,0.0,100.0,17.0,0.0,0.0,45.1,10.0
63135,91.4,31.9,91.3,31.9,86.0,19.3,-,-,100.0,94.1,-,-,100.0,10.2
63136,91.9,13.9,91.7,13.6,86.3,10.9,42.3,0.0,90.4,16.0,-,-,100.0,0.0
63137,89.8,16.2,89.8,16.2,85.8,12.6,100.0,100.0,100.0,64.0,100.0,0.0,100.0,34.6
63138,93.4,23.4,93.3,23.8,89.5,14.5,-,-,40.0,4.0,-,-,72.0,8.5
63139,96.9,53.0,96.8,53.8,89.8,27.6,-,-,79.3,48.8,-,-,86.9,20.6
63140,78.1,34.4,92.6,40.7,87.7,17.5,-,-,-,-,100.0,100.0,100.0,0.0
63141,98.0,69.3,98.0,69.1,95.4,36.1,100.0,71.4,95.5,89.9,100.0,100.0,100.0,85.0
63143,97.3,52.6,97.3,52.7,86.5,25.5,-,-,100.0,81.5,-,-,83.6,30.0
63144,98.5,76.5,98.5,76.4,100.0,11.4,-,-,100.0,83.8,-,-,100.0,0.0
63146,97.8,60.6,97.8,61.1,98.1,43.4,100.0,19.0,94.6,82.1,0.0,0.0,72.5,24.0
63147,81.2,11.3,81.2,11.3,83.0,12.4,78.9,0.0,-,-,-,-,100.0,0.0
63155,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63301,94.6,38.4,94.6,38.3,89.0,29.7,100.0,40.6,88.6,59.1,-,-,74.9,23.2
63303,96.6,47.0,96.6,47.0,98.1,51.1,100.0,72.1,95.1,79.7,100.0,0.0,57.0,34.7
63304,96.1,45.8,96.2,45.9,97.9,52.0,100.0,14.3,99.8,63.8,-,-,82.6,48.6
63330,81.8,0.0,81.8,0.0,-,-,-,-,-,-,-,-,-,-
63332,99.5,27.1,99.5,26.6,0.0,0.0,-,-,100.0,100.0,-,-,-,-
63333,85.7,9.8,85.7,9.8,0.0,0.0,-,-,100.0,0.0,-,-,0.0,0.0
63334,86.8,13.6,86.8,13.4,78.7,2.9,67.0,28.2,100.0,66.7,0.0,0.0,-,-
63336,81.2,25.3,80.9,25.8,41.5,2.4,-,-,-,-,100.0,100.0,-,-
63339,90.6,18.9,90.6,18.9,100.0,0.0,-,-,100.0,0.0,-,-,100.0,0.0
63341,97.7,52.3,97.7,52.3,-,-,-,-,-,-,-,-,100.0,100.0
63343,87.1,13.3,87.1,13.3,66.7,46.4,100.0,0.0,100.0,0.0,-,-,0.0,0.0
63344,95.4,22.6,95.4,22.7,80.0,0.0,66.7,0.0,-,-,-,-,0.0,0.0
63345,83.3,8.5,85.5,8.7,92.3,0.0,100.0,0.0,-,-,-,-,-,-
63347,89.3,12.4,88.9,9.4,-,-,-,-,-,-,-,-,-,-
63348,94.4,33.9,94.3,33.9,100.0,0.0,-,-,-,-,-,-,-,-
63349,91.2,6.9,91.2,7.0,0.0,0.0,-,-,75.0,0.0,-,-,66.7,0.0
63350,89.9,12.6,89.9,12.6,-,-,-,-,100.0,100.0,-,-,100.0,0.0
63351,85.3,17.5,85.3,17.5,47.4,0.0,-,-,-,-,-,-,100.0,0.0
63352,88.0,8.7,88.0,8.7,100.0,0.0,-,-,-,-,-,-,100.0,0.0
63353,86.4,16.5,86.3,16.5,100.0,0.0,-,-,70.0,70.0,100.0,0.0,100.0,0.0
63357,96.9,24.3,96.9,24.3,68.3,0.0,100.0,0.0,100.0,0.0,-,-,100.0,0.0
63359,90.2,14.0,90.2,14.0,100.0,0.0,-,-,-,-,-,-,-,-
63361,91.1,19.2,91.1,19.3,70.2,9.5,100.0,51.9,100.0,57.9,-,-,100.0,0.0
63362,88.4,17.3,88.0,17.8,93.3,0.0,100.0,0.0,100.0,55.6,-,-,0.0,0.0
63363,83.8,11.4,83.1,11.9,100.0,0.0,-,-,-,-,-,-,100.0,0.0
63365,95.7,0.0,95.7,0.0,-,-,-,-,-,-,-,-,-,-
63366,94.8,34.1,94.8,34.1,93.8,39.9,100.0,96.3,76.1,51.6,-,-,94.0,18.3
63367,97.4,50.3,97.3,50.3,95.7,23.7,100.0,60.0,98.8,67.6,-,-,100.0,48.8
63368,96.7,46.9,96.7,47.0,93.1,54.4,100.0,0.0,98.7,83.8,100.0,0.0,72.8,25.5
63369,87.1,17.8,87.1,17.8,100.0,0.0,-,-,100.0,0.0,-,-,-,-
63373,95.2,25.3,95.2,24.9,-,-,-,-,100.0,100.0,-,-,-,-
63376,96.2,37.3,96.3,37.2,90.9,41.0,89.1,34.4,84.2,48.5,-,-,88.3,58.3
63377,85.2,19.3,85.2,19.3,100.0,48.4,-,-,100.0,100.0,-,-,-,-
63379,94.5,21.0,94.5,20.9,83.6,14.3,100.0,0.0,72.4,24.1,54.2,0.0,100.0,10.7
63380,82.7,10.5,82.6,10.6,100.0,0.0,100.0,0.0,100.0,22.2,-,-,100.0,0.0
63381,88.9,22.5,88.9,22.5,-,-,-,-,-,-,-,-,-,-
63382,87.2,9.7,87.7,9.8,71.0,8.2,0.0,0.0,100.0,84.2,0.0,0.0,100.0,0.0
63383,89.9,16.7,89.8,16.8,75.2,16.2,71.7,0.0,-,-,-,-,-,-
63384,75.6,14.7,75.5,14.8,76.9,0.0,-,-,-,-,-,-,-,-
63385,95.1,41.4,95.2,41.6,93.8,31.0,100.0,26.7,89.0,46.1,-,-,63.5,19.8
63386,94.4,22.6,94.4,22.6,100.0,40.0,-,-,-,-,-,-,-,-
63387,80.7,0.0,80.7,0.0,-,-,-,-,-,-,-,-,-,-
63388,84.3,19.2,84.3,19.2,100.0,0.0,-,-,-,-,-,-,-,-
63389,87.4,15.7,87.4,15.8,66.7,0.0,100.0,100.0,87.1,25.8,-,-,100.0,58.6
63390,84.2,23.4,84.2,23.4,55.1,13.1,100.0,0.0,100.0,100.0,-,-,0.0,0.0
63401,89.2,24.2,89.2,24.0,91.5,12.5,100.0,0.0,100.0,72.4,100.0,100.0,51.6,29.0
63430,95.1,28.1,95.1,28.1,-,-,-,-,60.0,0.0,-,-,-,-
63431,91.4,34.9,91.4,34.9,-,-,-,-,-,-,-,-,-,-
63432,81.1,11.3,81.1,11.3,-,-,-,-,-,-,-,-,-,-
63433,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63434,76.5,18.3,76.5,18.3,-,-,-,-,100.0,100.0,-,-,100.0,0.0
63435,85.7,18.1,85.7,18.1,100.0,77.4,100.0,50.0,-,-,-,-,-,-
63436,87.4,9.8,87.4,9.8,100.0,0.0,-,-,100.0,0.0,-,-,100.0,0.0
63437,91.5,20.1,91.5,20.1,100.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0
63438,98.0,8.6,98.0,8.6,-,-,-,-,-,-,-,-,-,-
63439,66.0,0.0,66.0,0.0,-,-,100.0,100.0,-,-,-,-,-,-
63440,85.8,11.4,85.8,11.4,100.0,0.0,-,-,100.0,0.0,100.0,0.0,-,-
63441,83.5,16.5,83.5,16.5,100.0,0.0,-,-,66.7,0.0,-,-,-,-
63443,80.7,2.5,80.7,2.5,-,-,-,-,-,-,-,-,-,-
63445,89.2,11.3,89.2,11.3,0.0,0.0,100.0,0.0,100.0,0.0,-,-,100.0,100.0
63446,87.2,11.1,87.2,11.1,-,-,-,-,-,-,-,-,-,-
63447,77.8,5.8,77.5,5.2,73.5,33.8,-,-,-,-,-,-,-,-
63448,89.5,15.8,89.5,15.8,66.7,5.1,-,-,100.0,0.0,-,-,100.0,70.0
63450,93.9,16.9,93.9,16.9,-,-,-,-,-,-,-,-,-,-
63451,98.6,21.6,98.6,21.6,-,-,-,-,-,-,-,-,-,-
63452,94.4,17.6,94.4,17.6,-,-,100.0,0.0,-,-,-,-,-,-
63453,95.2,11.7,95.2,11.7,-,-,-,-,100.0,100.0,-,-,-,-
63454,97.7,11.6,97.7,11.6,-,-,100.0,0.0,-,-,-,-,-,-
63456,91.2,22.1,91.2,22.1,62.9,2.1,100.0,27.8,80.0,0.0,-,-,-,-
63457,80.7,7.3,80.7,7.3,80.0,60.0,-,-,-,-,-,-,-,-
63458,94.2,19.2,94.2,19.2,0.0,0.0,-,-,-,-,-,-,100.0,100.0
63459,89.2,14.5,89.2,14.5,100.0,14.5,100.0,0.0,100.0,42.9,-,-,100.0,84.0
63460,96.6,11.4,96.6,11.4,-,-,-,-,-,-,-,-,-,-
63461,90.6,22.1,90.6,22.1,93.1,32.0,100.0,0.0,0.0,0.0,-,-,-,-
63462,95.5,18.4,95.5,18.4,-,-,-,-,-,-,-,-,-,-
63463,97.2,29.3,97.2,29.3,-,-,-,-,100.0,0.0,-,-,-,-
63465,85.0,10.9,85.0,10.9,-,-,-,-,-,-,-,-,-,-
63466,100.0,57.9,100.0,57.9,-,-,-,-,-,-,-,-,-,-
63467,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
63468,90.1,15.2,90.1,15.2,100.0,22.6,100.0,0.0,-,-,-,-,0.0,0.0
63469,90.3,22.2,90.3,22.2,50.0,0.0,-,-,-,-,-,-,-,-
63471,98.0,57.6,98.0,57.6,-,-,-,-,-,-,-,-,-,-
63472,90.7,2.9,90.7,2.9,100.0,0.0,-,-,-,-,-,-,-,-
63473,100.0,18.5,100.0,18.5,-,-,-,-,100.0,100.0,-,-,-,-
63474,91.4,17.5,91.4,17.5,-,-,-,-,-,-,-,-,-,-
63501,91.3,36.2,91.2,35.6,99.6,40.4,87.2,2.6,91.5,81.4,-,-,100.0,0.0
63530,89.9,22.6,89.9,22.6,100.0,50.0,-,-,27.1,0.0,-,-,-,-
63531,50.3,5.6,50.3,5.6,-,-,-,-,100.0,0.0,-,-,-,-
63532,91.4,10.2,91.4,10.2,100.0,0.0,100.0,0.0,-,-,-,-,100.0,0.0
63533,93.5,17.2,93.5,17.2,-,-,-,-,-,-,-,-,-,-
63534,93.7,12.9,93.7,12.9,100.0,0.0,-,-,-,-,-,-,-,-
63535,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
63536,84.8,7.8,84.8,7.8,-,-,-,-,-,-,-,-,-,-
63537,84.6,18.9,84.6,18.9,33.3,33.3,-,-,100.0,100.0,100.0,0.0,-,-
63538,89.0,9.6,89.0,9.6,-,-,-,-,-,-,-,-,-,-
63539,86.6,23.5,86.4,22.4,-,-,-,-,-,-,-,-,-,-
63540,96.1,5.2,95.0,6.7,-,-,-,-,-,-,-,-,-,-
63541,98.7,11.1,98.7,11.1,-,-,-,-,-,-,-,-,100.0,0.0
63543,73.2,1.8,73.2,1.8,-,-,100.0,0.0,-,-,-,-,-,-
63544,90.6,14.3,92.6,15.2,100.0,0.0,100.0,100.0,100.0,100.0,-,-,-,-
63545,88.0,15.1,89.1,15.3,-,-,-,-,-,-,-,-,13.6,0.0
63546,88.2,20.6,88.2,20.6,-,-,100.0,0.0,-,-,-,-,100.0,0.0
63547,90.5,9.0,90.5,9.0,-,-,-,-,100.0,100.0,-,-,-,-
63548,95.4,23.6,95.4,23.6,-,-,-,-,100.0,100.0,-,-,-,-
63549,88.5,20.3,88.5,20.3,-,-,-,-,100.0,0.0,0.0,0.0,-,-
63551,98.9,23.8,98.9,23.6,-,-,100.0,0.0,-,-,-,-,-,-
63552,91.0,18.3,91.0,18.3,100.0,21.2,64.1,0.0,-,-,-,-,100.0,0.0
63555,87.9,16.7,87.9,16.7,50.0,0.0,-,-,-,-,-,-,-,-
63556,85.5,13.9,91.3,15.4,67.9,16.1,-,-,100.0,0.0,-,-,65.3,5.2
63557,95.4,14.6,95.4,14.6,-,-,-,-,-,-,-,-,100.0,0.0
63558,85.1,7.9,85.1,7.9,-,-,100.0,0.0,-,-,-,-,0.0,0.0
63559,91.5,24.1,91.4,24.3,-,-,-,-,100.0,0.0,100.0,100.0,-,-
63560,100.0,0.0,100.0,0.0,-,-,100.0,0.0,-,-,-,-,-,-
63561,94.1,5.9,94.1,5.9,100.0,0.0,-,-,100.0,0.0,-,-,-,-
63563,69.6,12.7,69.6,12.7,-,-,-,-,-,-,-,-,100.0,100.0
63565,93.3,17.3,93.9,17.4,100.0,0.0,100.0,100.0,-,-,-,-,-,-
63566,100.0,19.0,100.0,19.0,-,-,-,-,-,-,-,-,-,-
63567,98.1,13.5,98.1,13.5,-,-,-,-,-,-,-,-,-,-
63601,88.9,13.3,88.8,12.9,100.0,0.0,100.0,0.0,-,-,-,-,-,-
63620,76.5,14.0,76.5,14.0,0.0,0.0,50.0,0.0,50.0,50.0,-,-,-,-
63621,92.8,16.6,92.8,16.6,0.0,0.0,-,-,-,-,-,-,-,-
63622,76.7,27.9,77.4,28.2,-,-,-,-,-,-,-,-,-,-
63623,85.4,17.5,85.4,17.5,-,-,-,-,-,-,-,-,100.0,0.0
63624,81.2,10.1,81.1,10.2,100.0,16.7,5.4,0.0,100.0,100.0,-,-,-,-
63625,85.3,10.0,85.3,10.0,-,-,-,-,-,-,-,-,-,-
63626,68.7,4.6,68.7,4.6,-,-,-,-,-,-,-,-,-,-
63627,86.2,14.7,86.2,14.6,100.0,0.0,-,-,-,-,-,-,-,-
63628,88.2,13.5,89.3,13.7,68.0,1.4,81.8,0.0,100.0,93.6,-,-,100.0,100.0
63629,84.3,14.0,84.3,14.0,100.0,0.0,-,-,33.3,33.3,-,-,-,-
63630,76.0,9.8,76.0,9.8,-,-,-,-,-,-,-,-,20.0,20.0
63631,87.3,12.3,87.3,12.3,-,-,-,-,-,-,-,-,-,-
63633,74.0,22.4,73.9,22.5,30.8,0.0,100.0,0.0,-,-,-,-,-,-
63636,90.5,3.9,90.5,3.9,-,-,-,-,-,-,-,-,-,-
63637,81.7,7.7,78.5,9.0,100.0,0.0,-,-,-,-,-,-,-,-
63638,79.8,13.8,79.8,13.8,100.0,0.0,33.3,0.0,100.0,0.0,100.0,100.0,-,-
63640,87.5,19.3,87.5,19.2,80.1,6.2,100.0,0.0,63.8,41.4,-,-,100.0,23.4
63645,88.0,17.9,88.8,18.1,0.0,0.0,100.0,66.7,100.0,100.0,-,-,100.0,0.0
63648,88.1,14.4,88.1,14.4,-,-,-,-,100.0,100.0,-,-,-,-
63650,89.2,20.1,89.2,20.2,78.2,18.2,100.0,0.0,100.0,0.0,0.0,0.0,100.0,44.0
63653,79.4,5.4,79.3,5.5,-,-,-,-,100.0,100.0,-,-,-,-
63654,88.8,12.5,88.0,13.5,-,-,100.0,100.0,-,-,-,-,-,-
63655,83.9,10.4,83.9,10.4,-,-,100.0,0.0,-,-,-,-,-,-
63656,82.5,16.1,82.5,16.1,-,-,-,-,-,-,-,-,-,-
63660,81.4,6.1,81.2,6.3,76.9,3.0,-,-,100.0,0.0,-,-,-,-
63662,93.1,6.0,93.1,6.0,-,-,100.0,0.0,-,-,-,-,-,-
63663,81.7,8.6,83.6,8.8,-,-,83.3,50.0,100.0,0.0,-,-,-,-
63664,84.0,15.6,83.8,15.7,100.0,0.0,-,-,0.0,0.0,100.0,100.0,64.3,16.7
63665,71.3,5.3,71.3,5.3,-,-,-,-,-,-,-,-,100.0,100.0
63670,94.2,16.7,94.2,16.8,71.0,0.0,44.4,0.0,100.0,100.0,-,-,100.0,14.0
63673,91.5,16.7,91.5,16.7,35.7,35.7,-,-,100.0,100.0,-,-,-,-
63674,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
63675,66.7,0.0,66.7,0.0,-,-,-,-,-,-,-,-,-,-
63701,93.0,39.9,93.6,40.4,94.9,26.2,96.9,65.6,88.3,57.2,-,-,100.0,0.0
63703,86.3,22.7,86.1,23.1,78.9,3.5,-,-,100.0,40.0,100.0,0.0,100.0,52.3
63730,84.1,15.2,84.1,15.2,100.0,0.0,-,-,-,-,-,-,-,-
63732,93.4,32.9,93.4,32.9,100.0,0.0,-,-,100.0,0.0,-,-,-,-
63735,81.8,11.9,81.8,11.9,-,-,-,-,-,-,-,-,-,-
63736,93.2,27.6,93.2,27.7,87.1,0.0,-,-,100.0,100.0,-,-,100.0,0.0
63738,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63739,74.6,11.6,73.9,12.0,0.0,0.0,-,-,100.0,0.0,-,-,-,-
63740,86.6,16.7,86.6,16.7,100.0,0.0,-,-,-,-,-,-,100.0,0.0
63742,83.0,10.2,83.0,10.2,-,-,-,-,-,-,-,-,-,-
63743,100.0,8.9,100.0,8.9,-,-,-,-,-,-,-,-,-,-
63744,79.2,13.2,79.2,13.2,-,-,-,-,-,-,-,-,-,-
63745,48.6,14.1,48.6,14.1,-,-,-,-,-,-,-,-,-,-
63746,100.0,100.0,100.0,100.0,-,-,-,-,-,-,-,-,-,-
63747,93.6,24.2,93.6,24.2,-,-,-,-,-,-,-,-,-,-
63748,79.4,16.7,79.4,16.7,-,-,-,-,-,-,-,-,-,-
63750,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
63751,70.5,4.0,70.2,4.0,-,-,-,-,100.0,0.0,-,-,-,-
63755,93.2,34.7,93.2,34.6,88.3,26.8,100.0,100.0,89.7,77.0,0.0,0.0,100.0,3.7
63758,95.5,28.8,95.5,28.8,-,-,-,-,-,-,-,-,-,-
63760,89.3,18.6,89.3,18.6,-,-,-,-,-,-,-,-,-,-
63763,100.0,17.3,100.0,17.3,-,-,-,-,-,-,-,-,-,-
63764,81.5,16.3,81.4,16.3,60.0,0.0,0.0,0.0,100.0,0.0,-,-,100.0,0.0
63766,97.3,13.8,97.3,13.8,-,-,-,-,-,-,-,-,100.0,0.0
63767,82.2,6.8,81.2,7.2,100.0,0.0,100.0,0.0,-,-,-,-,-,-
63769,92.1,24.6,92.1,24.6,100.0,0.0,-,-,-,-,-,-,-,-
63770,83.6,6.3,83.6,6.3,-,-,-,-,-,-,-,-,-,-
63771,87.6,15.9,87.8,16.1,93.5,14.0,-,-,11.1,0.0,-,-,-,-
63774,92.0,10.4,92.0,10.4,-,-,-,-,-,-,-,-,-,-
63775,85.7,18.9,85.5,19.2,83.8,0.0,100.0,0.0,78.2,49.1,-,-,28.6,0.0
63780,85.3,19.4,85.2,19.5,36.4,0.0,-,-,100.0,0.0,-,-,-,-
63781,95.2,19.3,95.2,19.3,-,-,-,-,-,-,-,-,-,-
63782,74.0,2.1,74.0,2.1,-,-,-,-,-,-,-,-,-,-
63783,70.0,24.3,70.0,24.3,-,-,-,-,-,-,-,-,-,-
63784,68.8,5.6,68.8,5.6,-,-,-,-,-,-,-,-,-,-
63785,93.5,29.8,93.5,29.8,0.0,0.0,-,-,-,-,-,-,-,-
63787,88.1,5.3,88.1,5.3,-,-,-,-,-,-,-,-,-,-
63801,88.0,25.3,88.2,25.5,79.8,11.0,37.5,37.5,97.7,79.1,-,-,-,-
63820,88.3,3.7,88.3,3.7,-,-,-,-,-,-,-,-,-,-
63821,79.6,9.4,80.2,9.5,-,-,-,-,-,-,-,-,100.0,0.0
63822,78.0,14.4,78.0,14.4,85.2,0.0,100.0,33.3,50.0,0.0,-,-,63.6,0.0
63823,72.9,20.6,72.6,20.8,93.0,0.0,-,-,-,-,-,-,-,-
63824,73.3,6.7,73.3,6.7,0.0,0.0,-,-,-,-,-,-,-,-
63825,76.5,12.8,76.2,12.1,100.0,0.0,-,-,-,-,-,-,-,-
63826,100.0,62.1,100.0,62.1,100.0,0.0,-,-,-,-,-,-,-,-
63827,87.0,18.2,88.1,18.7,52.0,0.0,-,-,-,-,-,-,-,-
63828,82.1,7.5,82.1,7.5,-,-,-,-,-,-,-,-,-,-
63829,79.3,13.0,82.2,13.4,-,-,25.0,0.0,-,-,-,-,50.0,0.0
