ZIP Code,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors
33585,90.0,16.0,89.8,17.0,100.0,0.0,-,-,-,-,-,-,98.8,0.0
33592,79.3,21.4,79.2,21.1,91.4,23.8,100.0,31.6,74.6,55.5,-,-,72.5,21.6
33594,94.7,32.1,95.9,32.9,90.9,33.7,100.0,42.3,83.8,44.6,-,-,67.3,16.1
33596,95.8,48.2,96.8,49.0,95.1,58.9,100.0,78.3,89.1,57.5,100.0,0.0,91.1,29.7
33597,87.6,11.8,87.7,11.8,75.6,23.2,100.0,18.2,-,-,-,-,50.8,0.0
33598,89.2,30.3,93.8,35.3,97.3,34.9,61.7,5.3,91.6,49.2,-,-,39.7,10.2
33602,95.9,67.9,97.4,73.6,74.6,19.4,100.0,100.0,100.0,83.2,100.0,0.0,57.5,22.5
33603,92.0,48.8,94.6,57.0,81.6,15.3,73.7,0.0,89.7,41.1,100.0,0.0,81.0,31.0
33604,89.2,30.3,92.3,36.0,85.6,15.0,79.6,13.6,58.6,28.6,100.0,21.6,78.1,17.6
33605,79.5,31.6,88.0,41.3,77.3,14.0,90.7,65.1,100.0,31.7,-,-,64.3,3.1
33606,98.5,75.9,99.0,76.4,85.2,30.0,100.0,0.0,100.0,84.4,100.0,100.0,100.0,55.9
33607,90.9,43.0,95.7,54.9,86.7,21.6,54.8,11.0,94.9,58.4,100.0,0.0,61.8,24.1
33609,94.0,64.7,95.6,68.6,90.8,37.9,-,-,95.4,79.0,-,-,86.0,38.5
33610,80.6,18.3,81.5,22.7,81.0,13.4,79.9,20.1,92.3,64.7,100.0,100.0,68.6,10.6
33611,97.0,57.0,97.6,58.1,91.3,28.2,100.0,92.0,80.7,47.6,-,-,88.9,50.9
33612,80.1,23.5,86.4,27.5,81.4,16.8,25.9,0.0,80.7,41.5,100.0,0.0,57.3,6.5
33613,91.0,35.2,93.8,39.5,86.6,17.3,19.8,1.8,100.0,72.2,-,-,60.4,8.2
33614,82.9,24.2,89.8,33.6,91.3,26.1,100.0,0.0,69.3,42.6,-,-,69.1,18.8
33615,91.0,32.0,93.7,39.1,92.3,23.0,100.0,13.2,87.2,56.0,100.0,0.0,81.5,19.7
33616,95.3,47.1,95.9,48.8,99.2,35.7,100.0,23.6,88.9,39.4,100.0,96.7,93.6,55.2
33617,90.2,37.6,91.7,40.5,89.1,14.1,57.7,0.0,86.0,63.0,100.0,71.4,69.0,34.0
33618,97.4,46.9,98.3,48.8,86.1,33.4,100.0,7.5,87.4,55.4,-,-,72.6,23.4
33619,80.7,22.4,84.0,27.6,88.9,22.5,49.1,8.8,77.4,48.0,-,-,63.1,11.4
33620,100.0,0.0,100.0,0.0,100.0,0.0,-,-,100.0,0.0,-,-,-,-
33621,100.0,44.8,100.0,45.3,100.0,47.4,-,-,-,-,100.0,0.0,100.0,40.7
33624,94.8,42.4,95.9,43.6,95.8,48.1,100.0,47.7,83.0,53.9,-,-,76.9,30.0
33625,93.6,40.3,95.6,45.6,91.4,43.8,100.0,0.0,89.8,52.0,-,-,81.5,25.9
33626,96.6,61.4,97.0,63.9,96.5,56.0,100.0,0.0,86.8,65.2,-,-,78.1,57.3
33629,98.4,77.3,98.7,78.3,82.4,27.6,100.0,100.0,90.3,70.0,-,-,100.0,79.7
33634,90.8,28.0,92.8,31.4,94.0,28.2,100.0,0.0,76.7,60.4,-,-,85.3,21.4
33635,91.1,35.9,95.8,39.5,98.1,57.7,100.0,0.0,98.2,79.1,0.0,0.0,85.5,13.9
33637,90.7,32.8,91.7,35.7,92.5,38.2,100.0,0.0,75.2,50.4,-,-,75.5,25.9
33647,96.1,58.7,96.2,61.1,99.2,50.7,100.0,58.1,94.3,77.4,100.0,100.0,87.1,39.2
33701,98.1,57.8,98.0,58.5,75.8,11.6,78.6,0.0,100.0,97.8,100.0,100.0,98.0,85.0
33702,92.4,38.9,92.4,38.9,88.4,18.5,72.6,16.1,72.0,46.8,-,-,54.2,26.7
33703,97.3,53.5,97.1,54.2,97.1,46.3,100.0,8.0,80.3,55.3,-,-,78.7,35.9
33704,98.3,60.2,98.4,60.3,99.8,17.6,100.0,100.0,87.5,56.4,100.0,0.0,79.0,27.2
33705,94.8,42.5,95.0,42.3,90.0,23.5,100.0,0.0,88.4,66.9,-,-,93.5,71.3
33706,96.3,51.8,96.2,51.8,99.6,85.1,-,-,89.2,56.1,-,-,100.0,68.2
33707,96.5,40.2,96.4,40.7,82.3,10.2,62.5,0.0,100.0,74.5,0.0,0.0,71.6,10.0
33708,96.0,42.3,96.0,42.2,93.8,56.5,100.0,26.1,98.3,64.8,100.0,0.0,100.0,39.6
33709,87.6,21.0,88.3,20.9,92.8,10.7,92.2,35.3,61.9,18.6,100.0,41.7,93.9,21.7
33710,94.7,37.5,94.9,37.5,85.1,29.7,100.0,100.0,83.6,19.2,-,-,67.1,17.9
33711,97.5,42.0,97.8,42.4,93.1,15.3,-,-,100.0,60.0,-,-,100.0,0.0
33712,97.4,44.0,97.3,44.3,90.7,25.8,100.0,0.0,100.0,91.0,100.0,0.0,95.2,83.4
33713,94.1,37.1,94.6,37.0,94.3,24.7,35.2,35.2,64.4,22.8,100.0,0.0,74.2,19.3
33714,90.2,20.2,90.6,21.2,89.0,7.3,100.0,0.0,68.5,10.3,100.0,0.0,63.6,4.8
33715,98.5,56.1,98.5,55.7,78.7,53.2,100.0,58.3,100.0,31.2,-,-,-,-
33716,97.0,52.0,97.2,52.1,93.9,43.5,100.0,0.0,89.4,29.6,100.0,19.0,83.7,17.1
33744,100.0,0.0,100.0,0.0,52.0,0.0,-,-,-,-,-,-,-,-
33755,90.7,24.8,92.7,26.6,87.0,17.4,77.7,0.0,83.6,25.9,-,-,81.3,24.1
33756,93.2,31.5,95.2,33.2,81.0,11.6,100.0,28.6,98.6,60.6,-,-,91.4,12.5
33759,93.5,36.5,94.7,36.8,93.7,20.4,100.0,0.0,100.0,65.7,100.0,46.7,79.6,37.9
33760,87.4,26.6,90.6,28.5,81.5,21.3,25.6,25.6,95.9,27.9,-,-,82.1,18.3
33761,94.1,36.3,94.2,36.0,92.2,40.5,100.0,62.5,97.1,63.5,100.0,0.0,100.0,7.2
33762,97.3,49.7,97.2,49.3,100.0,68.3,-,-,100.0,69.7,-,-,87.3,65.5
33763,95.4,29.9,96.1,30.7,95.6,26.3,28.8,0.0,81.4,48.6,100.0,0.0,62.4,10.5
33764,93.5,30.4,93.7,30.7,92.8,23.0,100.0,0.0,94.8,77.9,-,-,75.4,18.9
33765,87.5,28.6,88.4,28.9,98.0,41.5,100.0,0.0,93.5,42.3,-,-,88.6,16.0
33767,96.9,52.7,96.9,52.5,100.0,85.8,100.0,100.0,97.5,75.9,-,-,100.0,100.0
33770,89.4,25.5,90.4,25.7,83.5,12.4,0.0,0.0,64.4,19.3,66.7,38.5,92.3,28.6
33771,91.9,24.8,92.2,23.0,86.7,27.4,100.0,36.0,77.7,30.3,100.0,0.0,72.7,41.3
33772,92.9,32.4,92.8,32.3,74.0,6.1,100.0,48.4,86.2,37.9,46.4,0.0,89.4,29.8
33773,92.3,31.5,92.5,31.9,87.0,26.3,36.8,0.0,74.1,22.9,0.0,0.0,70.0,18.6
33774,94.6,30.4,94.7,31.0,84.2,11.1,100.0,0.0,80.5,63.6,100.0,0.0,87.4,29.9
33776,97.4,47.6,97.6,47.1,91.3,15.8,100.0,0.0,96.7,68.0,-,-,100.0,51.1
33777,95.8,36.4,95.9,36.6,99.0,14.4,58.8,0.0,83.6,48.7,100.0,7.1,96.4,35.3
33778,91.8,25.6,92.0,25.9,81.1,17.0,94.4,16.7,89.4,53.7,-,-,78.5,2.9
33781,84.0,21.2,84.7,22.1,62.7,10.0,100.0,50.7,64.9,24.9,15.4,0.0,83.3,24.4
33782,89.4,23.8,89.9,23.7,98.1,30.8,-,-,77.6,46.4,100.0,0.0,89.1,65.8
33785,96.7,48.1,96.6,47.9,100.0,37.5,100.0,100.0,97.0,39.1,-,-,82.7,15.4
33786,97.0,60.1,96.9,59.4,100.0,66.7,-,-,76.5,52.9,-,-,42.9,42.9
33801,83.6,17.5,85.2,18.6,90.4,9.8,100.0,7.9,80.9,19.5,-,-,70.0,9.1
33803,93.2,36.3,94.5,36.5,89.2,23.8,100.0,44.4,92.4,48.9,-,-,96.5,22.4
33805,89.6,18.2,90.4,18.3,74.4,12.1,87.7,0.0,81.1,34.4,-,-,62.1,7.4
33809,89.5,19.4,90.9,19.8,97.0,43.5,100.0,15.0,83.7,28.8,-,-,90.5,20.3
33810,88.8,16.9,89.7,16.7,84.2,13.2,74.6,15.3,87.0,57.1,-,-,80.0,14.9
33811,91.6,30.1,93.3,29.9,91.0,38.8,-,-,82.9,65.9,0.0,0.0,80.9,15.1
33812,94.9,35.5,94.8,35.5,98.2,38.4,100.0,0.0,79.1,56.6,-,-,93.8,29.2
33813,96.1,39.4,96.4,39.1,93.7,33.7,54.5,12.1,92.3,51.0,-,-,70.2,16.6
33815,83.4,11.8,86.5,12.9,81.1,7.5,100.0,0.0,93.3,47.5,-,-,58.4,10.6
33823,88.5,18.4,89.8,18.5,70.6,11.3,56.0,6.9,48.4,22.2,-,-,64.5,14.2
33825,87.0,15.7,90.5,16.8,78.6,10.3,100.0,15.7,67.4,36.6,100.0,100.0,62.2,3.5
33827,90.2,19.6,90.2,19.6,100.0,0.0,0.0,0.0,-,-,-,-,36.1,0.0
33830,87.7,20.6,88.7,21.1,89.5,15.0,62.8,0.0,80.1,40.0,-,-,70.3,15.2
33834,87.9,12.6,92.8,13.2,56.6,0.9,25.0,0.0,85.7,21.4,-,-,45.9,0.0
33835,-,-,-,-,100.0,0.0,-,-,-,-,-,-,-,-
33837,93.7,30.2,95.1,31.5,80.7,16.0,63.0,32.6,96.2,43.8,-,-,81.8,9.5
33838,80.0,7.4,91.3,13.0,65.0,3.5,100.0,0.0,100.0,18.1,-,-,63.7,1.1
33839,78.6,16.2,83.1,17.7,89.4,8.4,100.0,0.0,73.0,54.1,-,-,100.0,13.6
33840,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33841,83.4,11.6,85.1,11.0,90.1,0.0,100.0,0.0,100.0,35.3,-,-,58.3,0.0
33843,82.9,13.6,85.0,13.9,66.7,10.3,91.3,82.6,86.7,0.0,-,-,67.8,8.7
33844,90.4,19.5,94.8,23.0,77.3,10.0,73.7,0.0,98.4,54.5,-,-,77.0,10.2
33847,97.3,11.0,97.2,8.5,100.0,0.0,-,-,-,-,-,-,0.0,0.0
33848,100.0,12.1,100.0,14.6,0.0,0.0,-,-,-,-,-,-,100.0,0.0
33849,77.4,2.7,77.4,2.7,-,-,-,-,-,-,-,-,41.7,0.0
33850,91.0,16.8,90.4,16.6,85.8,13.1,-,-,95.8,59.4,-,-,80.3,11.8
33851,89.2,6.3,87.5,7.3,-,-,-,-,39.2,15.6,-,-,85.7,0.0
33852,88.4,19.8,89.3,20.6,81.5,6.3,65.1,0.0,93.5,61.5,-,-,47.0,6.2
33853,83.2,21.3,86.5,24.9,86.9,20.6,100.0,0.0,57.1,0.0,100.0,100.0,77.6,13.9
33854,100.0,41.0,100.0,49.0,100.0,0.0,-,-,-,-,-,-,39.5,6.0
33855,74.6,0.0,74.6,0.0,-,-,-,-,-,-,-,-,-,-
33856,88.4,3.5,88.4,3.5,100.0,100.0,-,-,-,-,-,-,-,-
33857,88.4,13.6,88.6,14.1,-,-,-,-,-,-,-,-,-,-
33858,88.3,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
33859,87.8,23.0,90.6,24.9,90.1,17.8,0.0,0.0,-,-,-,-,57.2,8.8
33860,89.7,15.3,91.0,15.5,92.1,13.6,68.3,26.0,100.0,24.7,-,-,53.5,12.0
33865,88.7,14.5,100.0,23.2,100.0,100.0,-,-,-,-,-,-,-,-
33867,82.9,0.0,82.9,0.0,-,-,-,-,-,-,-,-,-,-
33868,87.8,19.9,88.9,19.2,66.9,3.1,45.7,20.0,92.9,35.7,-,-,92.7,18.9
33870,85.3,16.2,86.0,16.1,78.4,4.1,100.0,42.3,82.0,56.3,100.0,0.0,57.3,17.3
33872,92.9,27.4,94.0,27.9,87.3,39.8,58.6,12.0,89.8,48.2,-,-,50.6,1.6
33873,76.9,12.0,84.6,16.9,87.9,3.6,83.0,0.0,65.7,24.3,-,-,65.8,0.0
33875,91.2,23.5,91.6,23.5,80.3,24.1,100.0,0.0,80.6,64.5,-,-,95.2,12.5
33876,90.6,14.9,91.3,15.0,57.6,3.6,-,-,100.0,24.1,-,-,40.3,0.0
33877,100.0,0.0,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-
33880,83.2,14.0,86.7,15.7,77.5,11.9,76.1,20.7,71.5,20.3,-,-,69.9,14.6
33881,91.6,20.1,92.5,20.7,80.6,9.0,100.0,0.0,83.4,47.9,-,-,78.8,18.3
33884,93.0,27.7,93.3,27.8,87.3,23.7,85.8,41.5,82.2,43.4,-,-,89.7,16.6
33890,85.3,13.8,92.3,15.3,82.8,0.0,28.6,0.0,37.9,15.5,-,-,37.5,1.7
33896,95.4,34.7,96.8,34.3,94.2,40.5,100.0,100.0,97.4,36.2,100.0,0.0,93.1,32.0
33897,93.5,25.5,96.5,25.2,95.3,34.0,100.0,36.4,100.0,37.1,-,-,90.2,18.1
33898,86.5,16.7,88.7,17.8,73.4,4.3,100.0,0.0,82.4,41.2,-,-,69.4,3.1
33901,91.7,37.4,94.2,39.0,66.6,5.1,100.0,0.0,100.0,33.0,38.5,0.0,51.9,1.3
33903,91.8,23.8,92.2,24.2,80.6,16.3,41.1,0.0,94.7,32.5,-,-,16.3,6.3
33904,94.0,26.1,95.4,27.3,98.4,35.1,100.0,29.6,97.0,68.2,-,-,76.9,31.9
33905,88.4,23.2,92.7,25.4,71.3,16.9,20.6,2.8,76.3,36.7,-,-,53.4,12.0
33907,91.1,28.3,94.2,30.0,87.0,27.2,57.1,31.0,86.3,52.4,-,-,73.8,18.2
33908,95.7,41.9,95.8,42.5,99.4,25.6,81.6,26.3,97.3,69.6,0.0,0.0,95.8,58.5
33909,94.5,23.1,96.8,22.9,85.6,14.6,100.0,0.0,96.4,55.1,-,-,89.9,30.9
33912,97.3,49.1,97.5,48.9,96.7,29.3,100.0,100.0,100.0,84.1,-,-,92.6,61.1
33913,96.1,47.5,96.4,47.7,97.1,36.1,54.8,54.8,83.1,59.2,100.0,0.0,78.0,16.2
33914,95.8,29.2,96.0,30.3,87.7,37.5,100.0,75.0,94.6,50.0,-,-,90.0,14.1
33916,88.8,32.8,95.3,35.9,76.9,9.5,33.3,0.0,76.0,65.0,100.0,0.0,62.0,18.3
33917,90.1,19.3,90.7,19.6,88.0,11.0,65.2,15.2,85.0,34.4,100.0,0.0,84.9,16.6
33919,96.2,42.6,96.6,42.8,85.0,36.2,100.0,60.6,97.0,45.1,-,-,71.3,16.1
33920,94.3,30.2,94.7,30.0,93.5,8.7,100.0,0.0,88.9,19.4,-,-,51.6,25.0
33921,98.2,60.2,100.0,61.3,81.7,0.0,-,-,-,-,-,-,-,-
33922,90.2,36.0,91.3,36.8,-,-,73.3,23.3,-,-,-,-,0.0,0.0
33924,100.0,71.9,100.0,71.9,36.7,0.0,100.0,100.0,100.0,100.0,-,-,-,-
33928,97.2,47.1,97.5,47.1,94.1,44.3,-,-,97.7,53.0,100.0,0.0,98.5,32.6
33930,29.9,0.0,29.6,0.0,-,-,-,-,-,-,-,-,-,-
33931,96.8,37.3,96.8,37.3,100.0,19.0,-,-,89.9,25.3,13.3,13.3,100.0,25.0
33935,73.4,15.2,87.6,21.5,71.8,11.9,87.0,0.0,100.0,79.4,-,-,37.3,2.5
33936,80.5,14.8,82.3,16.7,86.6,26.0,100.0,25.0,100.0,53.6,100.0,51.9,70.5,13.9
33944,100.0,3.2,100.0,3.2,-,-,-,-,-,-,-,-,-,-
33946,98.0,39.6,97.9,39.9,100.0,100.0,100.0,0.0,58.3,58.3,-,-,100.0,100.0
33947,94.1,28.3,94.1,28.3,100.0,27.5,-,-,16.8,16.8,-,-,100.0,0.0
33948,91.2,19.7,91.7,20.0,94.3,11.1,-,-,93.0,54.9,100.0,0.0,79.8,33.3
33950,96.3,35.2,96.6,35.6,94.6,13.1,64.9,13.4,94.4,61.8,100.0,100.0,61.4,4.7
33952,89.7,18.9,90.5,19.3,80.0,18.7,100.0,85.7,94.8,60.0,-,-,70.2,16.1
33953,95.1,31.7,97.1,34.0,58.2,11.9,-,-,100.0,65.8,-,-,95.2,0.0
33954,94.4,25.0,95.3,24.7,91.7,19.0,40.0,0.0,100.0,68.7,100.0,0.0,100.0,24.5
33955,87.9,30.6,88.6,31.8,38.9,9.7,100.0,0.0,100.0,38.7,-,-,100.0,20.3
33956,92.5,24.0,92.5,24.1,100.0,0.0,-,-,100.0,100.0,100.0,0.0,-,-
33957,99.4,59.2,99.4,59.2,100.0,28.9,100.0,33.3,100.0,100.0,-,-,100.0,0.0
33960,87.6,12.7,90.7,13.2,-,-,-,-,-,-,-,-,-,-
33965,100.0,0.0,100.0,0.0,100.0,57.1,-,-,-,-,-,-,-,-
33966,97.7,46.4,97.7,46.0,100.0,21.7,-,-,90.2,40.2,-,-,81.3,44.7
33967,92.6,32.4,94.0,35.6,94.6,29.7,100.0,100.0,94.5,59.1,46.2,0.0,64.1,12.4
33971,87.8,15.4,92.4,20.1,73.7,15.6,100.0,0.0,74.3,27.8,77.8,38.9,63.4,7.7
33972,87.7,16.3,93.4,18.4,86.3,22.4,-,-,87.1,13.8,-,-,83.0,19.2
33973,80.1,12.7,87.7,21.1,87.0,13.1,100.0,0.0,72.8,60.5,-,-,51.7,11.0
33974,84.9,14.5,93.3,18.5,84.2,16.3,82.3,29.2,95.0,42.5,-,-,82.4,41.8
33976,79.2,13.7,90.7,14.2,86.0,19.0,100.0,0.0,89.4,20.5,100.0,0.0,59.8,23.1
33980,93.9,22.0,93.9,21.7,85.8,32.5,100.0,35.3,90.3,31.5,-,-,55.6,9.4
33981,93.4,25.5,93.6,25.5,71.1,0.4,-,-,100.0,18.4,100.0,100.0,100.0,56.8
33982,89.9,23.3,91.2,23.9,55.2,0.0,-,-,100.0,75.0,100.0,100.0,100.0,0.0
33983,94.2,23.2,94.1,23.8,84.6,17.6,100.0,0.0,100.0,67.7,-,-,96.8,25.3
33990,91.5,23.6,93.4,24.8,87.8,10.0,-,-,83.4,52.1,-,-,92.2,33.2
33991,96.7,25.8,96.8,26.0,63.2,7.1,-,-,100.0,59.6,100.0,100.0,91.6,24.8
33993,92.0,21.7,92.4,22.9,85.2,28.3,0.0,0.0,80.0,12.8,73.7,0.0,93.2,19.4
34101,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34102,96.6,62.4,98.2,64.3,65.1,6.8,100.0,100.0,100.0,29.1,-,-,76.8,36.6
34103,97.3,58.0,97.6,58.3,58.2,41.8,100.0,0.0,100.0,53.3,-,-,89.6,89.6
34104,93.0,34.4,95.5,37.0,87.7,30.9,68.8,50.0,94.2,53.5,-,-,68.1,22.6
34105,98.3,54.4,98.5,54.5,100.0,19.5,100.0,0.0,84.3,53.0,-,-,100.0,0.0
34108,97.7,61.7,98.0,62.9,93.7,2.5,100.0,100.0,93.4,53.1,-,-,100.0,22.0
34109,97.9,51.6,98.4,52.8,88.8,48.2,100.0,0.0,75.7,54.5,100.0,0.0,100.0,28.3
34110,97.0,53.1,97.0,53.6,94.3,33.2,-,-,100.0,79.9,-,-,89.6,31.7
34112,93.0,37.1,95.0,39.1,83.8,21.0,100.0,100.0,77.3,13.3,0.0,0.0,65.8,18.7
34113,91.4,42.3,96.0,45.6,85.1,22.4,58.9,10.7,64.0,47.9,-,-,55.7,8.0
34114,92.6,42.4,93.9,43.8,70.9,12.2,63.9,43.1,70.5,19.3,-,-,70.5,5.3
34116,82.2,21.6,93.8,28.0,82.3,4.4,47.0,0.0,88.1,52.1,-,-,81.3,7.0
34117,90.9,24.1,95.4,27.4,82.3,35.5,84.0,0.0,100.0,79.4,100.0,0.0,55.2,20.0
34119,96.5,53.2,96.6,53.6,100.0,50.4,100.0,34.1,100.0,62.1,-,-,100.0,4.8
34120,92.8,35.6,94.3,38.6,86.0,22.6,-,-,99.2,50.2,-,-,82.4,19.7
34134,98.1,56.8,98.0,57.1,73.0,16.0,100.0,0.0,100.0,82.7,100.0,0.0,100.0,7.1
34135,92.1,41.8,97.1,45.2,96.2,25.6,100.0,34.5,96.2,65.3,100.0,71.8,49.0,19.3
34137,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
34138,100.0,8.2,100.0,8.2,-,-,-,-,-,-,-,-,-,-
34139,100.0,30.5,100.0,30.5,-,-,-,-,-,-,-,-,-,-
34140,100.0,30.2,100.0,30.2,-,-,-,-,-,-,-,-,-,-
34141,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,72.7,0.0
34142,57.3,18.3,90.0,41.0,68.1,12.3,19.6,0.4,100.0,100.0,-,-,58.7,0.0
34145,95.8,46.7,96.3,47.0,100.0,65.2,100.0,0.0,100.0,100.0,-,-,100.0,11.5
34201,97.3,67.8,97.3,67.5,100.0,100.0,-,-,-,-,-,-,100.0,0.0
34202,97.7,55.4,97.7,55.8,83.6,47.3,100.0,24.2,78.9,67.2,-,-,100.0,16.7
34203,90.9,27.7,91.0,28.1,94.0,13.8,100.0,57.7,56.4,16.5,100.0,0.0,63.3,12.5
34205,86.6,22.5,89.1,25.0,85.6,18.6,79.7,52.2,85.6,48.4,100.0,0.0,43.9,11.2
34207,85.6,14.9,88.2,15.5,81.2,14.0,100.0,11.0,55.2,18.8,100.0,0.0,62.9,6.9
34208,83.3,26.0,88.5,28.9,80.4,12.1,31.0,0.0,92.7,37.1,-,-,36.1,3.6
34209,94.6,36.6,94.6,36.2,96.8,21.5,94.1,27.5,81.5,31.6,-,-,84.3,8.3
34210,93.3,34.8,94.0,36.3,82.4,16.4,100.0,0.0,87.9,76.4,-,-,94.4,11.9
34211,98.5,50.5,98.4,51.9,100.0,63.8,100.0,100.0,100.0,74.9,100.0,0.0,100.0,100.0
34212,98.4,48.6,98.3,48.8,91.0,25.5,-,-,84.8,55.9,-,-,0.0,0.0
34215,100.0,39.8,100.0,39.8,-,-,-,-,-,-,-,-,100.0,0.0
34216,97.9,61.8,98.4,61.9,-,-,0.0,0.0,-,-,-,-,-,-
34217,97.8,59.6,97.8,60.4,-,-,100.0,33.3,83.3,20.0,-,-,100.0,40.0
34219,98.0,38.3,98.2,38.8,100.0,43.0,100.0,0.0,96.4,56.3,-,-,100.0,26.7
34221,91.7,29.3,93.8,31.1,90.2,14.9,100.0,53.1,55.2,26.9,-,-,61.6,23.6
34222,93.8,20.5,93.7,19.7,100.0,22.7,100.0,100.0,100.0,23.2,-,-,73.2,19.2
34223,97.0,38.8,96.9,38.9,27.3,27.3,100.0,18.2,100.0,29.5,-,-,100.0,23.1
34224,91.9,22.9,91.9,22.9,91.9,24.4,39.3,0.0,100.0,22.9,-,-,100.0,57.5
34228,98.2,67.2,98.3,67.6,100.0,100.0,-,-,100.0,83.3,-,-,72.9,27.1
34229,97.5,60.0,97.4,58.9,100.0,47.6,100.0,41.2,80.8,37.0,-,-,100.0,100.0
34231,95.5,38.1,95.8,38.7,94.9,17.4,40.0,0.0,87.4,60.3,67.9,0.0,71.9,32.0
34232,92.9,33.0,93.8,33.9,99.4,21.9,89.7,6.9,80.4,30.5,-,-,82.4,16.4
34233,95.1,36.3,96.0,36.3,96.2,58.0,100.0,100.0,85.0,49.0,-,-,100.0,17.6
34234,88.5,34.2,93.1,39.6,76.4,10.8,100.0,0.0,100.0,52.8,100.0,100.0,71.1,17.5
34235,95.6,40.8,96.4,41.6,100.0,8.3,100.0,100.0,50.0,50.0,-,-,90.7,0.0
34236,96.4,64.9,97.0,65.6,78.1,15.2,100.0,100.0,100.0,74.7,-,-,97.7,11.6
34237,89.9,26.5,91.6,26.7,88.1,4.9,100.0,100.0,100.0,18.0,-,-,73.3,16.5
34238,98.7,54.8,98.7,55.2,97.8,2.7,-,-,100.0,65.3,-,-,68.5,44.7
34239,92.5,40.2,92.5,40.6,80.6,29.7,100.0,70.8,89.9,42.6,-,-,100.0,89.7
34240,97.7,48.8,97.9,48.5,100.0,0.0,100.0,0.0,100.0,54.0,-,-,100.0,62.0
34241,96.6,47.4,96.6,47.1,100.0,95.1,35.7,0.0,84.2,54.4,100.0,45.5,81.1,20.1
34242,96.8,64.8,96.7,64.6,100.0,100.0,100.0,100.0,100.0,68.8,-,-,97.6,65.9
34243,96.6,41.6,96.7,42.0,95.7,46.2,100.0,0.0,78.1,56.0,-,-,89.2,33.8
34250,100.0,43.6,100.0,43.6,-,-,-,-,35.3,0.0,-,-,-,-
34251,91.8,16.3,94.5,17.3,100.0,0.0,100.0,0.0,59.2,59.2,100.0,0.0,100.0,0.0
34266,74.9,11.8,83.2,14.5,69.0,8.0,25.8,19.4,100.0,11.1,-,-,25.0,1.6
34267,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
34268,100.0,0.0,100.0,0.0,57.8,26.4,-,-,-,-,-,-,-,-
34269,92.5,18.8,92.9,17.6,33.1,14.3,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0
34275,96.3,40.9,96.8,41.1,100.0,33.7,100.0,0.0,98.5,66.2,-,-,100.0,10.6
34285,96.6,41.5,96.7,41.5,97.8,0.0,100.0,0.0,93.7,22.4,100.0,0.0,79.0,4.9
34286,90.3,24.1,91.9,25.3,94.3,30.7,100.0,0.0,82.9,78.7,100.0,100.0,100.0,0.0
34287,93.8,20.8,93.9,20.4,87.1,19.0,39.1,0.0,73.3,37.9,-,-,94.9,50.9
34288,95.1,30.8,94.9,31.4,76.0,17.2,-,-,100.0,13.5,-,-,92.7,8.9
34289,90.9,30.2,91.4,30.2,100.0,32.7,-,-,-,-,-,-,56.9,56.9
34291,96.8,15.0,97.0,16.2,84.7,9.0,100.0,0.0,100.0,0.0,-,-,77.4,0.0
34292,98.0,45.0,98.0,44.9,83.6,45.7,21.7,0.0,71.1,35.7,100.0,100.0,72.9,10.0
34293,95.4,37.2,95.5,37.5,95.8,48.9,100.0,59.1,82.6,38.0,100.0,0.0,89.0,13.3
34420,90.5,14.5,91.3,14.8,99.2,1.8,-,-,-,-,-,-,73.9,21.7
34428,90.9,20.2,90.9,19.0,73.5,49.0,-,-,100.0,0.0,-,-,57.4,24.1
34429,93.0,23.9,92.9,24.2,32.0,0.0,100.0,0.0,100.0,69.8,-,-,0.0,0.0
34431,86.2,12.7,85.8,12.7,100.0,7.9,100.0,0.0,100.0,47.7,-,-,87.4,0.0
34432,89.5,20.1,90.1,20.8,90.1,6.5,86.3,0.0,100.0,34.0,100.0,100.0,79.6,8.8
34433,88.4,21.2,88.7,20.3,100.0,0.0,-,-,100.0,0.0,-,-,46.0,0.0
34434,89.7,21.0,90.3,21.2,95.3,0.0,-,-,-,-,-,-,87.1,41.0
34436,86.5,15.2,87.3,14.9,79.6,0.0,92.0,0.0,100.0,54.0,-,-,96.3,0.0
34442,93.9,25.6,93.8,25.9,100.0,18.1,100.0,100.0,87.8,68.5,-,-,100.0,82.8
34445,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34446,90.4,17.7,90.2,17.7,79.2,79.2,100.0,0.0,81.3,48.2,-,-,83.1,0.0
34448,85.7,14.8,85.5,15.0,81.0,0.0,100.0,0.0,100.0,0.0,-,-,100.0,54.5
34449,86.7,11.2,87.1,11.4,100.0,53.2,-,-,-,-,-,-,100.0,0.0
