ZIP Code,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic
1464,58.9,12.8,0.0,69.1,0.0,5.9,58.9,3.2,49.6,-,0.0,-,50.0,3.3
1468,70.6,-,-,77.8,-,-,70.5,3.7,-,-,0.0,-,-,3.7
1469,66.8,70.0,-,63.3,-,50.0,66.9,4.5,0.0,-,0.0,-,35.1,4.5
1473,58.8,-,-,67.9,-,-,58.8,4.2,-,-,0.0,-,-,4.2
1474,61.6,-,-,-,-,100.0,60.7,11.2,-,-,-,-,0.0,11.6
1475,56.6,22.5,-,72.8,-,100.0,57.3,7.2,0.0,-,0.0,-,0.0,6.4
1501,61.1,100.0,-,71.1,-,61.9,61.2,4.2,0.0,-,4.6,-,4.4,4.1
1503,62.7,33.3,-,100.0,-,0.0,62.6,4.1,0.0,-,0.0,-,-,4.1
1504,69.3,83.8,-,90.6,-,63.0,69.3,3.4,0.0,-,9.4,-,2.9,3.3
1505,63.7,0.0,-,71.0,-,100.0,63.7,2.8,100.0,-,13.3,-,0.0,2.8
1506,63.4,61.5,-,100.0,-,43.8,63.3,2.6,0.0,-,0.0,-,27.6,2.6
1507,63.0,73.5,0.0,66.7,-,11.9,63.1,3.5,0.0,-,0.0,-,0.0,3.6
1510,69.7,67.7,100.0,63.3,-,77.2,69.5,2.8,0.0,0.0,9.6,-,10.7,3.0
1515,61.9,60.0,-,47.4,-,50.0,62.5,5.4,0.0,-,0.0,-,0.0,5.5
1516,67.4,100.0,-,55.2,-,0.0,67.3,5.8,0.0,-,0.0,-,-,5.9
1518,70.8,97.1,-,48.8,-,78.4,70.7,9.6,0.0,-,0.0,-,0.0,9.6
1519,66.8,-,-,58.7,-,100.0,66.5,4.7,-,-,0.0,-,0.0,4.3
1520,65.7,76.0,100.0,73.5,0.0,45.9,65.6,5.0,5.9,0.0,8.7,-,0.0,5.1
1521,61.4,-,48.4,0.0,-,-,61.6,6.0,-,21.1,-,-,-,6.1
1522,63.3,79.2,100.0,82.8,-,-,62.9,4.8,20.8,0.0,0.0,-,-,4.9
1523,57.8,17.6,100.0,37.7,-,26.3,59.6,10.6,0.0,0.0,0.0,-,0.0,10.2
1524,67.5,61.1,-,82.7,-,55.0,68.0,2.8,0.0,-,14.0,-,40.0,2.8
1525,100.0,-,-,-,-,-,100.0,0.0,-,-,-,-,-,0.0
1527,63.6,59.3,100.0,65.6,100.0,100.0,63.7,5.6,0.0,0.0,0.0,0.0,0.0,5.6
1529,67.0,5.0,-,100.0,-,95.7,66.9,2.0,95.0,-,0.0,-,0.0,2.0
1531,65.0,15.0,-,-,-,0.0,65.3,1.3,72.7,-,-,-,-,1.3
1532,69.3,41.6,-,70.2,-,77.0,69.4,3.6,42.4,-,4.9,-,5.4,3.6
1534,68.0,84.8,-,28.1,100.0,93.1,67.9,6.8,0.0,-,0.0,0.0,3.6,6.0
1535,65.8,45.2,-,100.0,-,64.7,65.7,4.1,0.0,-,0.0,-,0.0,4.1
1536,68.7,71.1,40.6,78.4,-,76.7,69.1,3.2,0.0,0.0,0.0,-,0.0,3.3
1537,77.7,84.7,-,-,-,0.0,77.7,0.1,0.0,-,-,-,100.0,0.1
1540,63.6,44.3,-,35.3,-,100.0,63.6,5.6,0.0,-,0.0,-,0.0,5.6
1541,68.5,41.2,-,-,-,100.0,68.8,1.8,0.0,-,-,-,0.0,1.2
1542,62.1,100.0,-,-,-,100.0,61.4,0.0,0.0,-,-,-,0.0,0.0
1543,66.6,79.7,-,70.8,-,93.3,66.0,2.2,12.1,-,0.0,-,0.0,2.3
1545,65.0,72.1,0.0,63.6,-,63.5,64.9,2.7,3.8,-,3.2,-,10.9,2.8
1550,58.1,56.5,64.1,86.0,-,53.6,57.3,7.2,29.2,0.0,0.0,-,16.7,7.8
1560,66.8,100.0,-,82.7,-,61.6,66.0,6.6,0.0,-,0.0,-,0.0,6.9
1561,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1562,60.8,44.8,-,46.3,-,100.0,61.1,6.0,0.0,-,22.9,-,0.0,6.1
1564,68.4,87.5,0.0,100.0,-,36.1,68.3,3.7,0.0,100.0,0.0,-,0.0,3.7
1566,62.4,72.6,100.0,75.2,-,100.0,62.4,2.8,0.0,0.0,0.0,-,0.0,2.8
1568,65.9,75.5,69.2,84.1,-,0.0,65.9,4.6,14.2,0.0,0.0,-,100.0,4.7
1569,68.1,100.0,100.0,38.8,-,28.1,67.9,3.9,0.0,0.0,0.0,-,23.7,4.0
1570,59.3,73.9,77.2,34.7,-,61.1,58.5,7.2,7.0,22.8,13.2,-,10.5,7.4
1571,60.8,47.7,-,63.7,-,91.4,60.3,5.3,17.6,-,11.6,-,0.0,5.1
1581,66.9,67.4,0.0,70.9,-,75.3,66.6,3.1,10.1,-,2.1,-,5.1,3.3
1583,55.6,35.4,0.0,40.0,-,65.4,56.8,4.3,10.9,-,24.4,-,0.0,4.4
1585,58.1,-,100.0,-,-,100.0,58.1,7.2,-,0.0,-,-,0.0,7.3
1588,69.4,72.7,-,88.6,-,62.6,69.3,3.4,0.0,-,0.0,-,31.3,3.5
1590,74.7,33.8,-,72.3,-,93.8,74.5,1.7,57.4,-,0.0,-,0.0,1.7
1602,61.5,67.9,50.0,64.4,100.0,54.4,61.3,4.8,9.5,0.0,10.5,0.0,13.3,5.1
1603,57.8,68.9,44.6,65.1,100.0,76.1,58.7,7.2,11.3,0.0,5.5,0.0,5.6,4.8
1604,62.3,70.9,69.3,50.8,44.8,68.1,61.3,5.1,4.2,0.0,4.4,0.0,1.5,5.6
1605,51.5,65.1,6.0,55.4,17.2,53.8,50.6,6.4,9.4,22.2,1.7,0.0,8.3,7.0
1606,65.9,63.4,-,69.7,-,67.8,65.7,2.5,9.4,-,1.0,-,12.1,2.2
1607,58.4,74.6,-,79.5,-,50.3,61.4,7.1,4.2,-,0.0,-,42.2,7.7
1608,70.1,76.8,40.6,50.1,-,31.3,75.5,9.7,3.9,0.0,0.0,-,24.2,9.1
1609,53.8,57.7,100.0,61.0,-,48.2,53.7,5.9,8.6,0.0,7.4,-,2.0,6.4
1610,50.1,65.1,0.0,51.1,43.6,61.0,49.5,8.5,7.3,-,2.5,0.0,6.4,9.2
1611,73.1,69.8,-,100.0,-,50.0,74.2,3.5,30.2,-,0.0,-,0.0,3.5
1612,62.3,65.6,-,100.0,-,43.5,62.2,4.3,3.6,-,0.0,-,0.0,4.3
1701,66.1,65.9,13.3,61.8,-,76.6,66.1,3.5,15.0,0.0,5.0,-,3.7,3.5
1702,63.0,65.3,100.0,62.4,100.0,81.8,62.5,5.5,10.0,0.0,1.6,0.0,3.8,5.6
1718,90.2,-,-,60.1,-,-,90.0,0.0,-,-,0.0,-,-,0.0
1719,68.2,60.4,-,77.0,-,53.2,68.2,7.5,0.0,-,0.0,-,0.0,7.6
1720,66.9,62.8,-,70.7,-,63.7,66.5,3.2,31.7,-,4.1,-,14.7,3.2
1721,69.2,81.9,100.0,72.0,-,83.2,69.3,3.0,17.8,0.0,0.0,-,12.8,2.3
1730,59.3,48.8,0.0,64.9,-,50.5,59.5,6.8,15.6,-,8.1,-,18.1,6.9
1731,27.1,31.0,-,2.9,-,63.4,30.3,0.0,0.0,-,0.0,-,3.7,0.0
1740,67.2,-,100.0,69.9,-,94.3,66.9,3.6,-,0.0,0.0,-,0.0,3.7
1741,58.9,0.0,-,60.3,-,41.0,58.6,3.2,-,-,0.0,-,36.0,3.2
1742,51.7,33.9,0.0,66.1,-,12.0,51.3,3.9,21.3,-,3.4,-,0.0,4.0
1745,83.6,-,-,53.3,-,-,82.5,0.0,-,-,0.0,-,-,0.0
1746,68.4,77.9,-,88.1,-,53.4,68.1,3.9,0.0,-,1.0,-,19.9,3.9
1747,66.2,100.0,-,100.0,-,-,66.1,4.0,0.0,-,0.0,-,-,4.0
1748,69.4,37.1,-,79.5,-,61.4,69.6,2.1,0.0,-,3.2,-,5.6,2.1
1749,61.7,62.3,100.0,80.2,0.0,68.7,61.7,4.7,20.4,0.0,0.0,-,2.9,4.7
1752,65.4,78.8,78.9,71.4,100.0,79.3,64.7,5.7,2.6,21.1,1.7,0.0,4.9,5.5
1754,69.9,85.7,-,86.4,-,100.0,69.6,2.6,0.0,-,0.0,-,0.0,2.7
1756,70.6,96.2,-,100.0,-,90.5,70.8,1.0,0.0,-,0.0,-,0.0,1.0
1757,65.4,68.1,90.2,65.1,-,77.2,65.4,4.6,5.5,0.0,14.7,-,10.2,4.2
1760,69.9,75.0,51.9,73.1,100.0,87.2,69.6,3.4,1.3,0.0,2.1,0.0,3.4,3.4
1770,66.1,100.0,-,82.1,-,100.0,66.0,6.6,0.0,-,0.0,-,0.0,6.7
1772,71.8,68.6,-,69.4,-,84.4,71.7,2.8,0.0,-,4.3,-,10.8,2.9
1773,50.0,72.7,-,67.9,-,-,49.4,4.0,0.0,-,0.0,-,-,4.1
1775,65.8,37.3,-,64.1,-,99.3,65.8,1.4,57.9,-,0.0,-,0.7,1.4
1776,61.8,84.2,100.0,67.6,0.0,80.8,61.7,4.9,0.0,0.0,2.2,100.0,0.0,5.0
1778,62.7,64.2,-,68.1,100.0,46.4,62.0,3.0,0.0,-,2.8,0.0,22.7,3.0
1801,67.0,63.2,100.0,64.6,-,60.0,66.6,6.9,8.3,0.0,6.6,-,22.8,7.1
1803,62.4,81.3,100.0,73.1,100.0,81.5,62.0,3.3,0.0,0.0,3.4,0.0,0.0,3.0
1810,65.5,78.5,59.5,66.1,-,77.8,65.2,4.8,0.0,0.0,4.3,-,0.0,5.0
1821,71.9,80.6,-,72.4,63.4,82.9,72.3,3.4,4.0,-,0.6,0.0,0.0,3.4
1824,63.7,62.3,45.0,72.4,-,72.4,63.4,5.0,0.0,0.0,5.4,-,2.8,5.0
1826,64.5,63.2,-,67.5,-,95.9,64.1,3.7,19.5,-,11.6,-,0.0,3.7
1827,70.8,68.2,-,47.8,-,0.0,71.1,5.7,0.0,-,18.9,-,-,5.7
1830,63.4,54.5,73.8,81.3,-,56.1,63.6,6.2,11.6,0.0,6.0,-,8.1,5.6
1832,64.3,65.5,100.0,32.3,-,69.6,63.8,4.2,16.2,0.0,17.6,-,10.7,4.3
1833,65.9,100.0,100.0,85.5,-,100.0,66.3,1.2,0.0,0.0,0.0,-,0.0,1.2
1834,72.3,-,-,100.0,-,63.4,72.0,3.5,-,-,0.0,-,0.0,3.6
1835,72.3,83.8,-,92.3,-,77.7,71.8,2.5,0.0,-,0.0,-,6.3,2.6
1840,46.3,40.5,42.9,-,-,55.3,40.1,15.7,39.8,0.0,-,-,12.4,14.9
1841,51.9,58.7,12.2,88.0,-,61.5,38.2,8.3,7.2,33.3,3.0,-,12.2,10.2
1843,69.3,82.5,100.0,80.8,-,71.4,65.8,4.8,0.0,0.0,9.5,-,8.9,4.9
1844,61.3,78.9,89.0,66.1,-,68.3,61.5,6.4,0.0,0.0,2.5,-,5.5,6.4
1845,65.6,55.7,28.0,82.3,-,70.3,65.3,2.8,8.2,0.0,0.5,-,8.9,2.9
1850,55.3,81.2,-,52.0,50.0,50.7,51.9,6.5,5.8,-,7.8,0.0,13.4,5.4
1851,67.4,80.5,85.8,64.7,-,64.6,67.4,3.7,3.7,0.0,7.6,-,5.1,2.9
1852,62.9,75.9,62.7,70.1,24.2,68.0,63.6,5.7,2.8,23.6,5.0,68.0,6.6,4.4
1854,59.0,50.4,0.0,60.5,0.0,60.7,59.1,5.9,7.0,-,3.4,100.0,5.7,6.5
1860,63.2,-,-,65.1,-,0.0,63.5,2.3,-,-,34.9,-,-,1.7
1862,64.5,31.9,-,51.7,-,23.0,64.8,4.7,0.0,-,0.0,-,39.1,4.7
1863,67.4,85.8,0.0,78.8,-,91.9,67.7,4.4,0.0,100.0,0.0,-,0.0,3.5
1864,67.9,72.3,-,57.0,-,55.0,67.9,4.7,0.0,-,8.3,-,15.4,4.7
1867,65.2,74.5,100.0,75.3,-,67.6,65.0,2.6,0.0,0.0,3.5,-,12.7,2.5
1876,64.6,83.4,-,64.3,-,49.0,65.0,5.1,3.0,-,0.6,-,15.4,5.0
1879,66.9,80.6,-,70.4,-,55.0,66.8,3.7,0.0,-,3.9,-,41.5,3.8
1880,66.4,62.5,71.4,62.8,-,52.5,66.1,3.8,15.1,0.0,0.0,-,14.6,3.8
1886,66.0,96.6,-,75.0,-,80.9,66.3,4.2,0.0,-,2.5,-,0.0,4.3
1887,68.6,55.8,100.0,75.5,-,100.0,68.9,4.2,0.0,0.0,6.6,-,0.0,4.2
1890,62.1,92.8,44.6,75.2,100.0,70.9,62.0,3.8,0.0,50.0,1.7,0.0,0.0,3.8
1901,39.6,66.6,100.0,100.0,-,41.0,35.4,15.5,0.0,0.0,0.0,-,19.2,19.3
1902,56.0,63.0,36.7,64.0,-,63.7,50.7,3.6,5.8,0.0,4.7,-,10.2,4.5
1904,63.3,72.6,68.8,64.4,100.0,67.2,63.5,4.5,3.8,0.0,7.5,0.0,8.8,4.5
1905,67.5,70.2,84.5,61.1,-,71.8,63.9,2.1,2.4,0.0,1.3,-,4.4,3.0
1906,60.0,73.3,0.0,81.7,100.0,77.1,59.3,3.5,0.0,-,0.0,0.0,6.3,3.7
1907,64.6,72.2,100.0,70.2,-,63.4,64.1,5.7,0.0,0.0,0.0,-,36.6,5.8
1908,62.2,49.0,-,100.0,-,100.0,62.3,4.4,0.0,-,0.0,-,0.0,4.4
1913,67.5,55.2,66.7,82.2,-,96.7,67.5,3.9,0.0,0.0,0.0,-,0.0,3.9
1915,65.5,69.0,66.7,74.3,0.0,62.7,65.1,3.2,9.6,0.0,6.8,-,5.9,3.1
1921,61.6,0.0,-,87.9,-,-,61.7,4.3,-,-,0.0,-,-,4.4
1922,71.0,-,-,71.9,-,42.6,71.0,0.8,-,-,0.0,-,0.0,0.8
1923,67.1,79.8,100.0,49.2,100.0,80.9,67.3,5.1,0.0,0.0,3.1,0.0,0.0,4.4
1929,74.3,-,-,-,-,100.0,74.3,1.3,-,-,-,-,0.0,1.3
1930,59.8,83.5,100.0,60.2,-,51.5,59.8,6.3,0.0,0.0,0.0,-,0.0,6.2
1937,19.0,-,-,0.0,-,0.0,26.4,37.0,-,-,-,-,-,37.0
1938,64.3,39.2,-,75.1,-,91.7,64.5,2.2,50.6,-,0.0,-,0.0,2.1
1940,66.7,69.9,-,52.0,-,75.1,66.6,3.7,16.1,-,0.0,-,24.9,3.7
1944,62.9,-,-,43.6,-,100.0,62.7,5.2,-,-,0.0,-,0.0,5.2
1945,64.1,60.1,42.3,84.7,-,27.3,63.5,3.1,0.0,0.0,0.0,-,0.0,3.2
1949,63.1,38.2,63.2,80.6,-,35.1,63.2,3.8,0.0,0.0,0.0,-,0.0,3.8
1950,64.4,88.4,-,86.9,-,88.9,64.3,5.4,0.0,-,0.0,-,0.0,5.0
1951,66.4,-,-,68.3,-,50.0,66.7,2.7,-,-,0.0,-,0.0,2.7
1952,61.6,84.5,61.9,83.9,-,74.6,61.2,6.5,12.1,0.0,0.0,-,0.0,6.6
1960,59.3,58.2,0.0,84.7,-,76.5,59.2,4.5,3.3,100.0,0.0,-,1.0,4.5
1965,75.7,-,-,-,-,-,75.7,0.0,-,-,-,-,-,0.0
1966,52.8,57.8,0.0,100.0,-,100.0,52.7,7.5,0.0,-,0.0,-,0.0,7.5
1969,71.6,-,-,66.3,-,-,71.6,3.0,-,-,0.0,-,-,3.0
1970,66.3,73.6,14.7,54.6,-,76.5,66.3,5.3,4.6,79.4,0.0,-,3.9,4.6
1982,66.0,59.4,-,43.3,-,0.0,66.1,1.1,0.0,-,0.0,-,-,1.1
1983,64.8,48.3,-,27.5,-,0.0,65.0,4.3,33.3,-,0.0,-,-,4.3
1984,62.3,59.3,-,63.0,0.0,100.0,62.0,2.8,0.0,-,0.0,-,0.0,2.9
1985,64.4,-,100.0,35.9,-,-,64.5,4.3,-,0.0,0.0,-,-,4.4
2019,68.9,39.6,-,80.1,-,63.7,69.6,7.1,55.3,-,6.1,-,0.0,7.2
2021,60.7,59.8,55.8,73.4,-,88.8,60.4,4.5,14.8,0.0,3.0,-,5.5,4.6
2025,66.1,84.3,0.0,100.0,100.0,100.0,66.0,4.3,0.0,-,0.0,0.0,0.0,4.3
2026,65.9,77.7,38.5,74.4,85.7,84.2,65.8,4.0,2.6,0.0,6.9,0.0,7.7,4.1
2030,59.1,100.0,-,64.4,-,14.0,59.0,4.5,0.0,-,9.3,-,0.0,4.6
2032,67.4,100.0,-,70.6,-,-,67.3,5.5,0.0,-,0.0,-,-,5.6
2035,62.6,63.6,0.0,77.6,-,88.4,62.5,5.2,1.5,-,0.0,-,0.0,5.0
2038,68.4,48.7,0.0,69.7,-,100.0,69.1,5.2,24.7,-,0.0,-,0.0,4.8
2043,55.9,48.4,100.0,75.6,-,100.0,55.7,3.7,23.5,0.0,0.0,-,0.0,3.3
2045,68.0,0.0,-,100.0,-,67.6,68.1,3.9,-,-,0.0,-,0.0,3.9
2047,91.0,-,-,-,-,-,91.0,0.0,-,-,-,-,-,0.0
2048,68.0,78.9,39.6,69.6,-,95.8,67.8,3.4,8.1,60.4,8.0,-,0.0,3.5
2050,66.5,58.0,81.5,77.5,-,27.6,66.1,3.5,21.0,0.0,0.0,-,0.0,3.5
2052,65.5,24.3,-,56.9,-,100.0,65.1,3.9,0.0,-,7.3,-,0.0,4.1
2053,70.6,57.0,0.0,73.3,-,91.1,70.9,2.9,35.1,-,0.0,-,0.0,2.9
2054,64.0,37.4,-,99.1,-,93.2,64.0,3.5,0.0,-,0.0,-,0.0,3.5
2056,63.1,4.3,0.0,55.8,-,0.0,63.5,3.9,0.0,-,14.0,-,-,4.0
2061,67.3,33.3,-,73.7,0.0,80.7,67.5,1.7,60.0,-,0.0,-,0.0,1.8
2062,67.7,77.1,0.0,76.2,-,85.7,67.0,3.7,5.9,-,1.6,-,3.8,3.9
2066,64.4,75.0,-,53.6,-,49.2,64.4,3.2,0.0,-,0.0,-,0.0,3.2
2067,65.2,83.0,100.0,75.4,-,98.7,65.1,3.0,7.9,0.0,3.7,-,0.0,3.1
2071,88.1,-,-,-,-,100.0,88.1,1.7,-,-,-,-,0.0,1.7
2072,63.6,65.2,-,74.6,0.0,82.2,63.4,4.6,5.8,-,5.6,-,1.2,4.7
2081,65.8,50.0,31.7,72.3,-,69.1,65.8,4.4,5.5,0.0,0.0,-,0.0,4.4
2090,59.6,87.4,-,60.4,-,95.6,59.6,3.2,0.0,-,1.7,-,0.0,3.3
2093,62.6,12.6,0.0,58.4,-,65.4,62.6,6.1,37.2,-,0.0,-,34.6,6.1
2108,52.1,46.5,-,38.3,-,71.0,51.7,10.0,23.8,-,0.0,-,5.7,9.9
2109,78.0,59.5,-,76.5,-,50.0,78.0,1.8,0.0,-,0.0,-,0.0,1.8
2110,52.3,80.6,-,97.1,-,0.0,51.9,14.3,0.0,-,0.0,-,-,14.5
2111,57.5,28.1,0.0,58.1,-,55.5,57.7,4.9,55.2,-,3.6,-,41.1,4.7
2113,83.9,84.9,100.0,76.1,-,100.0,84.9,2.4,0.0,0.0,0.0,-,0.0,2.5
2114,79.4,27.7,92.3,68.9,-,62.6,79.1,2.2,14.5,0.0,2.2,-,2.6,2.2
2115,53.5,47.7,71.4,37.5,100.0,61.4,54.3,9.3,12.5,0.0,14.6,0.0,8.8,8.9
2116,67.8,53.5,24.4,53.7,100.0,66.7,68.1,3.7,2.5,0.0,0.5,0.0,3.9,3.7
2118,69.9,46.4,26.2,41.6,-,30.8,71.9,4.4,11.0,0.0,8.3,-,48.3,4.5
2119,63.9,53.3,100.0,42.3,-,50.7,67.7,5.2,11.8,0.0,15.9,-,11.1,6.0
2120,54.3,56.0,55.0,54.7,0.0,47.6,53.9,11.0,11.0,0.0,5.8,-,16.2,8.7
2121,56.0,55.7,0.0,50.0,-,58.5,63.1,1.1,7.5,-,0.0,-,12.0,1.5
2122,72.4,61.8,92.7,52.0,-,59.5,72.9,5.9,11.7,0.0,4.5,-,2.9,5.6
2124,66.8,63.9,40.2,65.4,-,55.3,67.6,6.0,9.3,0.0,3.8,-,11.8,5.1
2125,69.0,57.3,25.4,66.1,-,59.1,70.5,4.2,9.0,34.6,3.4,-,11.4,4.0
2126,59.7,64.2,0.0,61.2,-,63.9,62.5,7.2,10.6,-,36.6,-,9.2,10.6
2127,80.4,62.0,25.0,73.2,-,65.9,80.4,2.6,23.2,75.0,5.4,-,3.3,2.6
2128,70.0,75.7,64.3,68.5,100.0,72.4,68.3,6.5,2.3,4.9,13.4,0.0,8.2,5.5
2129,78.3,64.5,0.0,72.6,-,81.5,78.8,2.2,6.9,-,2.5,-,4.0,2.2
2130,73.8,63.8,34.0,77.7,100.0,63.8,75.7,2.5,9.8,50.0,2.5,0.0,5.1,2.5
2131,70.7,68.8,100.0,77.5,-,51.5,71.9,3.8,5.4,0.0,3.5,-,9.7,4.1
2132,64.3,75.8,48.7,74.4,-,61.9,64.0,4.5,8.9,0.0,1.7,-,9.5,4.6
2133,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2134,74.6,71.5,84.2,54.6,-,77.5,74.1,6.6,8.7,15.8,3.2,-,5.1,6.8
2135,74.8,63.8,92.6,61.5,43.8,74.9,74.6,3.6,4.4,0.0,3.5,0.0,6.1,3.8
2136,60.3,66.2,100.0,40.3,0.0,55.9,58.5,3.7,7.3,0.0,7.6,-,20.9,4.4
2138,61.9,54.2,16.2,58.1,0.0,65.5,62.2,1.7,8.3,51.5,3.9,-,0.0,1.7
2139,72.5,58.9,100.0,69.9,55.9,54.8,72.6,2.6,10.3,0.0,4.1,27.8,15.6,2.5
2140,77.7,58.8,0.0,74.8,100.0,62.4,78.2,3.0,3.4,-,0.8,0.0,7.0,2.3
2141,71.2,52.4,0.0,72.2,60.0,89.6,74.5,5.0,2.8,-,0.0,0.0,0.0,2.6
2142,72.7,79.2,100.0,67.2,-,70.6,71.7,0.3,4.3,0.0,0.3,-,0.0,0.3
2143,79.3,63.0,73.9,83.9,0.0,72.8,79.7,3.1,0.0,0.0,0.8,-,12.0,2.9
2144,78.9,76.6,48.6,81.2,-,100.0,78.9,2.0,3.2,0.0,2.2,-,0.0,2.1
2145,77.4,69.5,40.4,82.8,0.0,58.8,77.2,3.2,3.6,0.0,2.0,-,0.2,3.4
2148,66.1,66.4,86.4,64.7,-,69.1,66.5,5.9,7.7,0.0,6.1,-,4.3,5.7
2149,65.0,69.3,79.5,72.6,68.1,66.1,64.3,5.4,5.8,0.0,4.0,0.0,10.8,5.9
2150,63.3,56.7,80.6,56.7,-,67.3,59.8,4.9,3.4,0.0,6.0,-,12.6,2.5
2151,60.1,72.1,39.1,64.3,-,68.7,57.5,7.4,0.8,34.2,7.5,-,5.6,7.1
2152,64.3,51.9,97.7,80.5,-,81.5,63.5,3.7,31.2,0.0,0.0,-,0.0,3.3
2155,67.9,61.4,50.0,68.2,89.2,73.7,67.8,4.2,7.8,0.0,1.9,0.0,5.5,4.2
2163,35.3,48.5,-,25.5,-,15.4,36.4,12.9,0.0,-,16.9,-,0.0,13.4
2169,65.9,68.8,34.0,60.9,100.0,68.5,65.6,6.0,21.2,0.0,6.5,0.0,14.0,6.0
2170,67.8,56.2,100.0,61.4,-,91.3,67.5,7.7,23.7,0.0,4.2,-,0.0,7.8
2171,62.5,81.2,33.3,71.8,-,96.2,62.8,4.2,0.0,0.0,3.2,-,0.0,4.2
2176,65.6,80.0,100.0,59.3,-,75.3,65.1,3.4,3.2,0.0,9.9,-,5.1,3.4
2180,68.7,67.7,100.0,70.3,-,78.4,68.6,3.1,2.0,0.0,6.8,-,0.0,3.0
2184,64.5,72.1,0.0,75.5,-,54.6,64.6,4.0,4.8,-,3.0,-,17.4,3.8
2186,65.3,69.8,52.9,65.3,0.0,85.8,65.0,4.0,2.8,0.0,0.6,-,7.6,4.1
2188,60.9,78.2,100.0,76.3,-,81.4,61.0,5.0,4.4,0.0,6.4,-,0.0,5.2
2189,66.5,83.6,-,79.7,-,88.9,66.0,5.0,0.0,-,0.0,-,0.0,5.1
2190,67.9,88.3,0.0,72.8,-,87.4,67.7,4.2,0.0,-,2.3,-,2.9,4.2
2191,59.3,81.1,-,74.6,-,66.2,59.2,3.1,0.0,-,8.4,-,33.8,3.2
2199,72.3,100.0,-,35.4,-,53.3,72.3,1.0,0.0,-,0.0,-,0.0,1.0
2203,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2205,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2210,83.1,84.9,-,92.9,-,84.1,82.8,3.6,0.0,-,0.0,-,0.0,3.7
2215,56.2,66.0,54.8,44.6,100.0,59.9,56.4,8.8,14.5,0.0,7.3,0.0,1.7,8.3
2301,53.7,68.1,83.1,61.1,-,63.2,54.4,7.7,8.8,0.0,0.9,-,7.6,6.9
2302,57.0,72.8,59.6,69.7,0.0,53.6,56.7,6.4,6.7,32.6,11.2,-,5.4,6.4
2322,70.1,84.2,100.0,40.5,-,65.8,70.3,1.3,7.1,0.0,28.9,-,0.0,1.3
2324,62.9,56.2,10.0,69.0,-,62.8,62.9,4.3,3.7,0.0,2.9,-,0.0,4.3
2325,51.1,54.7,-,19.4,-,39.7,51.6,5.6,6.2,-,0.0,-,0.0,5.6
2330,58.1,100.0,-,50.0,-,68.8,57.9,2.6,0.0,-,0.0,-,0.0,2.7
2332,59.8,15.8,0.0,65.6,-,74.3,59.9,4.1,0.0,-,0.0,-,0.0,4.1
2333,68.8,76.6,-,83.6,-,91.1,68.7,5.3,5.0,-,16.4,-,0.0,5.2
2338,68.4,-,100.0,100.0,-,100.0,68.2,1.4,-,0.0,0.0,-,0.0,1.4
2339,67.9,27.4,-,78.6,-,47.4,67.8,6.5,0.0,-,0.0,-,52.6,6.5
2341,64.2,65.6,100.0,78.4,-,47.5,63.8,4.2,0.0,0.0,0.0,-,0.0,4.3
2343,63.7,91.6,-,43.5,-,72.1,63.8,4.1,0.0,-,0.0,-,0.0,4.2
2346,63.7,53.0,-,55.9,100.0,46.6,63.5,4.6,10.2,-,25.8,0.0,4.3,4.2
2347,68.4,73.8,100.0,64.4,-,58.3,68.4,4.5,0.0,0.0,14.5,-,0.0,4.3
2350,46.4,-,-,-,-,-,46.4,0.0,-,-,-,-,-,0.0
2351,68.8,69.0,-,85.2,-,76.0,68.9,4.6,11.5,-,0.0,-,8.0,4.6
2356,61.5,78.6,0.0,65.6,-,24.1,61.4,2.7,3.9,-,28.8,-,7.2,2.8
2357,23.4,49.3,-,35.8,-,0.0,22.7,18.7,14.3,-,0.0,-,-,16.5
2359,65.5,0.0,-,87.6,-,84.2,65.8,3.2,100.0,-,0.0,-,0.0,3.3
2360,61.0,36.7,61.4,61.9,0.0,59.4,61.0,5.8,8.2,0.0,0.0,-,20.3,5.8
2364,68.7,77.3,0.0,100.0,-,0.0,68.4,1.3,17.1,-,0.0,-,-,1.4
2366,0.0,0.0,0.0,-,-,0.0,0.0,-,-,-,-,-,-,-
2367,62.1,50.0,-,-,-,100.0,62.0,4.6,0.0,-,-,-,0.0,4.6
2368,51.6,68.9,-,66.8,-,72.7,49.7,8.6,8.6,-,3.7,-,14.7,9.4
2370,66.9,41.6,32.3,100.0,-,90.5,67.1,4.8,0.5,33.3,0.0,-,0.0,4.8
2375,70.6,52.9,-,66.3,-,100.0,70.4,4.3,0.0,-,0.0,-,0.0,4.2
2379,66.0,58.4,-,15.1,-,42.9,66.0,4.5,0.0,-,60.0,-,0.0,4.6
