STATE,COUNTYNAME,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic,hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,County,State,MUAP_counts
South Dakota,Davison County,89.85714285714286,17.585714285714285,90.02857142857142,17.642857142857142,40.4,35.3,69.625,0.4,84.6,5.75,,,74.60000000000001,51.13333333333333,71.0,40.7,44.375,93.4,,69.13333333333334,71.04285714285714,1.157142857142857,0.0,2.4,0.0,,0.0,1.0285714285714287,19933.0,1396.0,144.0,0.0,109.0,80.0,162.0,188.0,0.0,0.0,179.0,135.0,Davison County,South Dakota,1.0
Nebraska,Dawes County,96.58333333333333,29.366666666666664,96.55,29.46666666666667,100.0,22.35,74.875,4.25,100.0,75.0,,,87.5,0.0,62.68333333333334,45.3,69.125,78.325,,12.5,62.699999999999996,0.7166666666666667,0.0,0.0,2.775,,25.0,0.7333333333333334,8905.0,740.0,317.0,73.0,56.0,0.0,195.0,128.0,0.0,0.0,43.0,7.0,,,
Georgia,Dawson County,91.18333333333334,33.666666666666664,91.56666666666666,34.0,87.14,31.639999999999997,87.025,37.225,85.54,31.0,33.3,0.0,77.02000000000001,10.319999999999999,60.61666666666667,43.36,27.25,55.32000000000001,33.3,72.32000000000001,60.51666666666667,3.3000000000000003,1.8399999999999999,25.65,0.0,0.0,0.0,3.3000000000000003,99035.0,13062.0,1168.0,80.0,1461.0,175.0,261.0,0.0,6.0,0.0,1530.0,262.0,Dawson County,Georgia,1.0
Montana,Dawson County,93.625,20.5625,93.8625,20.5,0.0,0.0,94.66666666666667,37.43333333333333,75.0,0.0,,,75.175,20.2,62.0625,96.6,64.3,50.0,,75.0,62.1625,1.2125,0.0,0.0,0.0,,0.0,1.2375,10682.0,508.0,86.0,0.0,26.0,0.0,120.0,7.0,0.0,0.0,45.0,0.0,,,
Nebraska,Dawson County,91.21818181818182,23.44545454545454,93.74545454545455,24.163636363636364,78.28,0.8,100.0,0.0,82.55,34.425,0.0,0.0,55.51428571428572,7.042857142857143,65.89999999999999,67.08333333333333,37.0,76.05,50.0,62.825,65.28181818181818,1.481818181818182,2.2399999999999998,34.833333333333336,0.0,0.0,1.1428571428571428,1.190909090909091,20763.0,1782.0,1379.0,223.0,229.0,0.0,72.0,32.0,22.0,0.0,2243.0,379.0,,,
Texas,Dawson County,73.25,18.775,84.825,26.225,81.6,47.85,82.9,4.8,100.0,33.333333333333336,100.0,0.0,36.025,19.925,53.65,56.8,67.95,46.666666666666664,100.0,37.775000000000006,52.975,6.4,0.0,0.0,0.0,0.0,1.9333333333333333,6.0,7636.0,1232.0,301.0,40.0,18.0,0.0,66.0,26.0,2.0,0.0,859.0,339.0,Dawson County,Texas,1.0
South Dakota,Day County,92.63846153846154,21.22307692307692,92.63846153846154,21.123076923076926,,,65.84285714285714,2.157142857142857,100.0,33.333333333333336,,,50.0,25.625,59.61538461538461,100.0,35.77142857142857,33.333333333333336,,70.625,59.62307692307692,3.230769230769231,0.0,5.3,0.0,,0.0,3.230769230769231,8634.0,466.0,4.0,0.0,14.0,0.0,392.0,235.0,0.0,0.0,59.0,6.0,Day County,South Dakota,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Baca County,New Mexico,2.0
Indiana,De Kalb County,91.1,20.086666666666666,91.18666666666667,20.326666666666664,72.78333333333333,19.76666666666667,90.71428571428571,0.0,88.87777777777778,41.86666666666667,100.0,0.0,65.52727272727272,20.454545454545453,62.55333333333333,39.083333333333336,59.75714285714286,84.62222222222222,100.0,60.7,62.413333333333334,3.8666666666666667,0.0,0.0,4.177777777777778,0.0,12.11111111111111,3.8466666666666667,71003.0,6045.0,361.0,0.0,642.0,0.0,46.0,10.0,65.0,0.0,430.0,11.0,,,
Louisiana,De Soto Parish,89.21111111111111,13.477777777777778,89.43333333333334,13.633333333333333,67.76666666666667,17.177777777777777,67.3,7.516666666666667,66.66666666666667,33.333333333333336,100.0,0.0,100.0,50.0,49.400000000000006,37.71111111111111,32.628571428571426,54.6,100.0,50.0,48.388888888888886,3.9888888888888894,15.766666666666667,39.4,0.0,0.0,50.0,4.288888888888889,16506.0,1116.0,8378.0,879.0,63.0,0.0,156.0,66.0,11.0,0.0,51.0,63.0,De Soto Parish,Louisiana,1.0
Illinois,De Witt County,95.71333333333334,24.473333333333336,95.72666666666667,24.14,85.87777777777778,25.688888888888886,79.44999999999999,13.0,100.0,93.75,,,63.25,7.85,62.973333333333336,62.91111111111112,85.85,62.9,,82.525,62.913333333333334,3.76,0.39999999999999997,3.85,0.0,,9.375,3.786666666666667,28334.0,1179.0,259.0,10.0,111.0,0.0,70.0,3.0,0.0,0.0,214.0,17.0,De Witt County,Illinois,2.0
New Mexico,DeBaca County,96.53333333333335,20.666666666666668,99.3,23.599999999999998,100.0,0.0,,,,,,,76.3,2.6,57.56666666666666,12.1,0.0,,,59.6,58.800000000000004,0.7666666666666666,0.0,,,,16.0,1.0,962.0,9.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,107.0,,,
Alabama,DeKalb County,82.57600000000001,14.464,83.052,14.592,70.43333333333334,10.108333333333334,77.35000000000001,18.94090909090909,84.15833333333333,39.84166666666667,100.0,76.8,45.11176470588235,8.041176470588237,51.72,42.14666666666667,44.04090909090909,40.06923076923077,80.55,61.88823529411764,51.61600000000001,4.556,0.7272727272727273,0.0,0.0,0.0,1.5,4.56,107011.0,15100.0,2737.0,342.0,343.0,67.0,702.0,257.0,40.0,51.0,5595.0,2888.0,DeKalb County,Alabama,1.0
Georgia,DeKalb County,93.91794871794872,53.77435897435897,96.63589743589743,56.07179487179488,92.41025641025641,37.46923076923077,73.98125,21.993750000000002,87.98684210526316,55.83947368421053,91.9625,43.2125,71.99166666666666,36.18055555555556,64.16410256410256,65.27435897435898,63.28787878787879,64.59230769230768,45.18333333333333,67.80833333333334,63.207692307692305,4.756410256410256,7.105128205128206,1.9533333333333334,3.7256410256410257,12.008333333333333,5.8914285714285715,4.953846153846153,366719.0,39233.0,479167.0,79356.0,63373.0,9553.0,5281.0,3654.0,840.0,242.0,24427.0,19449.0,DeKalb County,Georgia,33.0
Illinois,DeKalb County,93.81923076923077,26.23076923076923,94.4423076923077,26.534615384615385,95.4578947368421,17.173684210526318,98.55555555555556,1.4444444444444444,91.6875,53.44375,0.0,0.0,69.17916666666666,9.65,63.5923076923077,68.215,50.054545454545455,57.80625,100.0,76.04583333333333,63.18076923076923,5.338461538461539,1.0947368421052632,17.7875,0.25384615384615383,0.0,5.058333333333334,5.3961538461538465,146978.0,5770.0,9137.0,430.0,3198.0,109.0,259.0,62.0,21.0,5.0,4206.0,1297.0,DeKalb County,Illinois,1.0
Missouri,DeKalb County,90.17999999999999,20.740000000000002,90.25999999999999,20.740000000000002,70.18333333333334,10.883333333333333,73.81666666666666,16.666666666666668,100.0,0.0,50.0,0.0,90.0,29.72,53.15,19.133333333333333,44.449999999999996,52.78333333333333,50.0,35.35,53.1,3.0599999999999996,0.0,0.0,0.0,0.0,0.0,3.13,16748.0,1438.0,56.0,41.0,65.0,4.0,56.0,14.0,12.0,0.0,50.0,16.0,DeKalb County,Missouri,1.0
Tennessee,DeKalb County,86.47500000000001,19.625,86.54166666666667,19.691666666666666,85.4625,10.2125,100.0,12.9,91.93333333333334,23.71666666666667,,,75.9375,11.125,52.59166666666667,40.077777777777776,37.1,44.285714285714285,,69.1375,52.375,4.266666666666667,5.114285714285714,33.333333333333336,0.0,,0.14285714285714285,4.2749999999999995,55492.0,6596.0,1066.0,117.0,318.0,53.0,152.0,0.0,0.0,0.0,594.0,312.0,DeKalb County,Tennessee,2.0
Florida,DeSoto County,90.025,12.975,94.925,14.9,43.25,12.725,82.0,12.0,64.3,19.65,100.0,100.0,62.35,3.35,40.025,19.4,25.25,0.0,0.0,28.45,39.4,3.6500000000000004,27.0,33.35,,100.0,10.9,3.1500000000000004,22696.0,4213.0,2700.0,738.0,30.0,11.0,38.0,5.0,0.0,6.0,854.0,441.0,DeSoto County,Florida,4.0
Mississippi,DeSoto County,89.2,21.619999999999997,89.92,21.78,85.74,22.68,90.21111111111111,12.155555555555557,92.47,39.739999999999995,50.0,0.0,61.2,18.669999999999998,60.510000000000005,61.83,28.05,86.8,50.0,64.5,60.5,3.6799999999999997,6.58,27.383333333333336,0.0,0.0,4.3,3.7,120496.0,9611.0,55027.0,6098.0,2169.0,292.0,384.0,49.0,36.0,0.0,3377.0,1785.0,DeSoto County,Mississippi,1.0
Texas,DeWitt County,89.95555555555556,18.288888888888888,92.38888888888889,23.288888888888888,83.0,0.9833333333333334,100.0,2.033333333333333,75.76666666666667,40.53333333333333,,,63.544444444444444,2.8111111111111113,51.12222222222223,40.85,43.8,37.266666666666666,0.0,48.28888888888889,50.84444444444445,4.466666666666667,19.216666666666665,0.0,6.8,,2.6375,4.311111111111111,25766.0,3710.0,2129.0,506.0,77.0,9.0,283.0,12.0,44.0,0.0,5141.0,2011.0,DeWitt County,Texas,1.0
Texas,Deaf Smith County,83.5125,19.95,88.6125,26.325,77.08,21.4,74.44,2.9400000000000004,55.06,39.56,100.0,0.0,63.0,7.416666666666667,62.05,36.160000000000004,67.14,62.279999999999994,80.5,42.56666666666667,59.9875,1.8875,17.740000000000002,16.22,2.675,0.0,2.5,2.3874999999999997,36201.0,6052.0,483.0,172.0,493.0,52.0,154.0,188.0,41.0,0.0,1791.0,621.0,Deaf Smith County,Texas,1.0
Indiana,Dearborn County,90.67777777777778,21.38888888888889,90.72222222222223,21.433333333333334,78.34,5.5,0.0,0.0,68.60000000000001,31.433333333333334,100.0,0.0,93.94,31.2,62.22222222222222,60.160000000000004,50.0,64.33333333333333,0.0,63.51666666666667,62.111111111111114,3.2333333333333334,12.125,0.0,0.0,100.0,0.0,3.244444444444445,65273.0,4157.0,217.0,7.0,430.0,26.0,22.0,0.0,64.0,0.0,252.0,26.0,,,
Georgia,Decatur County,88.2375,18.6375,88.44999999999999,18.9,75.0625,9.125,98.17999999999999,45.78,78.375,70.175,100.0,0.0,62.8,2.32,52.6625,52.8625,46.66,92.4,100.0,38.480000000000004,52.6125,2.65,9.0875,17.8,0.0,0.0,0.0,2.4499999999999997,20440.0,3221.0,15086.0,3571.0,156.0,17.0,138.0,52.0,81.0,5.0,913.0,490.0,Decatur County,Georgia,1.0
Indiana,Decatur County,87.51666666666667,16.508333333333333,87.53333333333335,16.541666666666668,79.575,0.0,51.5,50.0,76.78571428571429,31.914285714285715,,,43.800000000000004,33.333333333333336,60.425000000000004,40.93333333333333,2.85,61.74285714285714,,40.18,60.75,2.4583333333333335,0.0,0.0,0.0,,25.0,2.4250000000000003,67462.0,5978.0,352.0,0.0,603.0,83.0,38.0,0.0,0.0,0.0,378.0,67.0,Decatur County,Indiana,1.0
Iowa,Decatur County,90.96363636363637,15.009090909090908,91.04545454545455,15.163636363636362,97.6,97.6,100.0,100.0,94.65,19.65,100.0,87.5,75.0,22.625,58.01818181818182,60.0,100.0,32.225,100.0,41.675,57.58181818181818,2.9909090909090907,24.2,0.0,0.0,0.0,0.0,2.9272727272727277,8289.0,606.0,110.0,10.0,53.0,6.0,5.0,0.0,15.0,0.0,45.0,20.0,Decatur County,Iowa,3.0
Kansas,Decatur County,92.51428571428572,22.542857142857144,92.64285714285714,22.5,100.0,33.333333333333336,100.0,0.0,100.0,0.0,,,,,59.75714285714286,50.0,0.0,27.8,,,59.728571428571435,5.171428571428571,0.0,,0.0,,,4.928571428571429,2928.0,327.0,22.0,0.0,17.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,Decatur County,Kansas,1.0
Tennessee,Decatur County,87.75555555555555,14.38888888888889,87.97777777777777,14.566666666666666,82.31666666666666,1.55,0.0,0.0,100.0,0.0,,,76.575,35.0,47.72222222222222,26.416666666666668,33.3,100.0,,58.45,47.955555555555556,6.622222222222222,12.35,0.0,0.0,,0.0,6.699999999999999,14940.0,1461.0,383.0,97.0,8.0,8.0,3.0,5.0,0.0,0.0,98.0,1.0,Decatur County,Tennessee,1.0
Montana,Deer Lodge County,89.8,24.04,90.03999999999999,24.36,86.23333333333333,54.86666666666667,80.075,3.4749999999999996,93.36666666666667,59.96666666666667,100.0,0.0,94.0,14.0,38.8,56.53333333333334,15.95,63.76666666666667,24.233333333333334,26.3,39.3,3.62,0.0,13.966666666666667,0.0,0.0,9.9,2.1,40404.0,2778.0,206.0,8.0,264.0,82.0,800.0,127.0,8.0,0.0,230.0,23.0,Deer Lodge County,Montana,1.0
Ohio,Defiance County,94.14666666666668,15.606666666666666,94.29333333333334,15.646666666666667,70.8111111111111,19.366666666666667,92.44,2.12,95.3125,36.1125,100.0,66.66666666666667,82.46363636363637,5.490909090909091,59.25333333333333,43.388888888888886,43.56666666666666,79.225,46.425,81.10909090909091,59.026666666666664,4.014285714285714,16.25,0.0,2.9714285714285715,0.0,2.709090909090909,4.042857142857143,70396.0,3815.0,841.0,64.0,271.0,0.0,207.0,14.0,57.0,0.0,1873.0,351.0,Defiance County,Ohio,2.0
California,Del Norte County,83.6,14.48,83.26,16.28,59.166666666666664,17.066666666666666,89.55,4.15,87.6,71.0,100.0,0.0,59.25,1.925,36.28,27.575,53.55,47.800000000000004,50.0,29.2,39.36,8.2,0.0,8.025,0.0,0.0,3.6666666666666665,7.6800000000000015,16667.0,714.0,285.0,0.0,762.0,0.0,1591.0,221.0,0.0,13.0,2083.0,64.0,Del Norte County,California,1.0
Indiana,Delaware County,90.1952380952381,18.4,90.23333333333332,18.433333333333334,86.64615384615385,15.323076923076922,84.61428571428571,44.44285714285714,87.20833333333333,37.833333333333336,100.0,50.0,80.94166666666666,2.558333333333333,54.15238095238095,52.0125,43.225,69.43076923076923,34.0,52.87692307692308,54.07142857142857,4.833333333333333,12.35,0.0,1.8923076923076925,32.0,5.081818181818182,4.780952380952381,133467.0,9549.0,7852.0,652.0,1921.0,108.0,149.0,0.0,25.0,1.0,875.0,168.0,Delaware County,Indiana,30.0
Iowa,Delaware County,93.02222222222223,16.938888888888886,93.30555555555556,16.98888888888889,91.66666666666667,22.55,92.0,20.0,85.71428571428571,14.285714285714286,50.0,0.0,58.825,1.9,69.20555555555556,67.7,40.0,43.575,78.55,43.375,69.30000000000001,2.461111111111111,0.0,33.333333333333336,0.0,0.0,0.0,2.461111111111111,32528.0,1368.0,231.0,21.0,88.0,10.0,46.0,2.0,14.0,0.0,149.0,176.0,Delaware County,Iowa,5.0
New York,Delaware County,91.34565217391304,26.573913043478264,91.35000000000001,26.758695652173916,92.632,35.472,68.96000000000001,31.330000000000002,73.53333333333333,49.19166666666666,100.0,43.46666666666667,74.64,25.425,52.69782608695652,53.58,35.33,51.976000000000006,50.0,54.277272727272724,52.49565217391305,4.732608695652174,8.159090909090908,16.666666666666668,0.6684210526315789,0.0,0.55,4.567391304347826,76440.0,3720.0,1648.0,98.0,1237.0,53.0,51.0,14.0,70.0,0.0,751.0,59.0,Delaware County,New York,4.0
Ohio,Delaware County,96.88333333333333,43.87083333333334,96.95,43.93333333333334,91.07894736842105,39.805263157894736,87.93636363636364,40.26363636363636,94.06,64.21000000000001,100.0,66.66666666666667,84.32777777777778,34.06111111111111,69.12916666666666,78.41052631578947,34.50909090909091,69.78,92.60000000000001,69.3157894736842,69.12916666666666,2.0875,1.6105263157894738,21.525,2.4789473684210526,0.0,6.7894736842105265,2.066666666666667,407194.0,18429.0,23323.0,2065.0,39852.0,2097.0,552.0,1.0,98.0,0.0,3917.0,458.0,,,
Oklahoma,Delaware County,83.08666666666666,13.08,83.37333333333332,13.16,94.9625,4.2875,83.59333333333333,10.206666666666667,78.13571428571429,14.957142857142857,74.0625,0.0,58.08888888888888,7.311111111111111,43.76,51.760000000000005,47.95333333333333,55.66428571428571,46.9625,54.62222222222223,43.60666666666667,4.64,7.1875,6.926666666666667,7.492857142857143,0.0,0.7125,4.6933333333333325,36312.0,5495.0,357.0,101.0,574.0,194.0,10914.0,4513.0,117.0,15.0,425.0,233.0,Delaware County,Oklahoma,1.0
Pennsylvania,Delaware County,94.84222222222222,45.19555555555556,94.96444444444444,45.17111111111111,92.37441860465115,34.24883720930233,79.65,31.8625,86.99761904761905,56.642857142857146,80.0,20.0,72.12285714285714,34.75428571428571,60.47111111111111,58.76744186046512,60.43684210526315,62.7093023255814,50.0,56.64,60.23555555555556,5.364444444444445,7.752380952380953,10.670588235294119,3.0125,0.0,5.463636363636363,5.371111111111111,471827.0,15072.0,127856.0,10149.0,43403.0,2831.0,702.0,141.0,266.0,143.0,7985.0,2231.0,Delaware County,Pennsylvania,9.0
Colorado,Delta County,92.0375,26.487499999999997,92.9625,27.0,62.95,0.0,89.23333333333333,36.46666666666667,70.675,22.65,,,91.0,5.6,49.4625,47.325,16.8,16.975,,70.34,49.0,4.4625,22.925,33.333333333333336,0.0,,5.3,4.625,25572.0,2701.0,274.0,0.0,285.0,2.0,94.0,5.0,0.0,0.0,439.0,164.0,Delta County,Colorado,1.0
Michigan,Delta County,91.5923076923077,18.376923076923077,91.63846153846154,18.392307692307693,98.2,39.333333333333336,94.22,20.04,68.54285714285714,51.05714285714286,100.0,50.0,90.0,40.0,44.41538461538461,44.08571428571429,55.49090909090909,70.65714285714286,50.0,46.06666666666666,44.41538461538461,4.392307692307693,19.325,4.029999999999999,0.0,50.0,15.0,4.384615384615385,38346.0,2108.0,69.0,10.0,216.0,41.0,1048.0,187.0,1.0,1.0,58.0,0.0,Delta County,Michigan,2.0
Texas,Delta County,82.64285714285714,21.32857142857143,83.28571428571429,21.585714285714285,92.25,5.9,100.0,66.65,94.7,56.9,,,71.13333333333334,33.766666666666666,50.05714285714286,24.525,77.55,62.65,,59.43333333333334,47.52857142857143,1.7285714285714284,36.03333333333333,14.6,14.3,,0.0,1.7857142857142858,9546.0,1350.0,2112.0,305.0,303.0,30.0,121.0,102.0,0.0,0.0,881.0,153.0,Delta County,Texas,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denali Borough,Alaska,1.0
Alaska,Denali Borough                         (created after 1990),96.075,30.0,96.075,30.0,66.66666666666667,0.0,100.0,25.0,100.0,49.35,,,90.5,40.5,51.379999999999995,55.56666666666666,48.1,67.3,,55.2,51.379999999999995,9.8,16.65,12.5,0.0,,0.0,9.8,1399.0,215.0,10.0,5.0,48.0,0.0,41.0,13.0,0.0,0.0,36.0,0.0,,,
Missouri,Dent County,85.34444444444445,18.27777777777778,85.4,18.266666666666666,77.55,12.75,100.0,0.0,82.86666666666666,44.166666666666664,50.0,50.0,85.16666666666667,38.43333333333333,49.01111111111111,47.480000000000004,56.375,69.425,100.0,26.96666666666667,49.03333333333333,6.244444444444444,6.575,0.95,0.825,0.0,6.95,6.266666666666667,45540.0,6122.0,802.0,173.0,1543.0,39.0,148.0,45.0,15.0,10.0,222.0,38.0,Dent County,Missouri,2.0
Texas,Denton County,94.39,46.7825,96.635,48.705,96.11749999999999,47.7,88.44500000000001,29.2925,95.92368421052632,66.82368421052632,87.16,30.605,72.22999999999999,21.9875,66.0780487804878,73.6390243902439,64.33500000000001,63.75365853658537,70.24,69.19268292682926,65.36585365853658,3.6707317073170733,5.414634146341464,3.0837837837837836,3.9153846153846157,5.161111111111111,7.563414634146341,3.724390243902439,797236.0,76980.0,110090.0,14344.0,153133.0,13655.0,5705.0,965.0,830.0,169.0,32545.0,11965.0,Denton County,Texas,2.0
Colorado,Denver County,93.00454545454545,54.26818181818182,97.15227272727272,59.277272727272724,90.89767441860465,32.54883720930232,89.69534883720931,25.811627906976746,86.67045454545455,58.34318181818182,88.42692307692307,40.37692307692308,75.78636363636363,23.39090909090909,71.12045454545455,64.5953488372093,65.84186046511627,69.25681818181819,81.60000000000001,67.04772727272727,71.39545454545454,3.9295454545454547,7.560465116279071,8.255813953488373,4.165909090909091,1.0230769230769232,5.484090909090909,3.8909090909090907,811617.0,68015.0,94612.0,8764.0,44739.0,4375.0,9588.0,1168.0,1784.0,114.0,70546.0,18723.0,Denver County,Colorado,109.0
Iowa,Des Moines County,93.625,19.383333333333333,93.675,19.383333333333333,71.5,13.320000000000002,100.0,33.333333333333336,83.33333333333333,20.55,100.0,0.0,100.0,7.15,60.69166666666666,68.72,66.66666666666667,64.14999999999999,100.0,61.1,60.51666666666667,2.6416666666666666,3.4200000000000004,0.0,3.8833333333333333,0.0,25.0,2.6416666666666666,39051.0,1556.0,2099.0,240.0,429.0,41.0,55.0,0.0,1.0,0.0,184.0,18.0,Des Moines County,Iowa,4.0
Oregon,Deschutes County,90.47777777777777,33.111111111111114,90.76666666666667,33.65555555555555,88.5,33.28333333333333,93.15,22.5,87.0625,21.4375,85.96666666666665,27.766666666666666,81.1375,25.2625,58.82222222222222,48.46666666666667,54.675,43.2125,90.3,68.0375,58.666666666666664,5.544444444444444,4.5,16.571428571428573,1.1199999999999999,0.0,13.1875,5.566666666666666,170467.0,12766.0,949.0,20.0,1872.0,284.0,1319.0,85.0,294.0,6.0,3093.0,862.0,Deschutes County,Oregon,4.0
Arkansas,Desha County,73.4,12.825,73.7875,13.2375,71.95,8.4125,84.36666666666666,0.0,,,,,60.25,0.0,41.7125,29.6875,33.333333333333336,,,24.959999999999997,41.5875,3.7875,7.614285714285714,0.0,,,4.3,3.8249999999999997,7106.0,690.0,7288.0,564.0,27.0,0.0,17.0,0.0,0.0,0.0,55.0,23.0,Desha County,Arkansas,1.0
Nebraska,Deuel County,92.96666666666665,23.46666666666667,93.36666666666667,22.266666666666666,,,100.0,27.8,50.0,50.0,100.0,0.0,50.0,0.0,61.26666666666667,100.0,63.65,27.25,100.0,50.0,60.56666666666666,4.3999999999999995,0.0,0.0,0.0,0.0,0.0,2.7999999999999994,2185.0,300.0,2.0,0.0,19.0,0.0,20.0,2.0,3.0,0.0,29.0,1.0,Deuel County,Nebraska,1.0
South Dakota,Deuel County,93.27000000000001,22.16,93.62,22.37,,,28.55,28.55,100.0,0.0,,,52.35,12.5,68.21000000000001,,35.7,50.0,,76.2,68.01,1.51,,0.0,0.0,,0.0,1.52,6709.0,558.0,0.0,0.0,13.0,0.0,5.0,9.0,0.0,0.0,22.0,39.0,Deuel County,South Dakota,1.0
Oklahoma,Dewey County,92.72999999999999,25.630000000000003,93.36,25.9,,,91.95,6.18,50.0,50.0,,,100.0,16.65,50.47,,60.46,50.0,,87.5,50.769999999999996,9.4,,0.6222222222222222,0.0,,0.0,4.39,5402.0,1004.0,0.0,0.0,10.0,0.0,332.0,143.0,0.0,0.0,17.0,0.0,Dewey County,Oklahoma,1.0
South Dakota,Dewey County,96.45555555555556,19.11111111111111,96.45555555555556,19.11111111111111,66.66666666666667,33.333333333333336,81.69999999999999,10.988888888888889,100.0,0.0,100.0,50.0,66.66666666666667,33.333333333333336,60.67777777777778,100.0,49.077777777777776,50.0,53.35,66.66666666666667,60.67777777777778,0.9,0.0,31.17777777777778,0.0,0.0,33.333333333333336,0.9,1430.0,188.0,11.0,0.0,7.0,1.0,3671.0,1395.0,5.0,8.0,10.0,11.0,Dewey County,South Dakota,1.0
Texas,Dickens County,83.47999999999999,23.94,85.38,27.060000000000002,100.0,0.0,100.0,0.0,55.4,14.3,100.0,0.0,81.83333333333333,0.8333333333333334,41.82,0.0,50.0,48.2,80.0,42.233333333333334,40.44,1.8399999999999999,,0.0,0.0,0.0,21.45,0.36,1387.0,238.0,19.0,12.0,33.0,23.0,8.0,0.0,5.0,0.0,40.0,73.0,Dickens County,Texas,1.0
