STATE,COUNTYNAME,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic,hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,County,State,MUAP_counts
Iowa,Humboldt County,94.77777777777777,16.094444444444445,95.22777777777777,16.172222222222224,91.66666666666667,16.666666666666668,100.0,0.0,100.0,59.333333333333336,60.0,0.0,87.46000000000001,22.669999999999998,62.833333333333336,72.21666666666667,80.0,59.333333333333336,28.0,51.95454545454545,62.81666666666667,2.411111111111111,16.666666666666668,0.0,11.0,72.0,5.555555555555555,2.361111111111111,16703.0,774.0,14.0,4.0,51.0,38.0,7.0,0.0,52.0,0.0,269.0,23.0,Humboldt County,Iowa,2.0
Nevada,Humboldt County,92.175,13.6125,93.0,15.05,56.75,2.65,68.4,4.7,90.0,73.85,100.0,0.0,67.1,4.1,33.85,11.700000000000001,42.4,76.9,50.0,59.7,36.475,0.6799999999999999,2.9,21.799999999999997,11.8,0.0,11.6,0.8,12959.0,1333.0,92.0,0.0,185.0,16.0,494.0,195.0,3.0,0.0,1326.0,432.0,,,
Mississippi,Humphreys County,91.52857142857144,31.385714285714283,91.72857142857143,31.514285714285712,73.3,5.785714285714286,50.0,0.0,54.63333333333333,44.43333333333334,100.0,100.0,60.6,16.666666666666668,44.371428571428574,49.05714285714286,0.0,31.066666666666666,100.0,26.3,45.15714285714286,5.133333333333334,12.12857142857143,,0.0,0.0,0.0,4.55,5652.0,572.0,13895.0,2509.0,12.0,11.0,7.0,0.0,14.0,0.0,9.0,45.0,Humphreys County,Mississippi,1.0
Tennessee,Humphreys County,86.48333333333333,13.116666666666667,86.45,13.049999999999999,70.425,10.424999999999999,58.63333333333333,0.0,100.0,40.7,,,100.0,0.0,51.63333333333333,52.824999999999996,52.26666666666666,100.0,,33.333333333333336,51.550000000000004,7.3999999999999995,13.6,0.0,0.0,,50.0,7.433333333333334,21751.0,2304.0,317.0,128.0,62.0,109.0,73.0,29.0,0.0,0.0,64.0,137.0,Humphreys County,Tennessee,2.0
Texas,Hunt County,88.77777777777777,21.37222222222222,90.57777777777778,21.966666666666665,89.20555555555556,19.366666666666664,86.76666666666667,32.56666666666667,69.42727272727274,35.13636363636363,77.46000000000001,40.739999999999995,70.38235294117646,9.876470588235295,54.93333333333333,51.02222222222222,54.50666666666667,59.73333333333333,21.259999999999998,63.911764705882355,53.62777777777777,5.644444444444444,16.958823529411767,7.9071428571428575,2.3833333333333333,0.0,3.9937500000000004,5.516666666666667,119021.0,20497.0,13365.0,1776.0,1475.0,188.0,972.0,314.0,303.0,0.0,7419.0,3706.0,Hunt County,Texas,10.0
New Jersey,Hunterdon County,96.47777777777777,53.94444444444444,96.93333333333332,54.58148148148148,86.72307692307693,35.72692307692308,44.44444444444444,25.62222222222222,91.13846153846154,65.96538461538461,100.0,33.333333333333336,85.77000000000001,29.535000000000004,63.888888888888886,50.57037037037038,37.111111111111114,65.65384615384616,33.333333333333336,63.795,63.87777777777778,4.677777777777778,4.6375,20.0,8.596,0.0,6.568421052631579,4.655555555555555,159658.0,5258.0,4789.0,222.0,10861.0,473.0,236.0,26.0,58.0,0.0,2781.0,593.0,Hunterdon County,New Jersey,1.0
Pennsylvania,Huntingdon County,88.63684210526316,15.718421052631578,88.7,15.676315789473685,87.59285714285714,17.17142857142857,87.5,0.0,95.0,17.385714285714286,100.0,0.0,80.50714285714285,11.014285714285714,52.13947368421052,62.347058823529416,64.1125,46.2875,0.0,68.45,52.078947368421055,5.05,0.8769230769230769,0.0,0.0,,1.3166666666666667,5.010526315789474,63866.0,4600.0,541.0,27.0,214.0,0.0,48.0,1.0,1.0,0.0,206.0,106.0,Huntingdon County,Pennsylvania,20.0
Indiana,Huntington County,92.76363636363637,18.79090909090909,92.78181818181818,18.763636363636365,95.52857142857144,9.171428571428573,87.31428571428572,0.0,90.925,61.55,100.0,0.0,71.1625,18.0875,60.554545454545455,43.957142857142856,63.457142857142856,81.3125,100.0,61.8625,60.48181818181818,3.3181818181818183,9.58,5.283333333333333,2.2,0.0,9.675,3.309090909090909,81754.0,4788.0,1266.0,166.0,533.0,115.0,229.0,19.0,16.0,40.0,694.0,172.0,Huntington County,Indiana,1.0
Michigan,Huron County,91.48888888888888,13.78888888888889,91.58333333333333,13.86111111111111,79.48888888888888,2.7777777777777777,80.95714285714287,42.857142857142854,69.55454545454546,46.09090909090909,,,91.02499999999999,22.058333333333334,53.605555555555554,16.933333333333334,38.457142857142856,29.481818181818184,,68.3076923076923,53.47222222222222,5.155555555555555,25.0,25.0,16.666666666666668,,0.0,5.199999999999999,37005.0,2350.0,138.0,0.0,170.0,34.0,31.0,3.0,0.0,0.0,228.0,49.0,Huron County,Michigan,6.0
Ohio,Huron County,90.06,14.620000000000001,90.02,14.766666666666667,81.60909090909091,6.0636363636363635,89.62,20.0,100.0,29.78,100.0,0.0,81.86666666666666,18.5,62.7,52.6,59.26666666666667,33.519999999999996,0.0,51.93333333333333,62.233333333333334,3.24,14.4,9.620000000000001,0.0,,2.457142857142857,3.2866666666666666,72441.0,5406.0,669.0,19.0,109.0,30.0,121.0,10.0,14.0,5.0,635.0,154.0,Huron County,Ohio,1.0
South Dakota,Hutchinson County,92.14999999999999,22.25714285714286,92.20714285714287,22.35,,,86.425,14.375,100.0,33.333333333333336,0.0,0.0,78.6,21.160000000000004,61.32142857142857,,51.1625,50.0,0.0,69.96000000000001,61.17857142857143,1.7999999999999998,,6.799999999999999,0.0,,0.0,1.8153846153846156,13165.0,826.0,0.0,0.0,39.0,0.0,34.0,21.0,2.0,0.0,57.0,66.0,Hutchinson County,South Dakota,1.0
Texas,Hutchinson County,88.8142857142857,16.442857142857143,91.78571428571429,19.471428571428568,73.60000000000001,36.28333333333333,64.2,7.25,63.58,50.62,100.0,0.0,44.62,1.48,48.3,35.050000000000004,31.766666666666666,29.660000000000004,5.733333333333333,80.14,48.34285714285715,8.885714285714286,0.7000000000000001,0.0,0.0,0.0,2.84,7.614285714285714,17093.0,3416.0,338.0,121.0,89.0,25.0,354.0,106.0,79.0,35.0,706.0,269.0,Hutchinson County,Texas,1.0
North Carolina,Hyde County,87.61428571428573,15.814285714285715,90.7,17.228571428571428,78.07142857142857,2.9,100.0,0.0,,,,,22.85,0.0,54.885714285714286,21.457142857142856,0.0,,,50.0,53.614285714285714,2.042857142857143,24.071428571428573,,,,0.0,1.2428571428571427,4936.0,875.0,2102.0,462.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,Hyde County,North Carolina,1.0
South Dakota,Hyde County,96.33333333333333,32.15,96.33333333333333,32.15,100.0,100.0,81.43333333333334,21.433333333333334,,,,,0.0,0.0,77.28333333333335,100.0,48.75,,,100.0,77.23333333333333,0.5,0.0,0.0,,,0.0,0.5166666666666667,2330.0,97.0,24.0,0.0,0.0,0.0,69.0,29.0,0.0,0.0,4.0,0.0,Hyde County,South Dakota,1.0
Louisiana,Iberia Parish,87.82000000000001,20.68,88.16,20.830000000000002,83.61111111111111,13.61111111111111,86.64999999999999,23.383333333333336,78.25714285714285,24.62857142857143,100.0,0.0,78.95,12.0875,60.46,54.0,58.88333333333333,53.114285714285714,0.0,55.525,60.379999999999995,6.29,10.966666666666667,0.0,7.25,,1.0,6.25,89250.0,7715.0,31956.0,2360.0,2280.0,384.0,547.0,26.0,1.0,0.0,788.0,538.0,Iberia Parish,Louisiana,1.0
Louisiana,Iberville Parish,87.15,19.3,89.375,19.9875,83.2375,9.3375,83.3,12.5,71.45,50.0,,,75.0,33.55,51.7,51.525,0.0,71.45,,54.1,50.9125,3.975,13.1375,,0.0,,0.0,4.0,13421.0,1016.0,11545.0,1161.0,8.0,0.0,0.0,0.0,0.0,0.0,292.0,10.0,Iberville Parish,Louisiana,1.0
Iowa,Ida County,92.175,17.349999999999998,92.96666666666665,17.55,64.7,0.0,100.0,0.0,100.0,0.0,,,28.28,0.0,65.98333333333333,69.3,100.0,33.333333333333336,,74.72857142857143,65.64999999999999,2.908333333333333,3.4,0.0,0.0,,0.0,2.8166666666666664,10873.0,544.0,108.0,10.0,24.0,0.0,1.0,0.0,0.0,0.0,84.0,37.0,,,
Idaho,Idaho County,93.33076923076922,19.592307692307692,93.44615384615385,19.607692307692307,84.60000000000001,33.333333333333336,93.0875,0.5375,100.0,31.360000000000003,100.0,0.0,54.46,0.0,41.5923076923077,0.0,54.8375,65.82000000000001,0.0,56.300000000000004,41.47692307692308,6.823076923076924,,3.966666666666667,20.0,,0.0,6.800000000000001,14786.0,2610.0,15.0,0.0,99.0,10.0,539.0,190.0,4.0,0.0,225.0,18.0,Idaho County,Idaho,1.0
California,Imperial County,76.32941176470588,13.823529411764707,91.10625,20.5125,79.1,2.423076923076923,76.74545454545455,12.281818181818181,89.8,43.65,100.0,1.8399999999999999,48.48125,6.00625,39.08235294117647,34.95384615384615,44.04545454545455,59.80833333333334,21.1,41.4625,41.0875,13.223529411764707,27.09090909090909,12.08,1.7272727272727273,44.8,14.493333333333334,8.45625,86605.0,5727.0,3585.0,215.0,2361.0,310.0,2186.0,371.0,159.0,0.0,57134.0,4434.0,Imperial County,California,10.0
Arkansas,Independence County,86.015,11.26,86.135,11.28,73.26666666666667,15.483333333333334,49.300000000000004,33.333333333333336,78.89999999999999,45.457142857142856,100.0,0.0,54.614285714285714,13.22857142857143,48.195,43.55714285714286,45.5,55.128571428571426,37.2,87.0375,47.985,8.385,1.7600000000000002,10.0,20.0,0.0,6.6,8.510000000000002,48969.0,4632.0,1879.0,301.0,283.0,37.0,129.0,78.0,39.0,90.0,910.0,527.0,Independence County,Arkansas,1.0
Florida,Indian River County,90.15555555555555,30.733333333333334,93.36666666666666,31.06666666666667,90.9,17.740000000000002,96.22,15.4,81.5375,44.6,100.0,50.0,87.38888888888889,34.455555555555556,45.37777777777777,46.07,75.38,58.9125,50.0,69.74444444444445,42.55555555555556,5.733333333333333,13.690000000000001,20.0,4.575,0.0,4.477777777777778,5.933333333333334,127564.0,14082.0,11224.0,2635.0,2428.0,539.0,296.0,48.0,133.0,0.0,2474.0,608.0,Indian River County,Florida,5.0
Pennsylvania,Indiana County,90.17884615384615,15.123076923076923,90.19615384615385,15.149999999999999,83.80909090909091,15.863636363636363,87.5,12.5,92.41666666666667,39.86666666666667,100.0,0.0,82.50909090909092,46.28181818181818,51.609433962264156,37.891666666666666,35.4125,39.330769230769235,0.0,45.03076923076923,51.48867924528302,5.701923076923077,8.985714285714286,33.333333333333336,18.400000000000002,,9.166666666666666,5.7057692307692305,101906.0,8441.0,1622.0,30.0,940.0,49.0,51.0,3.0,1.0,0.0,524.0,15.0,Indiana County,Pennsylvania,24.0
Michigan,Ingham County,94.82272727272726,35.57272727272727,95.12727272727274,36.00454545454546,89.97894736842105,29.76842105263158,84.36111111111111,17.97222222222222,92.27142857142857,56.5,100.0,50.0,91.21578947368421,23.4,59.869565217391305,51.11904761904762,48.739999999999995,66.34761904761905,50.0,63.028571428571425,59.78260869565217,5.7043478260869565,12.99,2.488235294117647,5.285714285714286,25.0,3.45,5.647826086956522,258749.0,10990.0,38612.0,2445.0,20148.0,1407.0,1329.0,75.0,76.0,0.0,5414.0,293.0,Ingham County,Michigan,51.0
California,Inyo County,91.125,24.724999999999998,94.97500000000001,28.125,80.3,22.53333333333333,96.65714285714286,10.671428571428573,94.02857142857144,22.828571428571426,71.45,39.3,48.68333333333333,8.15,42.64166666666667,49.81666666666666,51.07142857142857,52.385714285714286,23.333333333333332,68.89999999999999,39.025,11.245454545454546,0.0,13.200000000000001,1.3,30.0,2.35,11.100000000000001,21727.0,2261.0,88.0,15.0,759.0,18.0,1965.0,249.0,15.0,1.0,1118.0,115.0,Inyo County,California,3.0
Michigan,Ionia County,92.2904761904762,19.97142857142857,92.62380952380951,20.176190476190477,93.48461538461538,30.73846153846154,99.78571428571429,8.72857142857143,80.25333333333333,47.28,100.0,0.0,75.96153846153847,1.353846153846154,58.42857142857143,39.3,65.2,56.54666666666667,33.333333333333336,58.776923076923076,58.266666666666666,4.6380952380952385,19.53,0.0,11.2,0.0,2.5416666666666665,4.647619047619047,123545.0,6472.0,1964.0,146.0,628.0,71.0,137.0,48.0,23.0,0.0,905.0,55.0,,,
Michigan,Iosco County,86.23846153846154,12.846153846153847,86.22307692307693,12.907692307692308,95.82000000000001,28.24,77.95,9.99,73.35714285714286,26.885714285714283,100.0,0.0,97.37142857142858,24.557142857142857,37.00769230769231,20.985714285714288,17.759999999999998,84.52857142857144,0.0,49.857142857142854,36.9,14.892307692307693,40.0,20.0,0.0,,0.0,14.976923076923075,28190.0,1847.0,158.0,14.0,167.0,10.0,185.0,115.0,0.0,4.0,74.0,21.0,Iosco County,Michigan,3.0
Iowa,Iowa County,95.32272727272726,20.236363636363635,95.45,20.231818181818184,75.0,0.0,100.0,4.279999999999999,95.0,40.0,100.0,0.0,52.13333333333333,7.3,64.53636363636363,74.2,55.720000000000006,88.275,100.0,74.5375,64.41363636363636,4.0,0.0,0.0,0.0,0.0,3.125,3.995454545454545,25445.0,883.0,104.0,30.0,31.0,3.0,78.0,0.0,3.0,0.0,234.0,39.0,Iowa County,Iowa,1.0
Wisconsin,Iowa County,94.93809523809524,26.61904761904762,95.04285714285714,26.719047619047622,72.00769230769231,22.930769230769233,100.0,40.0,98.36875,61.9125,0.0,0.0,85.43076923076923,24.661538461538463,66.60952380952381,54.32666666666667,33.8625,66.55625,100.0,66.75384615384615,66.47619047619048,2.342857142857143,0.05,20.0,4.357142857142857,0.0,0.0,2.357142857142857,61087.0,2956.0,748.0,32.0,766.0,43.0,46.0,0.0,2.0,0.0,202.0,12.0,Iowa County,Wisconsin,5.0
North Carolina,Iredell County,88.8375,23.89375,89.7125,24.25625,83.39333333333335,14.506666666666668,86.72999999999999,17.32,79.1125,47.5,100.0,50.0,59.06153846153846,13.223076923076924,59.6375,57.4,62.529999999999994,54.029999999999994,75.0,72.67692307692307,59.49375,4.79375,5.78,7.2666666666666675,4.077777777777778,0.0,3.7153846153846155,4.8,194239.0,19452.0,22352.0,3486.0,4787.0,273.0,517.0,76.0,140.0,42.0,4769.0,1815.0,Iredell County,North Carolina,6.0
Texas,Irion County,91.675,22.3,92.6,24.175,98.56666666666666,10.466666666666667,100.0,66.65,91.05,68.4,100.0,0.0,79.83333333333333,14.799999999999999,60.55,48.76666666666666,94.45,68.05,100.0,65.89999999999999,59.275,1.675,28.63333333333333,0.0,0.5,0.0,3.8000000000000003,1.4249999999999998,49324.0,5682.0,1727.0,262.0,1030.0,97.0,82.0,60.0,18.0,0.0,3241.0,612.0,Irion County,Texas,1.0
Michigan,Iron County,92.625,17.6875,92.6625,17.6875,73.6,8.875,100.0,10.675,58.333333333333336,18.516666666666666,,,73.33333333333333,16.666666666666668,42.0875,30.625,13.875,39.583333333333336,,34.666666666666664,42.1125,6.1625,0.0,0.0,0.0,,0.0,5.6375,11300.0,852.0,119.0,0.0,67.0,11.0,58.0,26.0,0.0,0.0,42.0,2.0,Iron County,Michigan,1.0
Missouri,Iron County,78.52142857142857,10.471428571428572,78.54285714285713,10.528571428571428,78.0,13.88,70.575,0.0,100.0,50.0,,,100.0,66.7,45.57857142857143,30.26,43.05,33.333333333333336,,0.0,45.73571428571428,4.55,0.0,25.933333333333334,0.0,,,4.55,12828.0,2017.0,143.0,1.0,37.0,3.0,61.0,27.0,0.0,0.0,10.0,20.0,Iron County,Missouri,1.0
Utah,Iron County,91.14545454545454,21.645454545454545,90.99090909090908,22.063636363636366,64.45,14.45,67.75,13.275,100.0,55.54,100.0,0.0,68.0,6.4750000000000005,51.9,44.55,37.2,12.74,98.73333333333333,49.260000000000005,52.03636363636363,6.572727272727272,0.0,21.966666666666665,0.0,0.0,7.825,6.0181818181818185,46613.0,5349.0,377.0,0.0,545.0,4.0,655.0,323.0,113.0,0.0,823.0,341.0,,,
Wisconsin,Iron County,94.48333333333333,24.041666666666668,94.53333333333335,24.116666666666664,66.66666666666667,33.333333333333336,89.85,13.220000000000002,71.42857142857143,43.55714285714286,100.0,0.0,90.28333333333335,16.666666666666668,50.949999999999996,0.0,63.239999999999995,42.1,100.0,85.71428571428571,50.85833333333333,4.05,,1.4222222222222223,12.5,0.0,0.0,4.041666666666667,13479.0,676.0,9.0,0.0,78.0,12.0,1801.0,419.0,16.0,0.0,64.0,5.0,Iron County,Wisconsin,1.0
Illinois,Iroquois County,92.29642857142858,15.75357142857143,92.62857142857142,15.946428571428571,82.72142857142856,4.75,72.12857142857142,3.442857142857143,95.30714285714285,52.83571428571429,,,61.021052631578954,12.263157894736842,55.625,48.40625,25.857142857142858,52.28,,58.339999999999996,55.51428571428572,6.653571428571429,8.333333333333334,0.0,0.0,,5.841176470588235,6.353571428571429,40357.0,2238.0,859.0,42.0,270.0,44.0,110.0,8.0,4.0,0.0,1221.0,213.0,Iroquois County,Illinois,19.0
Georgia,Irwin County,84.3125,13.325000000000001,86.075,13.4625,76.9125,9.325,100.0,100.0,56.63333333333333,18.533333333333335,,,44.9,1.45,56.5,51.8125,100.0,73.33333333333333,,39.225,55.2625,3.425,5.1625000000000005,0.0,0.0,,0.0,2.5125,18828.0,4498.0,7605.0,1698.0,104.0,25.0,6.0,0.0,0.0,0.0,548.0,129.0,Irwin County,Georgia,1.0
Michigan,Isabella County,90.26111111111112,20.12222222222222,90.22222222222223,20.12777777777778,80.79375,28.38125,90.39999999999999,9.321428571428571,79.07333333333332,43.86,50.0,0.0,86.69375,14.64375,50.84444444444445,34.7125,32.48125,29.4375,100.0,46.44705882352941,51.00555555555556,7.377777777777778,12.407692307692306,11.536363636363637,3.78,0.0,6.846666666666667,7.011111111111111,101179.0,8214.0,1881.0,172.0,1251.0,100.0,1650.0,759.0,16.0,0.0,1013.0,109.0,Isabella County,Michigan,1.0
Minnesota,Isanti County,91.80666666666666,17.39333333333333,91.97333333333333,17.48,87.75384615384615,15.592307692307692,93.13333333333333,2.3833333333333333,85.69285714285715,19.071428571428573,100.0,20.0,84.76666666666667,27.033333333333335,67.78666666666666,54.50769230769231,49.78333333333333,74.14285714285714,75.0,83.62222222222222,67.84,4.48,1.4083333333333332,3.3299999999999996,5.757142857142857,0.0,0.14444444444444446,4.453333333333333,109260.0,5037.0,830.0,59.0,1606.0,65.0,326.0,47.0,21.0,30.0,891.0,16.0,,,
Washington,Island County,97.25,38.3,97.2625,38.975,97.77142857142857,7.1000000000000005,78.10000000000001,4.783333333333333,92.0,57.1,82.0,19.3,95.76666666666667,22.28333333333333,39.95,24.52857142857143,41.371428571428574,45.385714285714286,71.55000000000001,39.58571428571429,40.0625,4.742857142857143,27.75,20.36,3.2166666666666663,22.4,0.4666666666666666,4.6571428571428575,63033.0,3032.0,1577.0,40.0,3310.0,315.0,706.0,30.0,293.0,12.0,1115.0,30.0,Island County,Washington,8.0
Virginia,Isle of Wight County,95.0375,27.9125,95.0375,27.7875,82.95,18.9375,100.0,51.75,97.12,66.97999999999999,100.0,100.0,70.05,9.916666666666666,59.55,45.5625,84.6,51.379999999999995,100.0,76.96666666666667,59.474999999999994,2.925,11.085714285714285,0.0,1.1,0.0,11.483333333333334,2.9,33605.0,1296.0,13588.0,1166.0,578.0,18.0,29.0,0.0,12.0,0.0,160.0,359.0,Isle of Wight County,Virginia,1.0
Mississippi,Issaquena County,68.43333333333334,15.566666666666668,68.48333333333333,15.633333333333333,61.760000000000005,5.5200000000000005,,,100.0,100.0,,,5.233333333333333,0.0,27.416666666666668,35.0,,71.1,,10.1,27.566666666666663,3.66,16.06,,0.0,,0.0,3.66,7715.0,462.0,7151.0,1276.0,115.0,0.0,0.0,0.0,0.0,0.0,109.0,113.0,Issaquena County,Mississippi,1.0
Minnesota,Itasca County,93.63225806451612,19.693548387096776,93.6774193548387,19.70967741935484,69.6,22.433333333333334,85.15833333333333,7.666666666666667,81.21428571428571,27.414285714285715,80.0,0.0,90.39999999999999,24.927272727272726,48.096774193548384,41.019999999999996,46.22083333333333,45.06428571428571,40.0,57.833333333333336,48.096774193548384,5.945161290322581,5.71,13.004761904761907,0.0,0.0,5.79,5.922580645161291,61992.0,2740.0,461.0,16.0,351.0,4.0,1725.0,252.0,25.0,3.0,331.0,33.0,Itasca County,Minnesota,27.0
Mississippi,Itawamba County,84.71666666666667,18.991666666666667,84.89999999999999,19.066666666666666,61.89,16.41,73.56666666666666,11.533333333333333,97.10000000000001,80.21666666666667,,,57.75,4.133333333333334,56.166666666666664,58.120000000000005,33.333333333333336,68.18333333333334,0.0,66.53333333333333,56.23333333333333,3.4499999999999997,14.419999999999998,0.0,11.58,,0.0,3.466666666666667,48514.0,5502.0,9531.0,1351.0,269.0,44.0,48.0,17.0,7.0,0.0,506.0,98.0,Itawamba County,Mississippi,1.0
Arkansas,Izard County,84.52000000000001,16.45,84.46000000000001,16.255000000000003,75.60000000000001,5.328571428571428,85.99090909090908,20.70909090909091,83.8,43.64,100.0,0.0,71.4,16.255555555555553,42.69,19.24285714285714,49.27272727272727,41.980000000000004,37.2,58.83,42.765,6.578947368421052,0.0,2.042857142857143,0.0,0.0,4.2,6.610526315789474,44643.0,3083.0,439.0,242.0,313.0,24.0,314.0,82.0,31.0,90.0,1161.0,535.0,Izard County,Arkansas,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jabat,Marshall Islands,1.0
Texas,Jack County,88.13076923076923,19.676923076923078,90.6846153846154,20.784615384615385,73.58333333333333,20.333333333333332,84.925,22.55,73.47999999999999,50.0,100.0,48.1,59.766666666666666,4.522222222222222,56.41538461538461,25.45,63.3375,57.21666666666667,63.0,52.27777777777778,56.66923076923077,3.9000000000000004,25.0,0.0,10.0,0.0,0.1,4.007692307692308,43260.0,8835.0,495.0,93.0,132.0,14.0,260.0,43.0,24.0,0.0,853.0,286.0,Jack County,Texas,1.0
Alabama,Jackson County,83.59130434782608,14.252173913043478,83.58695652173913,14.42608695652174,82.92,12.77,89.4625,8.8,90.80000000000001,44.166666666666664,100.0,22.233333333333334,49.06923076923077,3.376923076923077,46.48260869565217,34.61818181818182,40.35625,51.97777777777778,70.825,59.23076923076923,46.76521739130435,6.252173913043479,6.3999999999999995,0.6166666666666667,4.4714285714285715,0.0,0.4727272727272727,6.239130434782608,70092.0,8998.0,2454.0,180.0,309.0,36.0,647.0,84.0,32.0,0.0,765.0,219.0,Jackson County,Alabama,1.0
Arkansas,Jackson County,78.30714285714285,11.435714285714285,78.64285714285714,11.571428571428571,86.38571428571429,10.528571428571428,66.66666666666667,33.333333333333336,66.66666666666667,22.233333333333334,100.0,0.0,71.425,21.425,50.40714285714286,56.5,55.56666666666666,33.333333333333336,0.0,88.1,50.050000000000004,5.585714285714286,14.542857142857143,10.0,0.0,,0.0,5.685714285714285,16470.0,1775.0,1682.0,90.0,5.0,3.0,15.0,5.0,8.0,0.0,23.0,22.0,Jackson County,Arkansas,1.0
Colorado,Jackson County,80.5,13.349999999999998,81.225,13.625,100.0,0.0,,,,,,,,,37.7,100.0,,,,,37.05,31.725,0.0,,,,,31.875,1200.0,127.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jackson County,Colorado,1.0
Florida,Jackson County,84.13846153846154,13.292307692307693,84.8153846153846,13.653846153846153,78.80833333333334,7.441666666666666,69.5875,11.975,52.833333333333336,26.0,100.0,0.0,57.7,7.0200000000000005,42.96923076923077,30.200000000000003,45.95,55.0,50.0,31.94545454545454,42.638461538461534,4.3076923076923075,4.3999999999999995,13.928571428571429,0.0,0.0,0.0,4.3076923076923075,42459.0,5779.0,9366.0,1717.0,180.0,18.0,269.0,41.0,0.0,42.0,414.0,88.0,Jackson County,Florida,3.0
Georgia,Jackson County,85.9,27.90625,88.14375,29.6875,83.52666666666667,21.52,92.5125,45.4,89.4076923076923,35.1,100.0,0.0,52.3125,16.84375,61.24375,61.79333333333333,80.575,68.23846153846154,100.0,62.29375,60.7125,3.1625,6.486666666666666,4.871428571428572,1.1769230769230767,0.0,11.3125,3.125,146112.0,19880.0,23350.0,4085.0,5035.0,785.0,234.0,80.0,10.0,21.0,4176.0,2481.0,Jackson County,Georgia,3.0
Illinois,Jackson County,90.19090909090909,23.545454545454547,90.5909090909091,23.663636363636364,83.22999999999999,29.07,87.33333333333333,31.833333333333332,89.89999999999999,65.25,100.0,0.0,57.07142857142857,16.45,53.42727272727273,62.64,30.21666666666667,62.666666666666664,84.625,49.593333333333334,53.50909090909091,8.077272727272726,5.188888888888889,0.0,4.963636363636364,0.0,12.792307692307693,8.072727272727272,66903.0,4082.0,7385.0,879.0,2119.0,58.0,176.0,0.0,52.0,62.0,1916.0,251.0,Jackson County,Illinois,1.0
Indiana,Jackson County,87.57777777777778,14.088888888888889,87.67777777777778,14.033333333333333,92.2,13.166666666666666,66.46000000000001,14.060000000000002,91.13333333333333,83.2,100.0,0.0,55.26666666666667,20.633333333333333,56.833333333333336,49.5,56.98,73.23333333333333,0.0,73.88333333333334,56.699999999999996,4.555555555555555,2.066666666666667,0.0,4.666666666666667,,1.58,4.5777777777777775,79704.0,6534.0,1251.0,251.0,5284.0,255.0,136.0,86.0,55.0,0.0,2716.0,966.0,Jackson County,Indiana,1.0
Iowa,Jackson County,92.99375,15.875,92.94375,15.975,90.44999999999999,0.0,0.0,0.0,100.0,40.0,100.0,0.0,66.66666666666667,0.0,62.20625,0.0,0.0,72.0,41.6,100.0,62.20625,2.975,100.0,,0.0,0.0,0.0,3.01875,21300.0,957.0,160.0,0.0,107.0,0.0,1.0,0.0,92.0,36.0,48.0,0.0,,,
Kansas,Jackson County,96.58095238095238,21.58095238095238,96.65714285714286,21.62857142857143,88.67777777777778,9.88888888888889,88.8375,20.01875,95.0,34.31,100.0,0.0,87.32000000000001,30.23,60.68095238095238,48.51111111111111,57.21875,72.51818181818182,0.0,41.17272727272727,60.43333333333333,2.0761904761904764,9.712499999999999,2.392857142857143,0.0,,16.666666666666668,2.0666666666666664,40413.0,2392.0,301.0,16.0,415.0,0.0,1395.0,221.0,3.0,0.0,239.0,113.0,Jackson County,Kansas,2.0
Kentucky,Jackson County,73.14285714285714,9.314285714285715,73.1,9.328571428571427,94.83333333333333,8.733333333333333,92.85,42.85,,,0.0,0.0,70.35,50.0,42.471428571428575,2.175,0.0,,0.0,48.95,42.5,6.200000000000001,17.3,,,,21.45,6.200000000000001,35139.0,2103.0,660.0,0.0,12.0,0.0,25.0,0.0,0.0,4.0,64.0,0.0,Jackson County,Kentucky,1.0
Michigan,Jackson County,92.25,22.84333333333333,92.16000000000001,23.076666666666664,88.18076923076923,29.853846153846156,89.92777777777778,19.0,91.57222222222222,52.22777777777778,75.0,25.0,79.10000000000001,28.7,56.47666666666667,33.10740740740741,58.194736842105264,63.79473684210526,80.0,59.531578947368416,56.69666666666667,6.680000000000001,17.4,5.082352941176471,3.533333333333333,0.0,4.34375,6.6466666666666665,199056.0,10990.0,11452.0,843.0,1510.0,73.0,540.0,36.0,43.0,0.0,1360.0,52.0,Jackson County,Michigan,1.0
