hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,ZIP Code
11106,749,913,13,377,32,77,0,0,0,398,191,72719
358,37,0,0,0,0,0,0,0,0,0,0,72721
1329,93,79,1,126,0,101,18,14,0,14,11,72722
4979,513,16,0,28,0,12,0,0,0,229,40,72727
34,0,0,0,0,0,0,0,65,0,0,0,72729
8204,435,189,0,172,0,95,83,0,0,738,17,72730
3660,322,28,0,14,0,126,14,1,0,15,1,72732
5544,713,0,0,117,42,144,0,66,0,44,0,72734
5972,598,62,18,5,6,51,0,0,0,167,0,72736
1674,96,0,0,53,11,15,49,0,0,61,0,72738
320,39,0,0,0,0,0,0,0,0,0,0,72739
7279,554,4,0,101,2,12,0,35,75,152,15,72740
449,8,0,0,0,0,0,0,0,0,0,0,72742
3084,507,15,0,138,54,26,50,0,0,98,0,72744
7864,965,136,0,355,20,90,6,418,13,800,33,72745
119,0,0,0,0,0,0,0,0,0,0,0,72747
289,89,0,1,0,0,0,0,0,0,0,0,72749
6191,308,297,0,81,0,82,10,0,0,560,0,72751
110,14,0,0,0,0,0,0,0,0,0,0,72752
7518,803,91,0,14,13,24,0,0,0,134,54,72753
25626,3291,302,21,539,62,555,52,128,163,1667,592,72756
30324,2294,622,10,1402,38,290,46,107,233,1874,329,72758
223,28,0,0,0,0,0,0,0,0,0,0,72760
14088,1475,235,0,602,76,480,318,55,0,1163,60,72761
26266,1617,690,30,1111,115,344,11,667,199,3663,1442,72762
23230,4917,2023,413,1374,279,731,174,3008,2967,6418,1793,72764
838,365,0,1,0,0,2,0,0,0,0,23,72768
735,26,0,0,80,67,0,0,0,1,0,161,72769
1195,53,0,0,0,0,0,0,0,0,0,0,72773
5198,482,42,0,172,0,52,51,0,0,0,12,72774
661,72,0,0,0,0,0,0,51,0,0,0,72776
12247,1144,728,103,411,28,574,30,7,0,948,43,72801
18338,1634,529,2,111,0,60,4,28,0,658,474,72802
2000,91,0,0,0,0,0,0,17,0,0,0,72821
5328,427,120,0,0,0,0,0,0,0,5,0,72823
1384,244,16,0,94,0,0,1,0,0,57,26,72824
7,0,0,0,0,0,0,0,0,0,0,0,72826
110,0,0,0,0,0,0,0,0,0,0,0,72827
87,0,0,0,0,0,0,0,0,0,0,0,72828
0,0,0,0,0,0,0,0,0,0,0,0,72829
11748,1128,281,6,579,102,119,0,38,22,451,10,72830
595,71,0,0,0,0,0,0,0,0,0,0,72832
2404,43,16,0,14,0,48,0,0,0,1052,215,72833
6747,487,277,56,105,0,37,7,0,0,1265,285,72834
663,0,0,0,0,0,0,0,0,0,0,0,72835
6754,835,70,0,0,0,83,0,0,0,62,0,72837
218,0,0,0,0,0,0,0,0,0,0,0,72838
533,54,0,0,0,0,0,0,0,0,0,0,72839
1877,168,73,0,74,0,0,0,0,0,0,0,72840
210,14,0,0,0,0,0,0,0,0,0,0,72841
754,73,31,0,3,6,2,0,0,0,202,38,72842
1979,103,0,0,0,0,11,0,0,0,0,0,72843
885,48,0,0,0,0,0,0,0,0,0,0,72845
2992,253,40,0,27,0,9,0,0,0,0,0,72846
3051,166,4,0,11,0,1,0,0,0,15,5,72847
689,27,0,0,0,0,0,0,0,0,0,0,72851
140,0,0,0,0,0,0,0,0,0,0,0,72852
2105,71,1,0,0,0,0,0,0,0,149,30,72853
411,51,10,0,0,0,0,0,0,0,0,0,72854
4790,369,47,0,202,38,2,0,0,0,86,0,72855
322,65,0,0,0,0,14,0,0,0,0,0,72856
1091,33,0,0,0,0,0,0,0,0,0,0,72857
2383,214,0,0,78,0,0,0,0,0,126,0,72858
91,10,0,0,0,0,0,0,0,0,0,0,72860
1472,46,51,0,57,1,0,0,0,0,0,0,72863
1175,33,8,8,11,0,14,0,0,0,0,0,72865
11516,1670,1729,246,416,107,186,25,0,142,2044,474,72901
17949,1351,1573,251,856,54,150,81,11,0,792,156,72903
7066,956,2648,122,1706,333,272,24,0,0,5287,2111,72904
0,0,0,0,0,0,0,0,0,0,0,0,72905
9459,918,247,57,1012,60,226,61,0,0,221,80,72908
8226,435,398,0,544,235,22,0,0,0,230,3,72916
10499,842,205,75,13,0,67,37,0,0,217,0,72921
3475,438,17,95,305,87,0,0,0,0,230,0,72923
524,21,119,0,0,0,4,0,0,0,0,0,72926
6965,516,90,82,0,0,73,0,0,0,40,27,72927
466,76,0,0,63,0,2,0,0,0,0,0,72928
197,0,0,0,0,0,0,0,0,0,0,0,72930
1198,89,0,0,28,0,2,0,0,0,23,0,72932
4283,178,11,0,12,8,5,0,0,0,0,0,72933
876,113,0,0,0,0,0,0,0,0,0,0,72934
389,15,16,0,0,0,0,8,0,0,0,0,72935
11575,677,116,0,14,0,82,10,0,0,433,0,72936
2666,201,0,0,0,0,14,0,0,0,0,0,72937
774,193,0,0,55,0,2,0,0,0,17,0,72938
1317,290,2,3,120,3,0,0,0,0,0,0,72940
4353,199,50,0,4,0,20,1,0,0,59,0,72941
2294,136,30,0,33,0,0,0,0,0,3,3,72943
2166,212,0,0,16,0,29,8,0,0,4,0,72944
154,112,0,0,0,0,1,29,0,0,3,0,72945
2956,58,0,0,0,0,23,0,0,0,8,0,72946
2543,335,19,0,25,0,67,8,8,0,2,133,72947
193,0,0,0,0,0,0,0,0,0,0,0,72948
8058,565,36,10,26,0,72,0,0,0,23,3,72949
494,53,0,0,0,53,0,0,0,0,0,0,72950
590,33,0,0,46,0,1,0,0,0,0,0,72951
1856,45,0,0,0,0,22,0,0,0,0,0,72952
860,81,0,0,131,0,0,0,0,0,0,0,72955
25793,2728,302,113,516,102,302,44,0,0,942,187,72956
5016,483,0,0,10,0,29,0,0,0,331,131,72958
2530,212,0,0,59,8,6,0,0,0,53,0,72959
39,0,0,0,0,0,0,0,0,0,1,0,73001
814,107,9,2,0,13,38,22,0,0,0,0,73002
14848,1433,1965,201,535,68,137,2,0,0,422,223,73003
680,83,0,0,3,0,19,11,0,0,0,4,73004
2725,359,380,128,5,13,1894,676,0,0,238,46,73005
1363,193,19,0,0,0,395,470,0,0,19,0,73006
1760,163,55,3,24,0,4,31,0,0,0,0,73007
13415,1365,1378,146,137,13,647,142,5,0,909,213,73008
484,58,19,1,2,0,83,30,0,0,5,6,73009
15177,1756,20,65,33,0,883,260,0,0,227,105,73010
509,34,3,0,0,0,7,6,0,0,0,1,73011
29624,1298,3389,225,2917,173,536,45,38,0,820,141,73012
38432,2151,5102,808,3893,243,986,119,60,0,324,24,73013
929,72,0,0,0,0,107,17,11,0,11,23,73014
1182,224,59,0,0,10,263,162,0,0,67,12,73015
2101,45,18,0,0,0,150,10,0,0,20,0,73016
863,179,0,0,0,0,51,10,0,0,25,8,73017
13314,2084,880,162,90,5,505,298,0,0,299,99,73018
0,0,0,0,0,0,0,0,0,0,0,0,73019
19066,1047,1166,210,401,8,840,204,4,0,222,17,73020
168,5,51,0,0,0,22,0,0,0,0,0,73021
0,0,0,0,0,0,0,0,0,0,0,0,73022
458,57,0,0,0,0,6,3,0,0,9,0,73024
13170,880,349,69,333,0,341,15,6,0,111,148,73025
8538,707,139,0,33,0,453,322,64,15,0,13,73026
1005,77,53,24,0,0,113,13,0,0,0,0,73027
2900,341,25,0,0,0,148,11,0,0,17,11,73028
793,89,0,0,2,0,45,53,7,0,0,0,73029
2860,333,56,21,0,0,435,113,32,0,36,39,73030
29,7,0,0,0,0,0,0,0,0,0,0,73031
110,10,9,0,0,0,38,7,0,0,0,0,73032
218,57,1,0,0,0,8,5,0,0,126,73,73033
34891,2860,1181,215,1157,246,1213,95,7,0,470,140,73034
11477,1907,659,188,101,0,1079,218,0,0,994,642,73036
922,113,10,30,0,0,183,142,0,0,10,3,73038
821,138,9,14,0,0,97,11,0,0,12,15,73040
278,20,2,0,2,0,24,5,0,0,1,0,73041
567,94,0,7,0,0,113,54,0,0,6,1,73042
82,4,0,0,0,0,2,4,0,0,0,0,73043
16542,2611,1466,153,121,11,495,302,0,0,161,9,73044
8455,749,52,0,127,96,502,222,0,0,143,28,73045
3403,490,74,0,1,0,233,56,0,0,290,73,73047
1751,215,33,0,0,0,49,20,0,0,51,40,73048
4538,752,313,64,6,0,186,29,0,0,30,0,73049
94,40,1081,322,0,0,11,0,0,0,17,0,73050
4486,901,65,6,64,0,480,93,0,0,66,70,73051
4307,793,0,0,21,23,192,20,0,0,89,11,73052
432,39,0,0,1,0,25,16,0,0,18,10,73053
3235,301,133,0,5,0,326,24,0,0,34,8,73054
7537,893,6,9,0,4,227,52,0,0,89,34,73055
450,97,0,0,0,0,8,2,0,0,7,0,73056
1659,260,0,5,0,0,156,29,0,0,13,0,73057
228,6,22,0,0,0,13,4,0,0,0,3,73058
2132,248,30,0,4,0,34,10,0,0,40,16,73059
1250,123,7,5,6,3,44,28,0,0,0,0,73061
807,90,0,4,0,0,139,36,0,0,17,0,73062
583,67,0,0,6,12,6,20,0,0,0,0,73063
19683,1348,698,51,545,43,710,137,74,0,696,78,73064
7772,249,155,0,0,0,534,25,0,0,55,11,73065
91,0,7,14,0,0,0,0,0,0,0,0,73066
1334,186,2,0,0,0,103,23,0,3,0,0,73067
8876,1317,65,0,0,0,365,269,0,0,261,7,73068
17275,1994,911,117,850,79,730,305,115,38,670,246,73069
38,0,0,0,0,0,0,0,0,0,0,0,73070
25896,3467,3178,258,1717,295,1319,234,0,0,1017,186,73071
35184,2458,1567,172,2830,225,1612,303,0,0,426,204,73072
559,32,0,0,0,0,5,0,0,0,0,0,73073
814,70,1,0,0,21,22,46,0,0,8,2,73074
6000,1274,236,63,41,18,230,118,0,0,151,78,73075
5149,254,114,0,5,0,125,34,6,0,73,0,73077
9281,849,259,4,321,0,186,17,0,0,150,270,73078
503,39,0,0,26,0,3,0,0,0,2,0,73079
6802,1009,46,19,0,55,299,85,0,0,181,39,73080
2154,424,24,0,0,0,52,13,2,0,0,0,73082
1635,265,3001,301,0,27,28,14,0,0,166,28,73084
5048,633,23,0,0,0,757,199,0,0,176,0,73086
11007,985,10,0,46,37,355,61,0,0,65,11,73089
450,34,0,0,0,0,0,2,0,0,0,0,73090
515,122,0,20,3,0,45,35,0,0,13,4,73092
2708,246,3,0,0,18,135,55,0,0,95,23,73093
1389,151,38,11,0,0,214,68,0,0,0,3,73095
10284,690,377,4,188,59,495,164,43,0,84,26,73096
128,0,0,0,0,0,0,0,0,0,0,0,73097
2396,521,99,21,0,0,74,10,0,0,13,2,73098
59782,4865,2430,335,2390,135,2424,387,123,0,1260,513,73099
888,279,81,24,143,0,16,6,2,0,12,8,73102
3820,397,257,44,177,3,53,28,0,5,97,5,73103
1881,30,708,194,248,34,38,6,0,0,42,0,73104
1791,187,2712,307,317,0,26,0,0,0,57,0,73105
6737,1364,654,223,585,116,216,225,2,0,596,382,73106
13565,3318,987,308,610,57,1155,373,0,0,1340,762,73107
5240,1905,798,320,53,0,596,419,9,0,1563,790,73108
8080,2636,1400,373,139,0,902,229,122,0,1380,817,73109
16639,2267,6992,949,369,69,667,456,8,0,433,119,73110
1034,248,8113,916,9,6,138,28,0,0,30,15,73111
16877,2516,3268,964,1255,120,916,228,57,0,1712,942,73112
5429,1593,6774,676,236,11,630,93,0,0,657,432,73114
9202,1789,3736,449,311,71,768,175,4,0,656,87,73115
7218,428,365,61,285,74,180,24,3,0,38,31,73116
1039,125,3236,731,94,17,52,0,0,0,0,0,73117
9064,1159,504,286,364,133,225,83,0,0,424,170,73118
12205,4385,1792,262,22,16,977,513,39,0,3072,1549,73119
20043,1431,5781,1232,629,34,883,419,17,63,397,80,73120
952,161,1440,214,47,11,96,1,0,0,78,0,73121
6421,866,1514,334,273,42,255,12,0,0,558,213,73122
10164,3633,2939,636,498,84,609,424,0,0,937,782,73127
3138,453,508,12,992,136,147,12,0,0,207,96,73128
6799,2771,1581,259,244,126,751,564,0,0,1970,1205,73129
12710,874,3433,336,314,56,205,61,0,0,468,94,73130
2478,235,86,0,18,0,21,0,0,0,70,0,73131
13856,2052,4544,768,1137,310,398,79,43,0,916,298,73132
2786,666,1159,0,507,0,247,12,0,0,119,41,73134
8858,699,5451,650,1313,36,326,62,12,7,510,186,73135
8958,1558,1343,269,444,27,629,327,0,26,1205,594,73139
862,133,996,205,12,0,5,8,0,0,136,88,73141
10343,363,1739,180,1368,40,234,75,0,0,186,0,73142
973,0,151,0,53,0,0,0,0,0,0,0,73145
2646,656,243,97,352,12,70,104,0,0,356,120,73149
4175,279,193,10,72,0,137,0,9,0,26,37,73150
1812,22,74,0,99,0,38,0,0,0,0,0,73151
16166,2897,2515,270,1544,197,1263,195,139,37,2015,719,73159
39667,4822,2721,344,1632,48,2079,534,22,0,1322,186,73160
17283,1607,4107,351,1515,244,453,180,13,0,80,0,73162
5478,498,547,0,164,0,333,114,0,0,108,38,73165
2372,125,94,0,12,41,28,0,0,0,192,0,73169
26948,1519,1718,208,3456,372,1038,75,0,0,1531,189,73170
3136,112,90,0,119,0,195,10,0,0,23,19,73173
3830,289,404,56,690,17,107,0,16,0,196,69,73179
21234,2843,2139,351,401,194,2106,796,10,6,545,349,73401
17,15,0,0,0,0,0,0,0,0,46,0,73425
979,147,43,0,0,0,30,0,0,0,0,7,73430
628,77,7,0,0,0,66,52,0,0,0,0,73432
1765,226,24,0,0,0,67,18,0,0,1,0,73433
386,68,0,0,0,0,13,6,4,0,0,0,73434
53,0,0,0,0,0,0,0,0,0,0,0,73435
86,3,7,0,0,0,5,2,0,0,0,0,73436
57,0,0,0,0,0,0,0,0,0,0,0,73437
1902,380,18,10,0,0,109,23,0,0,50,6,73438
4483,720,30,0,9,0,187,60,0,0,119,13,73439
89,9,0,0,0,0,19,0,0,0,21,0,73440
93,19,0,0,0,0,9,5,0,0,0,0,73441
162,50,0,0,0,0,14,4,0,0,10,0,73442
1866,393,93,35,37,0,246,151,0,0,0,0,73443
98,4,20,7,0,0,4,0,0,0,0,0,73444
4174,937,29,86,31,0,432,248,4,16,1057,348,73446
686,105,0,0,0,0,17,25,0,3,14,17,73447
3422,527,131,18,8,0,226,103,0,0,249,90,73448
1849,350,10,24,1,0,272,180,0,0,50,0,73449
737,124,22,0,2,0,64,60,0,0,15,0,73450
456,35,2,0,0,0,33,13,0,0,0,0,73453
336,69,0,0,0,0,43,8,0,0,0,0,73455
1192,122,0,0,0,1,120,27,0,0,8,1,73456
723,55,26,0,0,0,10,4,0,0,19,10,73458
1122,135,0,11,36,9,18,6,0,0,6,0,73459
2458,280,131,6,0,0,341,184,32,0,55,104,73460
482,45,36,13,0,0,36,21,0,0,2,2,73461
2932,382,10,0,0,0,96,52,0,0,42,9,73463
746,92,24,19,0,0,47,2,0,0,0,9,73481
1,13,127,26,0,0,2,0,0,0,0,0,73487
10,4,0,0,0,0,0,0,0,0,0,0,73488
519,40,0,0,0,0,7,23,0,0,0,0,73491
7578,979,2863,328,375,84,696,296,45,46,407,125,73501
3378,52,655,0,143,16,51,6,8,0,111,7,73503
21367,3052,8020,1035,1427,90,1111,878,150,34,1418,391,73505
10909,1542,2395,517,286,36,745,400,175,0,541,127,73507
63,12,7,0,0,0,0,0,0,0,0,0,73520
12156,1638,1101,211,326,8,127,80,0,14,985,222,73521
0,0,0,0,0,0,0,0,0,0,0,0,73523
1338,191,14,0,0,0,10,4,0,0,66,0,73526
3117,428,136,0,37,25,316,87,20,0,50,13,73527
522,21,0,1,2,0,25,2,0,0,2,0,73528
3329,515,19,3,10,0,157,58,0,0,19,10,73529
300,22,4,0,0,0,1,0,0,0,40,21,73530
259,29,9,12,0,0,0,2,0,0,0,0,73531
351,13,7,0,0,0,9,0,0,0,13,0,73532
18525,2996,555,68,144,49,878,263,51,14,895,319,73533
317,68,9,2,0,0,19,0,0,0,104,18,73537
4521,192,73,0,64,0,219,6,0,0,182,30,73538
131,0,0,0,0,0,0,0,0,0,10,0,73539
208,10,0,0,2,0,23,13,0,0,10,3,73540
2871,96,61,0,25,0,101,45,0,0,16,0,73541
2208,326,325,17,24,7,105,57,0,0,515,125,73542
1396,129,16,19,8,0,63,5,2,0,59,7,73543
237,4,3,0,0,0,0,0,0,0,25,0,73544
636,89,55,0,0,0,75,7,0,0,112,14,73546
725,4,0,0,6,0,9,0,0,0,3,0,73547
320,22,0,0,22,0,1,0,0,0,0,0,73548
291,3,0,0,0,0,4,0,0,0,0,0,73549
1074,187,209,37,6,0,13,44,0,0,230,67,73550
31,16,0,0,0,0,0,0,0,0,0,0,73551
806,196,6,1,7,0,139,28,4,0,35,0,73552
10,0,0,0,0,0,0,0,0,0,0,0,73553
2352,537,97,0,0,0,2,4,0,0,68,0,73554
112,22,0,0,0,0,12,0,0,0,0,0,73555
65,13,0,0,0,0,3,3,0,0,0,0,73556
157,18,0,0,0,0,6,3,0,0,0,0,73557
308,35,5,0,0,0,7,4,0,0,9,7,73559
563,56,1,0,0,0,0,6,0,0,29,4,73560
590,53,0,0,0,0,7,3,0,0,15,0,73562
300,41,9,0,0,0,11,3,0,0,7,0,73564
586,101,58,0,0,0,11,3,0,0,16,0,73565
1071,84,6,0,0,5,25,0,0,0,10,9,73566
632,88,0,0,8,0,0,0,0,0,0,0,73567
638,101,61,6,0,0,0,12,0,0,0,64,73568
277,61,0,4,0,0,12,15,0,0,29,6,73569
559,62,21,6,0,0,6,1,0,0,110,41,73570
37,32,0,0,0,0,0,0,0,0,0,0,73571
2128,152,0,0,4,0,378,69,0,0,125,18,73572
1532,340,15,0,0,0,25,20,0,0,20,5,73573
4716,498,366,159,42,65,497,18,0,0,1180,109,73601
1313,81,0,0,0,0,23,12,0,0,16,3,73620
211,42,0,0,0,0,3,9,0,0,0,0,73622
1345,263,62,1,6,0,29,33,0,0,88,5,73624
350,2,0,0,0,0,6,1,0,0,10,0,73625
840,24,0,0,0,0,18,1,0,0,8,0,73626
356,64,0,0,0,0,9,0,1,0,3,0,73627
1184,161,0,0,5,0,34,11,17,5,54,28,73628
2508,236,8,0,1,0,13,0,4,0,42,0,73632
171,0,0,0,0,0,0,0,0,0,0,0,73638
606,50,3,0,0,0,41,1,0,0,0,9,73639
335,139,0,0,0,0,1,0,0,0,9,0,73641
100,18,0,0,0,0,0,0,0,0,4,0,73642
10249,1440,309,15,113,0,49,139,0,0,166,150,73644
746,113,1,0,0,0,8,3,0,0,8,0,73645
188,59,0,0,0,0,55,5,0,0,0,0,73646
533,89,0,0,9,0,12,0,0,0,0,0,73647
629,35,0,0,0,6,115,40,0,0,9,0,73650
2640,558,201,20,25,0,20,6,0,0,90,0,73651
722,52,0,0,0,0,16,5,0,0,6,0,73654
622,85,23,0,0,0,37,2,0,0,32,13,73655
173,28,0,1,0,0,7,0,0,0,0,0,73658
180,11,0,0,0,0,0,0,0,0,0,0,73659
313,49,0,0,0,0,4,0,0,0,3,0,73660
576,85,0,0,0,0,2,5,0,0,0,0,73661
3521,451,81,0,15,0,22,13,0,0,57,25,73662
818,115,0,0,0,0,53,81,0,0,0,0,73663
749,106,3,0,0,0,21,27,0,0,68,20,73664
311,45,0,0,0,0,3,0,0,0,0,0,73666
344,58,2,0,0,0,32,0,0,0,0,0,73667
13,3,0,0,0,0,0,0,0,0,0,0,73668
1004,297,0,0,0,0,75,19,0,0,13,13,73669
326,49,0,0,0,0,3,0,0,0,17,0,73673
14173,2394,345,108,114,0,664,178,1345,1177,1431,749,73701
21321,1975,613,12,533,110,323,46,208,0,257,265,73703
0,0,0,0,0,0,0,0,0,0,0,0,73705
405,47,0,0,0,0,0,0,0,0,5,15,73716
5366,559,104,12,13,0,87,0,0,0,30,19,73717
453,22,0,0,0,0,5,0,0,0,19,0,73718
97,4,0,0,0,0,0,0,0,0,0,0,73719
109,0,0,0,0,0,0,0,0,0,0,0,73720
243,88,0,0,38,0,0,4,0,0,0,0,73722
562,29,0,0,4,0,64,10,0,0,11,9,73724
281,50,0,0,0,0,4,6,0,0,0,0,73726
82,3,0,0,5,0,0,0,0,0,0,0,73727
1440,120,15,4,1,0,17,0,0,0,106,0,73728
474,100,0,0,0,0,2,0,0,0,0,0,73729
518,112,0,0,0,0,3,0,0,0,0,0,73730
93,3,0,0,0,0,35,6,0,0,0,0,73731
164,6,0,0,0,0,2,0,0,0,25,0,73733
450,35,3,0,0,0,19,0,0,0,3,7,73734
567,12,9,0,0,0,1,0,0,0,105,6,73735
339,208,11,0,0,0,1,3,0,0,3,0,73736
2542,386,0,0,16,11,59,26,0,0,59,11,73737
772,94,8,9,0,0,0,0,0,0,8,0,73738
388,16,0,0,0,0,0,0,0,0,0,0,73739
380,31,18,0,0,0,10,1,0,0,0,0,73741
2508,514,0,8,8,6,17,13,0,0,167,47,73742
65,2,0,0,0,0,0,0,0,0,0,0,73743
137,0,0,0,0,0,0,0,0,0,1,0,73744
5,0,0,0,0,0,0,0,0,0,0,0,73746
153,44,0,0,0,0,12,0,0,0,0,0,73747
451,73,0,0,0,0,4,0,0,0,0,0,73749
4904,839,52,0,187,27,25,0,41,0,138,10,73750
414,14,1,0,0,0,1,0,0,0,0,0,73753
976,97,11,0,3,0,3,2,0,0,13,1,73754
631,48,2,0,0,0,23,1,0,0,0,0,73755
208,66,0,0,0,0,3,0,0,0,37,9,73756
113,48,0,0,0,0,5,0,0,0,0,0,73757
187,3,0,0,3,2,8,0,0,0,0,0,73758
936,97,7,34,3,0,48,0,0,0,25,0,73759
346,16,0,0,0,0,0,1,0,0,0,0,73760
163,46,0,3,0,0,8,0,0,0,0,0,73761
1835,77,0,0,4,0,39,6,0,0,21,22,73762
1115,211,0,0,0,0,24,0,0,0,35,0,73763
205,35,0,0,0,0,0,0,0,0,0,0,73764
1041,83,15,0,0,0,7,6,0,0,0,7,73766
1083,78,0,0,9,0,22,10,69,0,80,51,73768
17,0,0,0,0,0,0,0,0,0,0,0,73770
244,56,0,0,0,0,4,3,0,0,0,0,73771
1713,151,70,23,0,0,179,62,0,0,113,36,73772
1248,343,0,0,1,0,3,0,0,0,0,0,73773
11433,1798,0,68,57,0,303,66,2,0,288,331,73801
762,85,0,0,16,2,9,0,0,0,15,0,73832
1207,54,0,0,0,0,0,0,0,0,153,44,73834
208,50,0,0,0,0,4,0,0,0,0,0,73835
471,20,0,0,1,0,8,0,11,0,5,7,73838
363,95,0,0,0,0,0,10,0,0,0,0,73840
366,55,0,0,0,0,3,2,0,0,0,0,73841
356,27,4,0,2,0,14,0,0,0,2,0,73842
585,123,0,0,0,0,1,0,0,0,0,0,73843
181,66,0,6,0,0,3,0,0,0,22,0,73844
1062,120,0,0,0,0,0,0,0,0,209,153,73848
141,2,0,0,0,0,0,0,0,0,0,0,73851
1639,225,0,0,9,0,2,0,2,0,10,26,73852
358,110,0,0,0,0,5,0,0,0,23,0,73853
115,11,0,0,0,0,0,0,0,0,11,10,73855
693,70,14,0,12,0,18,2,0,0,24,0,73857
1187,149,5,3,17,0,42,2,0,0,22,34,73858
1027,175,0,0,0,0,1,21,0,0,2,0,73859
821,101,0,0,0,0,141,0,0,0,0,0,73860
109,5,0,0,0,0,0,0,0,0,93,42,73901
455,6,0,0,0,6,0,0,0,0,11,0,73931
1245,217,5,0,0,0,4,6,0,0,195,56,73932
963,262,0,0,0,0,3,2,0,0,6,0,73933
173,14,0,0,0,0,0,0,0,0,0,0,73937
481,52,0,0,0,0,45,0,0,0,23,0,73938
1019,118,47,0,19,21,11,1,0,0,83,8,73939
5287,1747,849,372,205,0,266,36,0,0,2386,577,73942
116,11,0,0,4,0,6,1,0,0,328,3,73944
1550,113,8,24,8,0,46,0,0,0,431,25,73945
28,0,0,0,0,0,0,0,0,0,0,0,73946
456,54,0,0,0,0,2,0,0,0,0,0,73947
1000,115,0,0,0,0,18,0,0,0,90,40,73949
778,117,0,0,0,0,2,0,0,0,187,48,73950
525,100,0,0,0,0,3,0,0,0,558,0,73951
7,0,0,0,0,0,0,0,0,0,0,0,73960
147,23,0,0,0,0,24,34,0,0,0,0,74001
1103,135,2,0,0,0,232,20,0,0,3,0,74002
8622,1315,582,84,66,27,905,322,4,0,272,198,74003
19220,1450,603,59,796,54,1718,407,5,0,290,386,74006
22130,1539,340,52,641,30,1567,242,0,0,502,35,74008
6980,1010,258,98,5,0,813,282,0,0,103,9,74010
22692,1593,1105,144,792,73,1257,123,28,0,358,76,74011
39483,4770,3841,508,3165,266,2481,448,20,0,787,271,74012
27952,1919,1266,187,1519,34,2052,622,4,0,1053,423,74014
4871,672,49,24,152,8,949,123,0,0,229,31,74015
3022,602,3,0,21,39,853,435,16,6,0,0,74016
17390,2055,265,42,203,77,3456,944,26,2,262,102,74017
13704,1175,135,22,217,8,2267,464,0,0,168,124,74019
5183,594,17,23,13,7,405,142,0,0,113,29,74020
15017,1264,216,0,885,38,1538,450,0,0,349,18,74021
1172,123,6,0,10,2,130,114,0,0,5,3,74022
7850,1246,258,78,8,0,496,231,0,0,169,42,74023
594,108,18,0,0,0,28,27,0,0,4,0,74026
520,80,0,24,0,0,94,39,5,0,9,0,74027
1098,113,17,7,0,0,151,22,0,0,0,2,74028
3285,358,0,0,39,25,493,100,0,0,95,47,74029
2172,230,39,0,0,0,204,63,0,0,0,0,74030
1394,130,11,0,0,0,77,20,0,0,0,11,74032
7768,1011,355,99,459,65,753,336,0,0,114,0,74033
63,1,0,0,0,0,2,0,0,0,2,0,74034
1472,213,106,9,0,0,493,131,0,0,52,11,74035
4910,897,37,17,39,29,497,72,10,0,37,4,74036
14862,1099,675,82,2214,477,868,143,24,7,172,16,74037
1506,212,0,0,0,0,134,47,0,0,10,0,74038
2824,363,4,0,3,0,390,158,0,0,106,13,74039
1733,176,10,0,91,0,308,59,3,0,41,44,74041
156,16,13,0,0,0,70,20,0,0,0,0,74042
5405,579,96,7,9,0,794,225,0,0,86,0,74044
207,15,0,0,0,0,0,7,0,2,0,0,74045
126,31,0,0,0,0,4,3,0,0,0,0,74046
5161,675,85,23,16,0,510,210,3,0,60,22,74047
2910,576,33,26,39,3,702,256,7,0,101,29,74048
286,82,0,0,0,0,67,10,0,0,0,0,74050
1033,188,7,0,2,0,329,123,0,0,67,0,74051
744,105,0,0,0,0,64,11,0,0,11,0,74052
3481,334,28,0,168,0,634,147,0,0,2,24,74053
437,85,0,0,2,2,13,10,0,0,13,4,74054
33368,2217,1484,44,1169,75,2882,337,46,18,1528,168,74055
2291,475,31,0,0,17,831,481,0,0,59,20,74056
2351,197,28,5,23,9,318,212,0,0,19,0,74058
4006,1078,190,0,33,0,128,13,0,0,34,68,74059
259,35,0,0,2,0,14,11,0,0,8,0,74060
1480,184,8,0,13,0,310,126,0,0,4,6,74061
558,140,0,4,5,0,12,1,0,0,1,0,74062
22020,2085,431,51,176,8,2133,391,0,0,405,98,74063
21153,2101,704,48,272,13,3166,677,0,0,389,172,74066
24,17,0,0,0,0,0,0,0,0,0,0,74068
10299,993,9,1,61,0,1293,393,0,0,61,14,74070
97,7,3,0,0,0,19,8,0,0,0,0,74071
1011,104,19,0,0,0,188,78,0,0,7,2,74072
3427,379,118,8,235,6,415,61,27,0,118,17,74073
23362,1803,983,168,1178,70,998,352,5,0,218,47,74074
16707,2080,694,333,1893,130,458,250,6,30,140,126,74075
1191,13,85,20,11,0,121,11,0,0,21,0,74077
297,0,9,0,11,15,22,0,0,0,0,0,74078
3336,365,65,10,7,0,210,84,6,0,25,37,74079
1926,233,0,0,70,0,305,82,0,0,5,0,74080
1501,138,0,0,0,0,95,18,0,0,0,0,74081
188,18,0,0,0,0,3,1,0,0,0,0,74082
656,50,14,5,0,0,71,20,0,0,5,0,74083
264,38,0,0,0,0,40,5,0,0,0,0,74084
1686,428,0,0,12,0,64,13,26,0,10,1,74085
450,95,36,3,0,0,7,36,0,0,9,0,74103
