hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,ZIP Code
27182,1010,2281,128,7215,331,149,0,80,0,2742,125,2135
10157,229,19370,949,779,23,7,81,150,0,3077,282,2136
24011,477,2078,143,6528,90,99,0,2,0,795,55,2138
21794,125,5333,297,7372,189,36,0,110,0,1079,16,2139
12270,112,2963,376,3969,8,10,0,8,0,307,12,2140
8899,151,1152,73,2753,43,12,0,10,0,315,0,2141
2033,9,288,0,1796,5,22,0,0,0,34,0,2142
18602,211,853,9,2546,31,46,0,6,0,889,103,2143
19309,280,829,6,2364,26,72,0,0,0,76,0,2144
18018,441,1223,178,2806,54,104,0,7,0,2222,122,2145
29948,1445,8057,602,16706,1250,118,0,0,0,2159,320,2148
20846,1452,6156,508,4151,186,459,0,64,0,4072,575,2149
12558,627,2363,65,1121,3,221,0,0,0,4824,151,2150
34319,1012,2201,192,3427,168,64,0,0,0,6752,857,2151
14487,437,715,32,306,0,345,0,0,0,1069,39,2152
43022,827,4791,158,7189,344,16,0,37,0,1496,736,2155
1184,17,191,9,314,0,0,0,0,0,39,0,2163
34352,1204,4746,241,14465,275,91,0,42,0,1025,271,2169
10712,443,783,52,6887,224,4,0,21,0,197,1,2170
10455,199,586,16,7002,335,39,0,0,0,201,0,2171
23205,210,716,59,2732,47,14,0,0,0,399,16,2176
18921,225,354,0,1669,30,8,0,0,0,429,0,2180
26575,371,1203,42,7883,153,0,0,0,0,331,6,2184
19961,156,4502,75,1701,13,51,0,20,0,244,37,2186
12165,281,857,17,931,22,24,0,0,0,205,0,2188
11512,246,1793,42,658,0,0,0,0,0,315,11,2189
15285,267,182,109,1644,60,13,0,0,0,405,24,2190
6673,184,122,0,577,13,0,0,0,0,98,0,2191
842,0,56,0,223,0,0,0,0,0,30,0,2199
0,0,0,0,0,0,0,0,0,0,0,0,2203
0,0,0,0,0,0,0,0,0,0,0,0,2205
4701,15,97,0,475,8,0,0,0,0,37,0,2210
14532,250,1671,27,4900,191,62,0,18,0,789,0,2215
19362,1108,26781,1143,1388,0,62,3,0,0,6781,353,2301
11950,627,13554,564,541,0,65,0,85,0,2904,63,2302
3241,29,985,1,132,26,19,0,0,0,59,7,2322
20677,427,921,0,743,24,11,0,0,0,505,0,2324
2123,6,333,0,67,0,0,0,0,0,78,0,2325
10266,215,7,0,181,0,0,0,0,0,162,10,2330
14602,348,118,0,181,0,12,0,0,0,70,0,2332
12730,489,267,0,67,0,0,0,0,0,137,0,2333
6944,96,0,0,0,12,7,0,0,0,58,0,2338
13591,141,26,18,228,0,0,0,0,0,37,20,2339
9270,107,49,0,364,0,28,0,0,0,122,0,2341
8360,95,1121,0,377,0,0,0,0,0,82,0,2343
21618,647,198,0,351,0,0,0,50,0,462,0,2346
10714,140,203,0,151,0,7,0,0,0,51,0,2347
97,0,0,0,0,0,0,0,0,0,0,0,2350
14233,330,138,0,497,0,0,0,0,0,446,61,2351
10079,136,403,13,271,0,4,0,0,0,452,0,2356
1056,21,73,0,55,12,0,0,0,0,4,0,2357
17139,65,34,15,319,0,0,0,0,0,269,0,2359
53488,1209,377,17,680,24,27,0,69,0,727,383,2360
12812,256,64,6,150,0,0,5,0,0,26,0,2364
0,0,0,0,0,0,0,0,0,0,0,0,2366
2811,41,36,0,0,0,0,0,0,0,1,0,2367
10218,165,13241,814,4721,162,0,0,0,0,2239,48,2368
15410,107,541,0,162,0,31,0,0,0,558,0,2370
9361,65,616,0,420,13,0,0,0,0,142,0,2375
6945,114,110,0,42,11,0,0,0,0,35,0,2379
13356,154,329,10,149,0,124,0,0,0,316,30,2382
9613,35,344,0,4707,109,0,0,0,0,326,0,2420
10183,27,222,0,5918,82,0,0,0,0,255,26,2421
15282,223,797,10,3180,19,120,0,0,0,493,4,2445
21277,198,828,7,5903,118,17,0,0,0,406,24,2446
11642,76,1143,0,2775,0,88,0,0,0,1081,67,2451
10178,227,1617,72,1902,170,12,0,32,0,609,4,2452
19621,324,1726,24,3482,30,240,0,29,0,2036,211,2453
792,105,121,0,503,6,5,0,0,0,73,0,2457
9267,149,423,0,1481,21,0,0,0,0,624,0,2458
14445,227,531,0,2779,19,0,0,4,0,226,22,2459
7559,46,472,3,846,19,37,0,0,0,275,8,2460
5125,16,78,0,1257,23,0,146,0,0,140,53,2461
916,31,8,0,225,0,0,0,0,0,60,0,2462
1947,86,70,0,1028,0,0,0,0,0,33,0,2464
8451,46,266,0,1636,0,9,0,0,0,210,0,2465
6421,44,250,0,1606,24,8,0,0,0,72,0,2466
14755,270,643,0,3520,168,7,0,10,0,369,13,2467
4458,8,42,0,692,0,0,0,0,0,55,0,2468
25570,423,1358,0,4135,33,51,0,0,0,1021,37,2472
21426,67,676,29,3553,209,31,0,6,0,463,74,2474
13100,55,544,10,2287,56,14,0,0,0,221,0,2476
19164,221,434,5,4631,250,14,0,0,0,322,14,2478
12965,246,393,0,1926,40,32,25,0,0,115,0,2481
8246,79,108,0,1490,0,0,0,0,0,108,0,2482
18121,64,314,14,1673,39,20,0,43,0,14,0,2492
8859,47,354,0,1560,0,17,0,0,0,308,0,2493
8156,154,384,25,1313,19,11,0,0,0,29,0,2494
11172,301,71,52,475,0,45,0,0,0,393,74,2532
1164,19,17,0,0,0,25,0,0,0,0,0,2534
1913,57,35,4,54,0,134,6,0,0,0,0,2535
17621,570,287,0,456,0,170,21,0,0,532,62,2536
5908,20,225,0,0,0,0,0,0,0,19,0,2537
3795,0,0,0,47,0,173,0,0,0,77,0,2538
3949,434,180,15,0,23,38,0,0,0,50,0,2539
7335,93,89,0,179,41,138,0,0,0,85,0,2540
415,9,12,0,0,0,0,0,0,0,22,0,2542
747,19,0,0,0,0,0,0,0,0,0,0,2543
76,0,0,0,0,0,0,0,0,0,0,0,2553
9741,620,1509,14,257,0,0,0,0,0,692,0,2554
2012,15,36,0,43,0,0,0,0,0,13,0,2556
1439,194,208,0,0,0,0,0,0,0,15,0,2557
1107,178,79,0,0,0,0,0,0,0,206,0,2558
3020,83,30,0,46,0,0,0,0,0,0,0,2559
411,19,0,0,30,0,0,0,0,0,0,0,2561
3225,0,0,0,177,0,0,0,0,0,0,0,2562
9189,95,8,0,252,0,0,34,0,0,87,18,2563
143,0,32,0,2,0,0,0,0,0,0,0,2564
6241,392,192,0,204,0,0,0,0,0,322,0,2568
8281,287,191,0,99,0,0,0,0,0,862,0,2571
2170,47,0,0,0,24,0,0,0,0,227,0,2575
3589,28,105,0,8,0,0,0,0,0,282,0,2576
0,24,0,0,0,0,0,0,0,0,0,0,2584
10140,875,2222,88,165,0,30,0,11,0,1484,227,2601
1601,154,2,0,8,0,0,0,0,0,12,14,2630
9263,214,70,0,31,0,0,0,0,0,36,11,2631
9903,339,211,0,87,0,10,0,0,0,169,25,2632
4184,38,27,0,162,0,16,0,0,0,13,0,2633
2711,96,92,26,39,0,0,0,0,0,0,0,2635
323,0,0,0,0,0,0,0,0,0,0,0,2637
2712,238,27,0,28,0,51,0,0,0,21,0,2638
2332,143,146,0,15,0,0,0,0,0,0,0,2639
306,13,0,0,0,0,0,0,0,0,0,0,2641
5039,73,223,0,103,17,10,0,0,0,0,0,2642
0,0,0,0,0,0,0,0,0,0,0,0,2643
3467,284,0,0,18,0,16,0,0,0,0,0,2644
9831,173,33,69,14,0,0,0,0,0,244,0,2645
1792,74,23,0,5,0,0,0,0,0,21,0,2646
159,0,0,0,0,0,0,0,0,0,0,0,2647
7080,158,149,0,84,0,33,0,0,0,0,0,2648
12952,164,376,4,232,19,334,9,0,0,160,9,2649
842,0,0,0,0,0,0,0,0,0,0,0,2650
996,0,0,0,0,0,0,0,0,0,0,0,2652
6093,27,13,0,59,0,0,0,0,0,0,0,2653
2607,159,276,0,47,0,18,0,0,0,118,13,2655
2828,96,27,0,80,0,29,0,0,0,204,0,2657
902,0,14,0,0,0,0,0,0,0,0,0,2659
6046,52,147,40,9,0,0,0,0,0,117,0,2660
462,0,0,0,0,0,0,0,0,0,0,0,2663
7446,278,137,0,528,0,0,0,0,0,271,0,2664
630,0,0,0,0,0,0,0,0,0,1,0,2666
3222,109,11,0,36,0,0,0,0,0,49,20,2667
2392,44,0,0,0,0,0,0,0,0,0,0,2668
1290,22,0,0,0,0,0,0,9,0,0,0,2670
696,23,0,0,22,0,0,0,0,0,9,0,2671
0,28,0,0,0,0,0,0,0,0,0,0,2672
6315,248,984,166,137,15,18,0,0,0,361,122,2673
6902,44,11,0,26,0,0,0,0,0,0,0,2675
4058,215,0,0,9,0,30,0,0,0,9,0,2702
37614,1107,2040,20,1532,48,11,0,42,0,1240,54,2703
22,10,0,0,0,0,0,0,0,0,0,0,2713
3317,30,6,0,0,0,0,0,0,68,64,0,2715
4516,73,32,0,84,0,8,0,0,0,13,0,2717
5734,257,506,0,77,0,26,0,0,0,230,0,2718
14571,289,46,0,235,10,22,0,0,0,160,13,2719
22255,1090,1899,149,524,19,0,0,0,0,1198,198,2720
18411,600,1482,87,1052,66,54,0,0,0,1717,63,2721
11773,561,921,16,271,76,10,0,80,0,1141,72,2723
12542,688,1172,224,373,105,80,0,0,0,1155,15,2724
2085,16,28,0,0,0,0,0,0,0,0,0,2725
14795,190,21,0,202,0,0,0,0,0,8,0,2726
4221,76,172,15,112,0,0,0,0,0,71,0,2738
5990,67,0,0,29,0,54,0,0,0,39,0,2739
25289,924,2842,203,876,50,475,0,0,0,8286,614,2740
9809,17,30,0,52,0,6,0,0,0,87,1,2743
7182,394,663,0,89,0,25,0,0,0,1915,171,2744
17773,562,489,0,253,0,8,0,0,0,2637,162,2745
7165,362,1172,97,22,0,23,116,0,0,3844,466,2746
17452,481,596,6,670,0,8,0,45,0,253,11,2747
10316,36,83,0,200,0,0,0,0,0,205,17,2748
24404,698,569,9,1654,17,0,0,0,0,461,0,2760
7760,218,775,0,364,0,0,0,0,0,357,0,2762
1561,20,0,0,20,0,0,0,0,0,0,0,2763
4116,22,0,0,0,0,0,0,0,0,215,0,2764
16451,242,1015,12,416,0,6,0,0,0,277,52,2766
12807,43,898,0,394,0,0,0,0,0,529,0,2767
12001,177,54,0,48,0,0,0,0,0,40,59,2769
5355,79,15,0,1,0,0,0,0,0,39,0,2770
13727,217,447,0,54,0,0,0,0,0,402,0,2771
15505,320,191,1,220,0,47,0,0,0,157,0,2777
5958,150,224,0,8,0,13,0,0,0,61,28,2779
38186,903,3888,63,1101,93,105,27,0,0,1169,69,2780
15274,376,7,0,88,0,0,0,0,0,157,44,2790
371,0,0,0,0,0,0,0,0,0,0,0,2791
613,0,0,0,0,0,0,0,0,0,0,0,2802
2293,102,15,0,0,0,0,0,0,0,0,0,2804
15222,169,45,0,691,46,17,0,0,0,101,0,2806
857,63,8,0,0,0,0,0,0,0,0,0,2807
2292,36,0,0,0,0,0,0,0,0,0,0,2808
19741,416,282,0,442,0,11,0,0,0,152,29,2809
1009,0,0,0,0,0,0,0,0,0,0,0,2812
7306,231,19,17,69,0,48,0,0,0,23,0,2813
7192,0,0,0,38,0,5,0,0,0,15,0,2814
111,0,0,0,0,0,0,0,0,0,0,0,2815
29553,635,60,0,487,0,21,0,0,0,489,7,2816
5797,140,46,0,105,0,6,0,0,0,143,0,2817
17085,143,149,0,1357,0,115,0,0,0,185,5,2818
5457,21,138,0,44,0,11,0,0,0,59,19,2822
17,0,0,0,0,0,0,0,0,0,0,0,2823
291,0,0,0,0,0,0,0,0,0,0,0,2824
5059,97,14,0,9,0,0,0,0,0,0,0,2825
367,0,0,0,0,0,0,0,0,0,0,0,2826
2009,145,17,0,5,0,0,0,0,0,6,0,2827
6325,140,48,0,122,0,14,0,0,0,117,0,2828
82,0,0,0,0,0,0,0,0,0,0,0,2829
6286,93,1,0,220,0,0,0,0,0,56,0,2830
3684,56,0,0,38,0,0,0,0,0,0,0,2831
4407,26,11,0,94,0,0,0,0,0,0,0,2832
621,0,0,0,0,0,0,0,0,0,0,0,2833
5264,32,3,0,0,0,15,0,0,0,0,0,2835
87,0,0,0,0,0,0,0,0,0,0,0,2836
3506,76,21,0,19,0,0,0,0,0,0,0,2837
2633,26,8,0,91,0,1,0,0,0,2,224,2838
1396,98,0,0,20,0,0,0,0,0,84,0,2839
17051,1017,1704,0,320,7,247,0,203,0,669,62,2840
0,0,4,10,0,0,0,0,0,0,0,0,2841
12642,392,839,132,398,0,17,0,20,0,538,12,2842
19931,375,141,0,815,0,28,0,0,0,185,0,2852
7583,90,17,0,117,0,0,0,0,0,82,34,2857
286,0,0,0,0,0,0,0,0,0,0,0,2858
5769,381,0,0,85,0,0,0,0,0,622,0,2859
20905,838,9028,509,504,9,304,5,63,0,6265,610,2860
17397,689,2951,74,410,0,84,53,5,0,2149,142,2861
6439,488,1362,298,14,8,115,0,0,0,7169,1818,2863
30365,571,891,0,1202,0,7,0,0,0,923,501,2864
15177,460,235,0,1095,0,0,0,0,0,301,54,2865
15658,231,131,0,173,0,0,0,0,0,29,0,2871
76,0,6,0,0,0,0,0,0,0,0,0,2872
97,0,0,0,0,0,0,0,0,0,0,0,2873
5816,92,56,0,111,0,0,0,0,0,0,0,2874
176,0,0,0,0,0,0,0,0,0,0,0,2875
659,0,0,0,0,0,0,0,0,0,0,0,2876
14764,639,165,25,127,0,6,0,0,0,372,0,2878
20028,396,338,0,336,0,252,0,0,0,267,4,2879
5504,50,377,11,557,94,64,0,6,0,118,0,2881
12174,307,60,0,52,0,13,0,0,22,111,0,2882
9863,306,158,15,50,0,0,0,0,0,215,0,2885
25552,682,676,41,1361,11,109,0,58,0,166,0,2886
15022,636,1035,102,133,59,74,0,0,0,411,20,2888
23794,1031,543,17,505,109,99,0,7,0,543,38,2889
19102,663,201,0,533,0,43,0,0,0,548,0,2891
5430,69,0,0,44,0,0,0,0,0,0,0,2892
25000,753,542,172,969,60,31,16,0,0,1092,91,2893
554,55,0,0,0,0,0,0,0,0,0,0,2894
25161,1033,3055,261,2330,368,513,31,42,0,2720,343,2895
10411,362,45,0,90,30,0,0,35,0,4,3,2896
1508,33,0,0,0,0,0,0,0,0,0,0,2898
6396,133,973,73,1494,27,31,0,0,0,702,31,2903
17999,394,3009,175,1410,9,5,0,0,0,3202,190,2904
11353,350,4042,325,803,80,121,0,0,0,4889,358,2905
19173,410,975,133,2461,387,4,6,0,0,917,5,2906
7219,515,3855,695,1655,208,393,91,36,0,10943,1389,2907
17716,717,6544,936,1674,107,276,0,21,0,4736,771,2908
15533,1111,7223,659,1405,189,166,78,27,0,7232,1158,2909
15043,828,889,16,1411,316,198,0,86,0,1536,248,2910
11363,300,1504,78,560,81,4,0,0,0,682,18,2911
2971,32,432,61,854,36,10,0,0,0,17,0,2912
14903,611,1868,53,697,64,61,0,0,21,1012,150,2914
13155,249,544,26,249,0,13,0,0,0,568,0,2915
7699,349,211,30,16,21,9,0,0,0,58,10,2916
12940,202,262,9,486,12,20,0,0,0,61,128,2917
2262,101,194,1,145,5,0,0,0,0,47,7,2918
23384,439,926,214,259,58,2,0,0,0,876,86,2919
24070,1180,1876,51,2092,161,35,0,100,0,1430,193,2920
9980,229,182,0,1195,0,38,0,0,0,162,0,2921
10973,281,0,0,162,16,0,0,6,0,32,8,3031
5419,127,58,0,0,0,0,0,0,0,0,0,3032
5272,137,40,0,27,7,0,0,0,0,43,0,3033
3626,452,45,0,0,0,0,0,0,0,0,0,3034
5037,88,9,0,58,0,1,0,0,0,18,0,3036
4213,218,28,0,30,0,0,0,0,0,59,0,3037
29398,2106,312,0,592,0,27,0,0,0,629,13,3038
6407,394,27,0,1,40,0,0,0,0,37,40,3042
1348,49,6,0,3,0,0,0,2,0,1,0,3043
4287,190,0,0,43,0,0,0,0,0,0,18,3044
12317,477,21,0,119,0,18,0,0,0,58,15,3045
2857,40,10,0,20,0,0,0,0,0,0,0,3046
1553,106,13,0,2,0,0,0,0,0,8,0,3047
2878,193,111,64,16,0,7,0,0,0,83,0,3048
7271,59,303,0,124,0,20,0,0,0,11,0,3049
22363,803,438,0,796,50,0,0,0,0,58,44,3051
7963,216,0,0,25,0,0,24,0,0,17,0,3052
23406,878,250,0,303,7,0,0,0,15,32,0,3053
23567,640,336,0,1238,0,0,0,2,0,388,42,3054
13060,1175,32,0,156,26,7,0,0,0,151,0,3055
2344,149,14,0,0,0,3,0,0,0,0,2,3057
22182,1714,991,207,1150,50,37,0,0,0,858,398,3060
21273,601,606,246,3878,350,52,46,0,0,151,284,3062
12035,407,328,0,1058,24,31,0,0,0,197,20,3063
11372,578,133,125,381,39,14,0,0,0,270,78,3064
5667,259,0,0,0,0,0,0,0,0,73,0,3070
4470,267,0,0,138,0,0,0,0,0,0,0,3071
12568,407,189,0,229,9,8,0,0,0,237,0,3076
9137,723,313,0,103,0,0,0,0,0,54,0,3077
25409,1073,356,22,1106,81,0,99,0,0,712,29,3079
1373,56,0,0,0,0,0,0,0,0,0,0,3082
1257,60,1,0,0,0,1,0,0,0,0,0,3084
3563,233,0,0,33,25,0,0,0,0,48,0,3086
13130,320,101,0,875,21,0,0,0,0,258,0,3087
2158,214,431,0,309,10,6,0,0,0,9,0,3101
24817,1687,2039,487,960,347,19,81,8,0,683,51,3102
23832,2714,1600,128,2495,266,40,0,9,0,1221,442,3103
25579,1613,1503,157,817,198,154,9,37,0,783,379,3104
12355,727,257,15,450,15,62,0,0,0,145,0,3106
8668,267,61,0,531,0,0,0,0,0,19,0,3109
19089,412,155,0,1472,26,0,0,0,0,131,74,3110
224,6,0,0,6,0,0,0,0,0,9,0,3215
1897,54,66,0,7,0,0,0,0,0,11,0,3216
1754,118,11,0,23,7,0,0,0,0,8,0,3217
1434,61,0,0,0,0,0,0,0,0,0,0,3218
6468,597,111,0,79,1,0,0,0,0,0,0,3220
2118,70,2,0,41,0,3,0,0,0,5,0,3221
4944,542,6,0,118,26,7,0,0,0,30,0,3222
3066,282,0,0,0,0,0,0,0,0,0,0,3223
2015,121,9,2,11,0,0,1,0,0,0,0,3224
2909,202,0,0,26,0,131,0,0,0,34,0,3225
775,26,0,0,0,0,0,0,0,0,0,0,3226
1395,46,0,0,0,0,0,0,0,0,0,0,3227
5524,172,21,0,0,0,0,0,0,0,0,0,3229
1241,197,8,0,5,0,5,0,0,0,0,0,3230
110,0,0,0,0,0,0,0,0,0,0,0,3231
209,0,0,0,0,0,0,0,0,0,0,0,3233
4468,53,0,0,60,0,0,0,0,0,9,0,3234
7597,470,69,0,20,71,0,0,0,0,65,0,3235
2251,62,0,0,5,0,0,0,0,0,0,0,3237
73,7,0,0,0,0,0,0,0,0,0,0,3238
1012,93,0,0,5,0,3,0,10,0,1,0,3240
1017,100,0,0,1,0,0,0,0,0,8,0,3241
5478,382,35,0,13,5,0,0,0,0,21,0,3242
833,44,0,0,0,0,1,0,0,0,0,0,3243
6518,489,49,0,13,0,0,0,0,0,149,0,3244
1922,44,0,0,32,0,0,0,0,0,12,0,3245
14186,1134,197,1,166,21,13,0,0,0,350,83,3246
6652,411,0,0,61,267,0,0,0,0,19,0,3249
1183,41,19,0,21,192,0,0,0,0,0,0,3251
5865,483,28,0,111,0,22,0,0,0,20,0,3253
4573,283,2,0,1,0,0,0,0,0,81,0,3254
1776,48,11,0,20,7,0,0,0,0,0,0,3255
2305,223,11,0,0,0,0,0,0,0,0,0,3256
3862,118,43,0,12,6,0,0,0,0,0,0,3257
2446,41,0,0,25,33,2,0,0,0,0,0,3258
230,13,0,0,0,0,0,0,0,0,0,0,3259
934,6,0,0,18,0,0,0,0,0,0,0,3260
4199,109,87,0,33,0,0,7,0,0,41,0,3261
967,86,0,0,49,0,1,0,0,0,0,0,3262
3533,460,9,0,0,0,0,0,20,0,0,0,3263
5528,654,209,0,54,60,0,0,0,0,18,12,3264
1553,144,3,0,36,1,3,0,3,0,79,0,3266
1358,81,0,0,0,0,6,0,0,0,0,0,3268
2555,244,42,0,29,0,0,0,0,0,0,0,3269
130,34,0,0,0,0,0,0,0,0,30,0,3273
10134,825,244,62,104,0,5,0,5,0,0,0,3275
7757,407,58,0,15,20,49,0,0,0,0,0,3276
2553,191,27,0,23,0,0,0,0,0,0,0,3278
650,51,0,0,0,0,0,0,0,0,35,0,3279
979,84,0,0,0,0,4,0,0,0,5,0,3280
8378,547,0,0,15,0,0,0,0,0,0,0,3281
988,46,7,0,7,10,0,0,0,0,4,0,3282
614,178,0,0,0,0,0,0,0,0,0,0,3284
2491,181,10,0,17,0,7,0,0,0,0,0,3285
1349,72,0,0,49,0,0,0,0,0,0,0,3287
4467,125,22,0,65,9,0,0,0,0,0,0,3290
134,0,0,0,0,0,0,0,0,0,0,0,3291
57,0,0,0,0,0,0,0,0,0,0,0,3293
25861,1645,767,231,1395,168,185,18,0,0,281,37,3301
13506,990,353,17,239,0,40,0,0,6,54,0,3303
7705,135,0,0,111,0,0,0,0,0,37,0,3304
5261,212,0,0,24,0,0,0,0,0,0,0,3307
21605,1172,204,39,154,0,27,0,7,0,125,0,3431
2548,226,10,0,0,0,0,0,0,0,45,7,3440
312,45,0,0,0,0,0,0,0,0,0,0,3441
1194,190,0,0,3,0,15,0,0,0,26,0,3442
303,0,0,0,0,0,0,0,0,0,0,0,3443
1536,52,7,0,12,13,2,0,0,0,3,0,3444
603,23,0,0,26,0,0,0,0,0,13,0,3445
5920,267,0,0,14,0,0,0,0,0,40,0,3446
2067,140,0,0,13,0,0,0,0,0,3,0,3447
804,51,0,0,0,0,5,0,0,0,10,0,3448
1548,132,25,0,3,0,7,4,0,0,5,0,3449
849,63,17,0,12,0,7,2,0,0,0,0,3450
3692,135,0,0,0,0,0,0,7,0,0,26,3451
4505,402,54,7,53,0,0,0,0,0,16,0,3452
2114,105,0,0,0,1,10,0,0,0,0,0,3455
731,52,0,0,0,0,0,0,0,0,9,0,3456
697,36,0,0,0,0,0,0,0,0,2,0,3457
6236,209,13,0,32,0,0,0,0,0,110,0,3458
5259,335,67,0,83,0,0,0,0,0,68,0,3461
1460,25,9,0,0,0,0,0,0,0,0,0,3462
849,38,0,0,6,0,6,0,0,0,0,0,3464
1729,113,0,0,0,0,4,0,0,0,8,0,3465
1359,280,0,0,79,0,0,0,0,0,0,0,3466
1859,55,0,0,5,0,6,0,0,0,10,0,3467
4137,484,0,3,15,7,32,0,0,0,7,0,3470
5323,254,0,0,43,0,12,0,0,0,71,9,3561
7125,724,2,0,39,5,0,0,0,0,0,2,3570
2369,108,20,0,17,0,0,6,0,0,0,0,3574
0,0,0,0,0,0,0,0,0,0,0,0,3575
2370,209,8,0,2,0,18,0,0,0,3,0,3576
397,12,0,0,2,0,0,0,0,0,0,0,3579
1180,119,4,0,4,0,2,0,0,0,16,0,3580
2840,258,1,0,38,35,0,0,0,0,0,0,3581
1812,141,2,0,14,0,4,0,0,0,0,2,3582
873,81,0,0,0,0,0,0,0,0,1,0,3583
3086,174,0,0,0,15,0,0,0,0,3,2,3584
2327,128,1,5,6,0,0,3,1,0,3,0,3585
571,26,0,0,6,0,0,0,5,0,6,0,3586
1460,127,0,0,0,0,1,0,1,0,1,0,3588
1083,93,1,0,0,0,0,0,0,0,7,0,3590
948,57,0,0,0,0,1,0,0,0,0,0,3592
369,28,0,0,2,0,0,0,0,0,3,0,3593
735,49,1,0,0,0,1,0,0,0,0,0,3595
502,54,2,0,0,0,0,0,0,0,0,0,3597
3077,266,0,0,10,0,0,0,0,0,17,0,3598
421,22,0,0,0,0,0,0,0,0,3,0,3601
2093,165,1,0,19,0,1,0,0,0,0,15,3602
4606,363,4,0,87,0,0,0,0,0,2,0,3603
0,0,0,0,0,0,0,0,0,0,0,0,3604
881,42,0,0,0,0,0,0,0,0,0,0,3605
257,39,0,0,5,0,0,0,0,0,0,0,3607
2732,53,98,0,0,0,0,0,0,0,157,0,3608
492,16,0,0,0,0,0,0,0,0,13,0,3609
972,55,0,0,0,0,2,0,0,0,0,0,3740
3431,354,73,0,61,0,28,0,0,0,22,0,3741
11525,773,252,13,123,0,0,0,0,0,0,0,3743
1607,104,0,0,24,0,0,0,0,0,114,0,3745
4367,78,48,0,0,0,16,0,0,18,0,0,3748
937,0,0,0,7,0,0,0,7,0,0,0,3750
366,8,0,0,0,0,0,0,0,0,0,0,3751
952,80,0,0,0,0,4,0,0,0,0,0,3752
3386,21,0,0,0,0,0,0,0,0,0,0,3753
7285,62,374,27,1056,81,31,8,11,0,164,4,3755
348,63,0,0,0,0,0,0,0,0,0,0,3765
8216,774,38,12,521,11,29,0,0,0,120,0,3766
1447,125,7,0,35,0,1,0,0,0,0,0,3768
496,0,7,0,47,0,0,0,0,0,0,0,3770
783,64,0,0,0,0,0,0,0,0,0,0,3771
6415,908,26,0,1,0,82,0,6,0,31,0,3773
1423,0,0,0,0,0,12,0,0,0,0,0,3774
1178,59,55,0,0,0,0,0,0,0,6,0,3777
771,52,5,0,16,0,0,0,0,0,0,2,3779
512,0,21,0,43,0,0,0,0,0,0,0,3780
1738,32,0,0,13,0,0,0,0,0,0,0,3781
2706,249,0,0,27,0,0,0,0,0,0,0,3782
3292,36,61,0,479,31,6,0,0,0,48,0,3784
1898,39,12,0,0,0,27,0,0,0,2,0,3785
19269,726,275,56,900,47,14,0,9,0,396,60,3801
3424,113,0,0,12,0,0,0,12,0,0,0,3809
2069,65,26,0,0,0,0,0,0,0,0,0,3810
6627,161,0,0,102,0,0,0,0,0,85,0,3811
894,77,3,0,3,0,0,0,0,0,0,0,3812
3232,279,0,0,6,0,79,0,0,0,0,0,3813
2097,190,21,3,40,94,0,0,0,0,0,0,3814
1265,144,0,0,0,0,0,0,0,0,0,5,3816
656,42,41,0,18,0,0,0,0,0,0,0,3817
3229,253,5,0,96,0,0,0,0,0,25,0,3818
3978,85,0,0,51,0,0,0,0,0,0,0,3819
26854,1650,279,96,1136,154,0,0,0,0,390,0,3820
1864,43,9,0,96,0,0,0,0,0,11,0,3823
12968,306,80,0,544,61,5,0,0,0,58,0,3824
7539,733,220,0,0,0,15,0,0,0,29,0,3825
2573,82,30,0,19,0,0,0,0,0,0,0,3826
2881,166,4,0,22,0,1,0,0,0,0,0,3827
1242,82,0,0,0,0,0,0,0,0,1,0,3830
327,24,0,0,0,0,0,0,0,0,0,0,3832
19447,618,195,0,821,40,0,0,0,0,103,3,3833
5810,378,112,2,194,0,0,0,0,0,128,0,3835
1296,26,0,0,0,6,0,0,0,0,0,0,3836
1538,44,34,0,0,0,0,0,0,0,0,0,3837
992,74,0,0,0,0,0,0,0,0,0,0,3838
3163,249,0,0,61,45,0,0,0,0,3,0,3839
3459,182,127,0,136,0,0,0,0,0,44,0,3840
5810,147,0,0,12,94,0,0,0,0,7,0,3841
14291,1015,27,0,139,4,0,0,43,0,11,12,3842
2102,104,5,0,34,0,6,0,0,0,7,0,3844
1004,74,0,0,0,0,0,0,0,0,0,0,3845
1086,31,27,0,0,0,0,0,0,0,0,0,3846
133,0,0,0,59,0,0,0,0,0,0,0,3847
5901,49,1,0,18,0,0,0,0,0,0,0,3848
1190,122,1,0,1,0,0,0,0,0,0,0,3849
68,62,0,0,0,0,0,0,0,0,0,0,3850
3762,277,0,0,48,0,0,0,0,0,1,0,3851
314,0,0,0,0,0,0,0,0,0,0,0,3852
816,8,0,0,0,0,0,0,0,0,0,0,3853
877,3,0,0,4,0,0,0,0,0,0,0,3854
2409,173,0,0,5,0,20,7,0,0,0,0,3855
1795,59,3,0,15,0,0,0,0,0,0,0,3856
8303,356,90,0,130,0,0,0,0,0,2,61,3857
4143,291,44,0,0,0,0,0,0,0,144,0,3858
3628,204,0,0,17,0,0,0,0,0,0,0,3860
3604,35,0,2,405,0,0,0,0,0,0,0,3861
